taxon	gene_i	domain_id_i	start_i	end_i	domains_i	length_i	HMM_length_i	is_complete_i	component_i	classification_i	posx_i	posy_i	Index_i	domain_id_j	gene_j	start_j	end_j	domains_j	length_j	HMM_length_j	is_complete_j	component_j	classification_j	posx_j	posy_j	Index_j	taxnid	species	genus	family	order	class	phylum	kingdom	superkingdom
Haloferax	arc_WP_008091782.1	arc_WP_008091782.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.212912753224373	-0.715741038322449	1	arc_WP_008091782.1_61-143	arc_WP_008091782.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.423130810260773	0.849773645401001	2	2251	NA	NA	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax	arc_WP_089779382.1	arc_WP_089779382.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.211174607276917	-0.755947649478912	1	arc_WP_089779382.1_62-143	arc_WP_089779382.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.416837751865387	0.823444306850433	2	2251	NA	NA	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax alexandrinus	arc_QIB77112.1	arc_QIB77112.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.196262285113335	-0.724738121032715	1	arc_QIB77112.1_62-143	arc_QIB77112.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.431805163621902	0.855678141117096	2	114529	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax alexandrinus JCM 10717	arc_ELZ92601.1	arc_ELZ92601.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.233276218175888	-0.741474151611328	1	arc_ELZ92601.1_62-143	arc_ELZ92601.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.436860293149948	0.863560080528259	2	1227458	Haloferax alexandrinus	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax denitrificans ATCC 35960	arc_EMA01710.1	arc_EMA01710.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.219467088580132	-0.737527072429657	1	arc_EMA01710.1_62-143	arc_EMA01710.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.440719962120056	0.888596057891846	2	662478	Haloferax denitrificans	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax elongans ATCC BAA-1513	arc_ELZ87639.1	arc_ELZ87639.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.264155656099319	-0.694427371025085	1	arc_ELZ87639.1_61-143	arc_ELZ87639.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.410542488098145	0.853163957595825	2	1230453	Haloferax elongans	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax gibbonsii	arc_AKU06653.1	arc_AKU06653.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.245507255196571	-0.73953765630722	1	arc_AKU06653.1_61-143	arc_AKU06653.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.450857758522034	0.847225964069366	2	35746	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax gibbonsii ATCC 33959	arc_ELZ83672.1	arc_ELZ83672.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.233169034123421	-0.74139416217804	1	arc_ELZ83672.1_61-143	arc_ELZ83672.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.424458801746368	0.840041875839233	2	1227459	Haloferax gibbonsii	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax larsenii	arc_SEK30151.1	arc_SEK30151.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.259544163942337	-0.693316400051117	1	arc_SEK30151.1_61-143	arc_SEK30151.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.40795424580574	0.790674865245819	2	302484	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax larsenii JCM 13917	arc_ELZ75001.1	arc_ELZ75001.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.268367409706116	-0.696084022521973	1	arc_ELZ75001.1_61-143	arc_ELZ75001.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.41522690653801	0.823548853397369	2	1227460	Haloferax larsenii	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax lucentense DSM 14919	arc_ELZ70624.1	arc_ELZ70624.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.226712957024574	-0.736877202987671	1	arc_ELZ70624.1_62-143	arc_ELZ70624.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.433988451957703	0.859484553337097	2	1230452	Haloferax lucentense	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax massiliensis	arc_CQR51011.1	arc_CQR51011.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.237068876624107	-0.738452315330505	1	arc_CQR51011.1_62-143	arc_CQR51011.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.416687399148941	0.823671340942383	2	1476858	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax mediterranei	arc_WP_004057852.1	arc_WP_004057852.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.227754354476929	-0.730693221092224	1	arc_WP_004057852.1_62-143	arc_WP_004057852.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.39437735080719	0.868354320526123	2	2252	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax mediterranei ATCC 33500	arc_AFK18224.2	arc_AFK18224.2_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.224069625139236	-0.728842258453369	1	arc_AFK18224.2_62-143	arc_AFK18224.2	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.424438714981079	0.85392028093338	2	523841	Haloferax mediterranei	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax mediterranei ATCC 33500	arc_AHZ22375.1	arc_AHZ22375.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.224484249949455	-0.728819191455841	1	arc_AHZ22375.1_62-143	arc_AHZ22375.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.414656698703766	0.843297123908997	2	523841	Haloferax mediterranei	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax mediterranei ATCC 33500	arc_EMA02505.1	arc_EMA02505.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.231250002980232	-0.756824195384979	1	arc_EMA02505.1_62-143	arc_EMA02505.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.414275586605072	0.842548608779907	2	523841	Haloferax mediterranei	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax mediterranei ATCC 33500	arc_QCQ74747.1	arc_QCQ74747.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.219665840268135	-0.756890833377838	1	arc_QCQ74747.1_62-143	arc_QCQ74747.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.412438422441483	0.824743986129761	2	523841	Haloferax mediterranei	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax mucosum	arc_WP_008319563.1	arc_WP_008319563.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.223291009664536	-0.76136976480484	1	arc_WP_008319563.1_62-143	arc_WP_008319563.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.413942098617554	0.847234547138214	2	403181	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax mucosum ATCC BAA-1512	arc_ELZ94763.1	arc_ELZ94763.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.196035996079445	-0.740927040576935	1	arc_ELZ94763.1_62-143	arc_ELZ94763.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.414186984300613	0.841876447200775	2	662479	Haloferax mucosum	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax prahovense DSM 18310	arc_ELZ72854.1	arc_ELZ72854.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.222937420010567	-0.722480356693268	1	arc_ELZ72854.1_61-143	arc_ELZ72854.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.434310019016266	0.887943267822266	2	1227461	Haloferax prahovense	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. ATCC BAA-644	arc_ELZ63318.1	arc_ELZ63318.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.237365141510963	-0.741913378238678	1	arc_ELZ63318.1_62-143	arc_ELZ63318.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.438807606697083	0.865097641944885	2	1227462	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. ATCC BAA-645	arc_ELZ62912.1	arc_ELZ62912.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.227617383003235	-0.736120879650116	1	arc_ELZ62912.1_62-143	arc_ELZ62912.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.429559350013733	0.840785145759583	2	1227463	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. ATCC BAA-646	arc_ELZ58127.1	arc_ELZ58127.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.215617105364799	-0.747504830360413	1	arc_ELZ58127.1_62-143	arc_ELZ58127.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.429509460926056	0.839534223079681	2	1227464	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-105R	arc_RLM45773.1	arc_RLM45773.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.230412557721138	-0.744723081588745	1	arc_RLM45773.1_62-143	arc_RLM45773.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.441713720560074	0.869582951068878	2	2282133	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-109R	arc_RLM37831.1	arc_RLM37831.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.231419712305069	-0.745651662349701	1	arc_RLM37831.1_62-143	arc_RLM37831.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.437852561473846	0.866965293884277	2	2282134	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-10N	arc_RDZ60135.1	arc_RDZ60135.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.218468114733696	-0.717544317245483	1	arc_RDZ60135.1_61-143	arc_RDZ60135.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.426109850406647	0.847024977207184	2	2077204	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-12N	arc_RDZ65732.1	arc_RDZ65732.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.214454382658005	-0.720782399177551	1	arc_RDZ65732.1_62-143	arc_RDZ65732.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.445958197116852	0.916910707950592	2	2077203	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-12N	arc_WP_115879600.1	arc_WP_115879600.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.218206837773323	-0.724362194538116	1	arc_WP_115879600.1_62-143	arc_WP_115879600.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.445477336645126	0.916261613368988	2	2077203	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-16N	arc_RDZ46302.1	arc_RDZ46302.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.197693005204201	-0.71436619758606	1	arc_RDZ46302.1_61-143	arc_RDZ46302.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.442702263593674	0.846889913082123	2	2077202	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-19N	arc_RDZ43825.1	arc_RDZ43825.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.221231281757355	-0.716449737548828	1	arc_RDZ43825.1_61-143	arc_RDZ43825.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.429208725690842	0.879111468791962	2	2077201	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-24N	arc_RDZ37033.1	arc_RDZ37033.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.220365554094315	-0.739620625972748	1	arc_RDZ37033.1_62-143	arc_RDZ37033.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.434794634580612	0.86374431848526	2	2077200	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-47N	arc_RDZ41470.1	arc_RDZ41470.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.220565050840378	-0.739640355110168	1	arc_RDZ41470.1_62-143	arc_RDZ41470.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.443653583526611	0.871077656745911	2	2077199	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-48N	arc_RDZ33285.1	arc_RDZ33285.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.22107420861721	-0.739705145359039	1	arc_RDZ33285.1_62-143	arc_RDZ33285.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.444081604480743	0.872297346591949	2	2077198	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-4N	arc_RDZ54480.1	arc_RDZ54480.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.233916386961937	-0.748181462287903	1	arc_RDZ54480.1_61-143	arc_RDZ54480.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.457618296146393	0.860112845897675	2	2077206	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Atlit-6N	arc_REA05879.1	arc_REA05879.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.231210544705391	-0.745455920696259	1	arc_REA05879.1_61-143	arc_REA05879.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.420931905508041	0.856647670269012	2	2077205	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. BAB2207	arc_ELK52134.1	arc_ELK52134.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.239724844694138	-0.742419898509979	1	arc_ELK52134.1_62-143	arc_ELK52134.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.42954295873642	0.840246975421906	2	1243180	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. CBA1148	arc_KAB1192433.1	arc_KAB1192433.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.293165922164917	-0.688566088676453	1	arc_KAB1192433.1_62-143	arc_KAB1192433.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.409416228532791	0.812689363956451	2	2650752	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. CBA1149	arc_KAB1186687.1	arc_KAB1186687.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.297598749399185	-0.690839827060699	1	arc_KAB1186687.1_62-143	arc_KAB1186687.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.408048033714294	0.830738186836243	2	2650753	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. CBA1150	arc_KAB1197250.1	arc_KAB1197250.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.313755691051483	-0.744868218898773	1	arc_KAB1197250.1_62-143	arc_KAB1197250.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.423491835594177	0.841804981231689	2	2650754	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. Q22	arc_WP_058826608.1	arc_WP_058826608.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.228612631559372	-0.732821762561798	1	arc_WP_058826608.1_61-143	arc_WP_058826608.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.45816245675087	0.864231526851654	2	1526048	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. SB29	arc_KTG24297.1	arc_KTG24297.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.293631166219711	-0.692884981632233	1	arc_KTG24297.1_62-143	arc_KTG24297.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.408123224973679	0.83090078830719	2	1544718	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. SB3	arc_POG53819.1	arc_POG53819.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.229530453681946	-0.722883462905884	1	arc_POG53819.1_64-143	arc_POG53819.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.452205866575241	0.860546410083771	2	1544719	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sp. SB3	arc_WP_058568632.1	arc_WP_058568632.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.225906029343605	-0.730591952800751	1	arc_WP_058568632.1_64-143	arc_WP_058568632.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.437078416347504	0.894799411296844	2	1544719	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax sulfurifontis ATCC BAA-897	arc_ELZ93111.1	arc_ELZ93111.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.201245963573456	-0.744324445724487	1	arc_ELZ93111.1_62-143	arc_ELZ93111.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.426775336265564	0.82867956161499	2	662480	Haloferax sulfurifontis	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax volcanii	arc_TVT94396.1	arc_TVT94396.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.235392510890961	-0.757820546627045	1	arc_TVT94396.1_62-143	arc_TVT94396.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.43094539642334	0.852584064006805	2	2246	NA	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax volcanii DS2	arc_ADE04545.1	arc_ADE04545.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.238440781831741	-0.738576650619507	1	arc_ADE04545.1_62-143	arc_ADE04545.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.42940080165863	0.838500618934631	2	309800	Haloferax volcanii	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloferax volcanii DS2	arc_ELY25886.1	arc_ELY25886.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.229744836688042	-0.738352596759796	1	arc_ELY25886.1_62-143	arc_ELY25886.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.429501295089722	0.839390575885773	2	309800	Haloferax volcanii	Haloferax	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum borinquense	arc_QIB73187.1	arc_QIB73187.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.321046233177185	-0.593715071678162	1	arc_QIB73187.1_61-143	arc_QIB73187.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.433215022087097	0.881859004497528	2	60847	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum borinquense	arc_QIQ77417.1	arc_QIQ77417.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.326989412307739	-0.607226848602295	1	arc_QIQ77417.1_61-143	arc_QIQ77417.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.436335504055023	0.883902311325073	2	60847	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum borinquense	arc_RYJ12873.1	arc_RYJ12873.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.314116716384888	-0.605141401290894	1	arc_RYJ12873.1_61-143	arc_RYJ12873.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.442761063575745	0.878642857074738	2	60847	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum borinquense	arc_WP_006056308.1	arc_WP_006056308.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.314369082450867	-0.591580927371979	1	arc_WP_006056308.1_61-143	arc_WP_006056308.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.44594332575798	0.902415633201599	2	60847	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum borinquense DSM 11551	arc_ADQ68232.1	arc_ADQ68232.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.31798455119133	-0.593349933624268	1	arc_ADQ68232.1_61-143	arc_ADQ68232.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.443797260522842	0.898684740066528	2	469382	Halogeometricum borinquense	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum borinquense DSM 11551	arc_ELY24724.1	arc_ELY24724.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.317956268787384	-0.592310070991516	1	arc_ELY24724.1_61-143	arc_ELY24724.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.443711638450623	0.877552330493927	2	469382	Halogeometricum borinquense	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum limi	arc_SFR35699.1	arc_SFR35699.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.385656863451004	-0.673218309879303	1	arc_SFR35699.1_61-143	arc_SFR35699.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.426048070192337	0.869614541530609	2	555875	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum limi	arc_WP_089876700.1	arc_WP_089876700.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.377304822206497	-0.656953811645508	1	arc_WP_089876700.1_61-143	arc_WP_089876700.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.427654445171356	0.849249601364136	2	555875	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum pallidum	arc_WP_008387242.1	arc_WP_008387242.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.346470057964325	-0.66291743516922	1	arc_WP_008387242.1_63-143	arc_WP_008387242.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.409607529640198	0.845837712287903	2	411361	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum pallidum JCM 14848	arc_ELZ29870.1	arc_ELZ29870.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.345061659812927	-0.649256467819214	1	arc_ELZ29870.1_63-143	arc_ELZ29870.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.419688016176224	0.819971323013306	2	1227487	Halogeometricum pallidum	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum rufum	arc_SFR38512.1	arc_SFR38512.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.358202338218689	-0.638861060142517	1	arc_SFR38512.1_62-143	arc_SFR38512.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.438230723142624	0.887049973011017	2	553469	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogeometricum rufum	arc_WP_089804696.1	arc_WP_089804696.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.370995402336121	-0.639219105243683	1	arc_WP_089804696.1_62-143	arc_WP_089804696.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.449828267097473	0.900242030620575	2	553469	NA	Halogeometricum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halogranum amylolyticum	arc_SEP20635.1	arc_SEP20635.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.374708384275436	-0.650634288787842	1	arc_SEP20635.1_61-143	arc_SEP20635.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	H2B	-0.366328835487366	0.789444744586945	2	660520	NA	Halogranum	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
