gene	node	taxon	family	order	kingdom	core_domain	homology_group	closest_group	closest_group_top10frac	closest_OG_euk	closest_OG_euk_top10frac	closest_node	closest_node_dist	euk_top_frac	arc_top_frac	bac_top_frac	closest_group_filt	closest_OG_euk_filt	architecture	simarq
vir_ANB50696.1	vir_ANB50696.1_48-144	Powai lake megavirus	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.0416287678	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AEX62668.1	vir_AEX62668.1_49-144	Moumouvirus Monve	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	0.1985664118	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ERX552270.42_contig_3082_22	vir_ERX552270.42_contig_3082_22_54-148	ERX552270.42	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	bac_WP_019163774.1_40-136	1.5062366595	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ADO67426.1	vir_ADO67426.1_42-138	Cafeteria roenbergensis virus BV-PW1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	arc	1	NA	NA	arc_WP_101477388.1_47-144	1.5632761688	0	1	0	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ATZ80474.1	vir_ATZ80474.1_67-145	Bodo saltans virus	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	arc	1	NA	NA	arc_WP_101477388.1_47-144	3.0473691261	0	1	0	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ERX552270.106_contig_473_25	vir_ERX552270.106_contig_473_25_47-143	ERX552270.106	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	arc	1	NA	NA	arc_WP_101477388.1_47-144	1.7337532476	0	1	0	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ALH23133.1	vir_ALH23133.1_46-142	Chrysochromulina ericina virus	Phycodnaviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	arc	1	NA	NA	arc_WP_101477388.1_47-144	1.4645009919	0	1	0	arc	unk	Acetyltransf_10	Acetyltransf_10
vir_ERX552256.7_contig_8903_34	vir_ERX552256.7_contig_8903_34_47-143	ERX552256.7	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	arc	1	NA	NA	arc_WP_101477388.1_47-144	1.5578237836	0	1	0	arc	unk	Acetyltransf_10	Acetyltransf_10
vir_ERX288947.11_contig_4654_5	vir_ERX288947.11_contig_4654_5_43-140	ERX288947.11	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	arc	1	NA	NA	arc_WP_101477388.1_47-144	1.5102259475	0	1	0	arc	unk	Acetyltransf_10	Acetyltransf_10
vir_ERX552270.100_contig_12241_19	vir_ERX552270.100_contig_12241_19_43-141	ERX552270.100	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	arc	1	NA	NA	arc_WP_101477388.1_47-144	1.5705192376	0	1	0	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ERX288947.1_contig_3296_3	vir_ERX288947.1_contig_3296_3_48-145	ERX288947.1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	1	GNPNAT1	1	Bodsal_CUG01337.1_47-141	1.3768474247	1	0	0	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ERX552243.92_contig_14178_18	vir_ERX552243.92_contig_14178_18_49-144	ERX552243.92	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	1	GNPNAT1	1	Bodsal_CUG01337.1_47-141	1.1892965334	1	0	0	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AYV82182.1	vir_AYV82182.1_50-144	Homavirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	1	GNPNAT1	1	Gonavo_comp37959_c0_seq1_6_ORF4_390_314-390	1.2590282076	1	0	0	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ARF10577.1	vir_ARF10577.1_43-138	Hokovirus HKV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	Tvag_XP_001303745.1_45-141	1.4481985625	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ERX552254.13_contig_6330_7	vir_ERX552254.13_contig_6330_7_54-146	ERX552254.13	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	Tvag_XP_001303745.1_45-141	1.703814974	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ERX552257.96_contig_94478_14	vir_ERX552257.96_contig_94478_14_46-142	ERX552257.96	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	Tvag_XP_001303745.1_45-141	1.4631061179	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ERX288947.23_contig_12130_15	vir_ERX288947.23_contig_12130_15_45-141	ERX288947.23	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	Tvag_XP_001303745.1_45-141	1.3132518954	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_ERX552243.92_contig_21122_12	vir_ERX552243.92_contig_21122_12_64-139	ERX552243.92	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	euk	0.9	GNPNAT1	0.9	Tvag_XP_001303745.1_45-141	1.3731598075	0.9	0	0.1	euk	GNPNAT1	Acetyltransf_1	Acetyltransf_1
vir_AUG88445.1	vir_AUG88445.1_67-136	Vibrio phage Vp_R1	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG5	bac	0.7	NA	NA	bac_WP_011043314.1_35-126	3.3720878742	0	0.3	0.7	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ARF09431.1	vir_ARF09431.1_49-145	Indivirus ILV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG5	bac	1	NA	NA	bac_WP_008821627.1_43-130	2.2430678565	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARB06142.1	vir_ARB06142.1_34-94	Dinoroseobacter phage vB_DshS-R5C	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG5	arc	0.5	NA	NA	bac_WP_135448993.1_34-93	0.4133447345	0	0.5	0.5	arc	unk		
vir_AWN07824.1	vir_AWN07824.1_49-137	Microbacterium phage Hendrix	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG6	bac	1	NA	NA	bac_WP_084654695.1_58-150	2.1565918801	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AIM40532.1	vir_AIM40532.1_52-126	Enterobacteria phage J8-65	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG6	bac	1	NA	NA	bac_WP_047366626.1_42-126	0.3754316148	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF09058.1	vir_ARF09058.1_7-119	Catovirus CTV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG6	bac	0.8	NA	NA	bac_WP_162849684.1_138-232	1.8206425975	0	0.2	0.8	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ50287.1	vir_ANZ50287.1_62-157	Erwinia phage vB_EamM_Phobos	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG6	bac	0.9	NAT8/NAT8L	0.1	Umbram_249933_83-184	2.051872594	0.1	0	0.9	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AXH70943.1	vir_AXH70943.1_11-101	Vibrio phage BONAISHI	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG6	bac	1	NA	NA	bac_WP_068656604.1_31-126	3.5605174236	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ADW01250.1	vir_ADW01250.1_34-128	Lactobacillus phage LF1	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG6	bac	1	NA	NA	bac_WP_016058040.1_34-128	2e-06	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AAG02610.1	vir_AAG02610.1_59-153	Roseobacter virus SIO1	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_020208285.1_43-145	1.9984131896	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AYP28023.1	vir_AYP28023.1_30-130	Lentibacter virus vB_LenP_ICBM3	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_020208285.1_43-145	1.8516396057	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AFM54649.1	vir_AFM54649.1_51-151	Celeribacter phage P12053L	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_020208285.1_43-145	1.8617313307	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AUZ94741.1	vir_AUZ94741.1_69-150	Agrobacterium phage Atu_ph02	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_052832938.1_56-146	1.3820931826	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANS04050.1	vir_ANS04050.1_53-148	uncultured Mediterranean phage uvDeep-CGR2-KM21-C368	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_126023189.1_50-153	1.9534103759	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AWD90752.1	vir_AWD90752.1_55-149	Pseudomonas phage Alpheus	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.6765492703	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AWD90705.1	vir_AWD90705.1_54-150	Pseudomonas phage Achelous	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.6139294376	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AWD90658.1	vir_AWD90658.1_55-150	Pseudomonas phage Nerthus	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.4631087118	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AWD90613.1	vir_AWD90613.1_55-150	Pseudomonas phage Njord	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.4617959922	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ATW58186.1	vir_ATW58186.1_55-149	Pseudomonas phage uligo	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.5433388406	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ASP46283.1	vir_ASP46283.1_69-149	Marinomonas phage CB5A	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.919027376	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARB11249.1	vir_ARB11249.1_69-149	Marinomonas phage CPP1m	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.9325511136	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AUG87674.1	vir_AUG87674.1_50-150	Vibrio phage VEN	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.8776382203	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AHN84654.1	vir_AHN84654.1_52-149	Vibrio phage Vc1	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.9106610151	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AGZ17754.1	vir_AGZ17754.1_60-150	Vibrio phage phi-A318	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.8275821466	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AFP33692.1	vir_AFP33692.1_52-154	Pectobacterium phage PP1	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.2527076906	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AIM51254.1	vir_AIM51254.1_52-153	Lelliottia phage phD2B	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.1240322216	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ABM63423.1	vir_ABM63423.1_50-152	Erwinia amylovora phage Era103	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.5783342968	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AUV57228.1	vir_AUV57228.1_50-152	Erwinia phage vB_EamP-S2	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	1.6251079621	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AQN31586.1	vir_AQN31586.1_51-153	Escherichia phage vB_EcoP_B	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.0709838743	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AQN31934.1	vir_AQN31934.1_51-153	Escherichia phage vB_EcoP_K	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.0813932309	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AFH19857.1	vir_AFH19857.1_51-153	Enterobacteria phage vB_EcoP_ACG-C91	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.0682253501	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AQY55009.1	vir_AQY55009.1_51-153	Escherichia virus K1E	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.0106334834	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AUE22259.1	vir_AUE22259.1_51-153	Escherichia virus VEc3	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	2e-06	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANT40830.1	vir_ANT40830.1_51-153	Escherichia virus AAPEc6	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.0106037788	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AAR90069.1	vir_AAR90069.1_73-175	Escherichia phage K1-5	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.0317023175	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AUV59346.1	vir_AUV59346.1_51-153	Citrobacter phage vB_CroP_CrRp3	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.1586836348	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AXY85402.1	vir_AXY85402.1_51-153	Escherichia phage LL11	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.1697828009	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AIT13702.1	vir_AIT13702.1_52-153	Salmonella phage BP12B	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.4635845423	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AAP48767.1	vir_AAP48767.1_74-153	Salmonella virus SP6	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.4773870773	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AKA61841.1	vir_AKA61841.1_52-153	Proteus phage vB_PmiP_Pm5460	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.7270296893	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AIW03119.1	vir_AIW03119.1_52-153	Proteus phage PM 85	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_048901916.1_51-153	0.6953058582	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ASN69777.1	vir_ASN69777.1_45-145	uncultured Caudovirales phage	NA	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG7	bac	1	NA	NA	bac_WP_054897632.1_45-145	2e-06	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF12356.1	vir_ARF12356.1_368-465	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG8	bac	1	NA	NA	bac_WP_046080125.1_48-142	2.2501062063	0	0	1	bac	unk	FBPase FBPase_C Acetyltransf_1	FBPase,FBPase_C,Acetyltransf_1
vir_BAV81117.1	vir_BAV81117.1_46-138	Vibrio phage CKB-S2	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG8	bac	1	NA	NA	bac_WP_053312000.1_48-140	1.2988902343	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AYV83022.1	vir_AYV83022.1_49-123	Hyperionvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG8	bac	1	NA	NA	bac_WP_103242716.1_43-136	3.7623895903	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AJE28092.1	vir_AJE28092.1_48-167	Listeria phage vB_LmoS_293	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG9	bac	1	NA	NA	bac_WP_021496258.1_48-167	3.3755e-06	0	0	1	bac	unk	Acetyltransf_10	Acetyltransf_10
vir_ALF02576.1	vir_ALF02576.1_81-160	Bacillus phage phi4B1	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG9	bac	1	NA	NA	bac_WP_000868797.1_81-160	2e-06	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AAN73998.1	vir_AAN73998.1_54-170	Vibrio phage Ch457	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG9	bac	1	NA	NA	bac_WP_085342835.1_55-172	0.1744324062	0	0	1	bac	unk	Acetyltransf_10	Acetyltransf_10
vir_AFQ22137.1	vir_AFQ22137.1_49-163	Acinetobacter phage YMC/09/02/B1251	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG9	bac	1	NA	NA	bac_WP_000102495.1_49-163	3.7667e-06	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_AYV87201.1	vir_AYV87201.1_134-200	Sylvanvirus sp.	NA	NA	NA	Acetyltransf_1	Acetyltransf_1.HG9	bac	1	NA	NA	bac_WP_034171149.1_52-166	1.6995502259	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_AAX62139.1	vir_AAX62139.1_1-64	Bacillus thuringiensis phage MZTP02	Siphoviridae	Caudovirales	NA	GNAT_acetyltr_2	GNAT_acetyltr_2.HG1	bac	1	NA	NA	bac_WP_005363175.1_373-560	0.0541369884	0	0	1	bac	unk	GNAT_acetyltr_2	GNAT_acetyltr_2
vir_ALH23279.1	vir_ALH23279.1_7-324	Chrysochromulina ericina virus	Phycodnaviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	1	NA	NA	bac_WP_092015337.1_16-338	4.3796311018	0	0	1	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_AYV78408.1	vir_AYV78408.1_22-355	Edafosvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	2.9086075609	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_AYV83810.1	vir_AYV83810.1_44-351	Hyperionvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	3.0253524899	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_ARF08589.1	vir_ARF08589.1_41-355	Catovirus CTV1	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	2.5873602982	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_AYV75987.1	vir_AYV75987.1_9-376	Terrestrivirus sp.	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	3.5287551935	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_VBB18253.1	vir_VBB18253.1_46-433	Yasminevirus sp. GU-2018	NA	NA	NA	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	3.3075179686	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_AUL79290.1	vir_AUL79290.1_60-354	Tupanvirus deep ocean	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	2.5216617713	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_AUL77996.1	vir_AUL77996.1_110-354	Tupanvirus soda lake	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	2.5054297333	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_AYV85400.1	vir_AYV85400.1_22-364	Satyrvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	2.702473776	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_ARF11327.1	vir_ARF11327.1_14-345	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG1	bac	0.8	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.2	Plafun_PRP86142_263-607	2.4939978998	0.2	0	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_AYV83427.1	vir_AYV83427.1_479-758	Hyperionvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG2	bac	0.9	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	0.1	Ngad_EWM27914_34-353	1.148476114	0.1	0	0.9	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_QBK87048.1	vir_QBK87048.1_83-339	Marseillevirus LCMAC103	Marseilleviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG2	bac	0.8	NA	NA	bac_WP_052889714.1_8-331	2.3990478353	0	0.2	0.8	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_VBB17839.1	vir_VBB17839.1_61-395	Yasminevirus sp. GU-2018	NA	NA	NA	Hist_deacetyl	Hist_deacetyl.HG2	bac	1	NA	NA	bac_WP_112141386.1_5-307	1.8098720136	0	0	1	bac	unk	Hist_deacetyl	Hist_deacetyl
vir_ERX556043.42_contig_21015_20	vir_ERX556043.42_contig_21015_20_3-355	ERX556043.42	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG2	arc	1	NA	NA	arc_RDD52296.1_1-290	2.7360713787	0	1	0	arc	unk	Hist_deacetyl	Hist_deacetyl
vir_AUL77748.1	vir_AUL77748.1_106-361	Tupanvirus soda lake	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG2	arc	1	NA	NA	arc_GBE54752.1_4-297	1.9728362236	0	1	0	arc	unk	Hist_deacetyl	Hist_deacetyl
vir_AUL79035.1	vir_AUL79035.1_115-361	Tupanvirus deep ocean	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG2	arc	1	NA	NA	arc_GBE54752.1_4-297	1.985272042	0	1	0	arc	unk	Hist_deacetyl	Hist_deacetyl
vir_AYV85460.1	vir_AYV85460.1_118-354	Satyrvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG2	arc	1	NA	NA	arc_GBE54752.1_4-297	1.8786622876	0	1	0	arc	unk	Hist_deacetyl	Hist_deacetyl
vir_ARF11962.1	vir_ARF11962.1_7-323	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	Hist_deacetyl	Hist_deacetyl.HG2	arc	1	NA	NA	arc_RDD52296.1_1-290	2.4955488344	0	1	0	arc	unk	Hist_deacetyl	Hist_deacetyl
