Caulen_g1.t1	Caulen_1_1
Caulen_g5659.t1	Caulen_40_4
Caulen_g5660.t1	Caulen_40_5
Caulen_g5661.t1	Caulen_40_6
Caulen_g5662.t1	Caulen_40_7
Caulen_g5663.t1	Caulen_40_8
Caulen_g5664.t1	Caulen_40_9
Caulen_g5665.t1	Caulen_40_10
Caulen_g5666.t1	Caulen_40_11
Caulen_g5667.t1	Caulen_40_12
Caulen_g5668.t1	Caulen_40_13
Caulen_g5669.t1	Caulen_40_14
Caulen_g5670.t1	Caulen_40_15
Caulen_g5671.t1	Caulen_40_16
Caulen_g5672.t1	Caulen_40_17
Caulen_g5673.t1	Caulen_40_18
Caulen_g5674.t1	Caulen_40_19
Caulen_g5675.t1	Caulen_40_20
Caulen_g5676.t1	Caulen_40_21
Caulen_g5677.t2	Caulen_40_22
Caulen_g5678.t1	Caulen_40_23
Caulen_g5679.t1	Caulen_40_24
Caulen_g5680.t1	Caulen_40_25
Caulen_g5681.t1	Caulen_40_26
Caulen_g5682.t1	Caulen_40_27
Caulen_g5683.t1	Caulen_40_28
Caulen_g5684.t1	Caulen_40_29
Caulen_g5685.t1	Caulen_40_30
Caulen_g5686.t1	Caulen_40_31
Caulen_g5687.t1	Caulen_40_32
Caulen_g5688.t1	Caulen_40_33
Caulen_g5689.t1	Caulen_40_34
Caulen_g5690.t1	Caulen_40_35
Caulen_g5691.t1	Caulen_40_36
Caulen_g5692.t1	Caulen_40_37
Caulen_g5693.t1	Caulen_40_38
Caulen_g5694.t1	Caulen_40_39
Caulen_g5695.t1	Caulen_40_40
Caulen_g5696.t1	Caulen_40_41
Caulen_g5697.t1	Caulen_40_42
Caulen_g5698.t1	Caulen_40_43
Caulen_g5699.t1	Caulen_40_44
Caulen_g5700.t1	Caulen_40_45
Caulen_g5701.t1	Caulen_40_46
Caulen_g5702.t1	Caulen_40_47
Caulen_g5703.t1	Caulen_40_48
Caulen_g5704.t1	Caulen_40_49
Caulen_g5705.t1	Caulen_40_50
Caulen_g5706.t1	Caulen_40_51
Caulen_g5707.t1	Caulen_40_52
Caulen_g5708.t1	Caulen_40_53
Caulen_g5709.t1	Caulen_40_54
Caulen_g5710.t1	Caulen_40_55
Caulen_g5711.t1	Caulen_40_56
Caulen_g5712.t1	Caulen_40_57
Caulen_g5713.t1	Caulen_40_58
Caulen_g5714.t1	Caulen_40_59
Caulen_g5715.t1	Caulen_40_60
Caulen_g5716.t1	Caulen_40_61
Caulen_g5717.t1	Caulen_40_62
Caulen_g5718.t1	Caulen_40_63
Caulen_g5719.t1	Caulen_40_64
Caulen_g5720.t1	Caulen_40_65
Caulen_g5721.t1	Caulen_40_66
Caulen_g5722.t1	Caulen_40_67
Caulen_g5723.t1	Caulen_40_68
Caulen_g5724.t1	Caulen_40_69
Caulen_g5725.t1	Caulen_40_70
Caulen_g5726.t1	Caulen_40_71
Caulen_g5727.t1	Caulen_40_72
Caulen_g5728.t1	Caulen_40_73
Caulen_g5729.t1	Caulen_40_74
Caulen_g5730.t1	Caulen_40_75
Caulen_g5731.t1	Caulen_40_76
Caulen_g5732.t1	Caulen_40_77
Caulen_g5733.t1	Caulen_40_78
Caulen_g5734.t1	Caulen_40_79
Caulen_g5735.t1	Caulen_40_80
Caulen_g5736.t1	Caulen_40_81
Caulen_g5737.t1	Caulen_40_82
Caulen_g5738.t2	Caulen_40_83
Caulen_g5739.t1	Caulen_40_84
Caulen_g5740.t1	Caulen_40_85
Caulen_g5741.t1	Caulen_40_86
Caulen_g5742.t1	Caulen_40_87
Caulen_g5743.t1	Caulen_40_88
Caulen_g5744.t1	Caulen_40_89
Caulen_g5745.t1	Caulen_40_90
Caulen_g5746.t1	Caulen_40_91
Caulen_g5747.t1	Caulen_40_92
Caulen_g5748.t1	Caulen_40_93
Caulen_g5749.t1	Caulen_40_94
Caulen_g5750.t1	Caulen_40_95
Caulen_g5751.t1	Caulen_40_96
Caulen_g5752.t1	Caulen_40_97
Caulen_g5753.t1	Caulen_40_98
Caulen_g5754.t1	Caulen_40_99
Caulen_g5755.t1	Caulen_40_100
Caulen_g5756.t2	Caulen_40_101
Caulen_g5757.t1	Caulen_40_102
Caulen_g5758.t1	Caulen_40_103
Caulen_g5759.t1	Caulen_40_104
Caulen_g5760.t1	Caulen_40_105
Caulen_g5761.t1	Caulen_40_106
Caulen_g5762.t1	Caulen_40_107
Caulen_g5763.t1	Caulen_40_108
Caulen_g5764.t1	Caulen_40_109
Caulen_g5765.t1	Caulen_40_110
Caulen_g5766.t1	Caulen_40_111
Caulen_g5767.t1	Caulen_40_112
Caulen_g5768.t1	Caulen_40_113
Caulen_g5769.t1	Caulen_40_114
Caulen_g5770.t1	Caulen_40_115
Caulen_g5771.t1	Caulen_40_116
Caulen_g5772.t1	Caulen_40_117
Caulen_g5773.t1	Caulen_40_118
Caulen_g5774.t1	Caulen_40_119
Caulen_g5775.t1	Caulen_40_120
Caulen_g5776.t1	Caulen_40_121
Caulen_g5777.t1	Caulen_40_122
Caulen_g5778.t1	Caulen_40_123
Caulen_g5779.t1	Caulen_40_124
Caulen_g5780.t1	Caulen_40_125
Caulen_g5781.t1	Caulen_40_126
Caulen_g5782.t1	Caulen_40_127
Caulen_g5783.t1	Caulen_40_128
Caulen_g5784.t1	Caulen_40_129
Caulen_g5785.t1	Caulen_40_130
Caulen_g5786.t1	Caulen_40_131
Caulen_g5787.t1	Caulen_40_132
Caulen_g5788.t1	Caulen_40_133
Caulen_g5789.t1	Caulen_40_134
Caulen_g5790.t1	Caulen_40_135
Caulen_g5791.t1	Caulen_40_136
Caulen_g5792.t1	Caulen_40_137
Caulen_g5793.t1	Caulen_40_138
Caulen_g5794.t1	Caulen_40_139
Caulen_g5795.t1	Caulen_40_140
Caulen_g5796.t1	Caulen_40_141
Caulen_g5797.t1	Caulen_40_142
Caulen_g5798.t1	Caulen_40_143
Caulen_g5799.t1	Caulen_40_144
Caulen_g5800.t1	Caulen_40_145
Caulen_g5801.t1	Caulen_40_146
Caulen_g5802.t1	Caulen_40_147
Caulen_g5803.t1	Caulen_40_148
Caulen_g5804.t1	Caulen_40_149
Caulen_g5805.t1	Caulen_40_150
Caulen_g5806.t1	Caulen_40_151
Caulen_g5807.t1	Caulen_40_152
Caulen_g5808.t1	Caulen_40_153
Caulen_g5809.t1	Caulen_40_154
Caulen_g5810.t1	Caulen_40_155
Caulen_g5811.t1	Caulen_40_156
Caulen_g5812.t2	Caulen_40_157
Caulen_g5813.t1	Caulen_40_158
Caulen_g5814.t1	Caulen_40_159
Caulen_g5815.t1	Caulen_40_160
Caulen_g5816.t1	Caulen_40_161
Caulen_g5817.t1	Caulen_40_162
Caulen_g5818.t1	Caulen_40_163
Caulen_g5819.t1	Caulen_40_164
Caulen_g5820.t1	Caulen_40_165
Caulen_g5821.t1	Caulen_40_166
Caulen_g5822.t1	Caulen_40_167
Caulen_g5823.t1	Caulen_40_168
Caulen_g5824.t1	Caulen_40_169
Caulen_g5825.t1	Caulen_40_170
Caulen_g5826.t1	Caulen_40_171
Caulen_g5827.t1	Caulen_40_172
Caulen_g5828.t1	Caulen_40_173
Caulen_g5829.t1	Caulen_40_174
Caulen_g5830.t1	Caulen_40_175
Caulen_g5831.t2	Caulen_40_176
Caulen_g5832.t1	Caulen_40_177
Caulen_g5833.t1	Caulen_40_178
Caulen_g5834.t1	Caulen_40_179
Caulen_g5835.t1	Caulen_40_180
Caulen_g5836.t1	Caulen_40_181
Caulen_g5837.t1	Caulen_40_182
Caulen_g5838.t1	Caulen_40_183
Caulen_g5839.t1	Caulen_40_184
Caulen_g5840.t1	Caulen_40_185
Caulen_g5841.t1	Caulen_40_186
Caulen_g5842.t1	Caulen_40_187
Caulen_g5843.t1	Caulen_40_188
Caulen_g5844.t1	Caulen_40_189
Caulen_g5845.t1	Caulen_40_190
Caulen_g5846.t1	Caulen_40_191
Caulen_g5847.t1	Caulen_40_192
Caulen_g5848.t1	Caulen_40_193
Caulen_g5849.t1	Caulen_40_194
Caulen_g5850.t1	Caulen_40_195
Caulen_g5851.t1	Caulen_40_196
Caulen_g5852.t1	Caulen_40_197
Caulen_g5853.t1	Caulen_40_198
Caulen_g5854.t1	Caulen_40_199
Caulen_g5855.t1	Caulen_40_200
Caulen_g5856.t1	Caulen_40_201
Caulen_g5857.t1	Caulen_40_202
Caulen_g5858.t1	Caulen_40_203
Caulen_g5859.t1	Caulen_40_204
Caulen_g5860.t1	Caulen_40_205
Caulen_g5861.t1	Caulen_40_206
Caulen_g5862.t1	Caulen_40_207
Caulen_g5863.t1	Caulen_40_208
Caulen_g5864.t1	Caulen_40_209
Caulen_g5865.t1	Caulen_40_210
Caulen_g5866.t1	Caulen_40_211
Caulen_g5867.t1	Caulen_40_212
Caulen_g5868.t1	Caulen_40_213
Caulen_g5869.t1	Caulen_40_214
Caulen_g5870.t1	Caulen_40_215
Caulen_g5871.t1	Caulen_40_216
Caulen_g5872.t1	Caulen_40_217
Caulen_g5873.t1	Caulen_40_218
Caulen_g5874.t1	Caulen_40_219
Caulen_g5875.t1	Caulen_40_220
Caulen_g5876.t1	Caulen_40_221
Caulen_g5877.t1	Caulen_40_222
Caulen_g5878.t1	Caulen_40_223
Caulen_g5879.t1	Caulen_40_224
Caulen_g5880.t1	Caulen_40_225
Caulen_g5881.t1	Caulen_40_226
Caulen_g5882.t1	Caulen_40_227
Caulen_g5883.t1	Caulen_40_228
Caulen_g5884.t1	Caulen_40_229
Caulen_g5885.t1	Caulen_40_230
Caulen_g5886.t1	Caulen_40_231
Caulen_g5887.t1	Caulen_40_232
Caulen_g5888.t1	Caulen_40_233
Caulen_g5890.t1	Caulen_40_234
Caulen_g5889.t1	Caulen_40_235
Caulen_g5891.t1	Caulen_40_236
Caulen_g5892.t1	Caulen_40_237
Caulen_g5893.t1	Caulen_40_238
Caulen_g5894.t1	Caulen_40_239
Caulen_g5895.t1	Caulen_40_240
Caulen_g5896.t1	Caulen_40_241
Caulen_g5897.t1	Caulen_40_242
Caulen_g5898.t1	Caulen_40_243
Caulen_g5899.t1	Caulen_40_244
Caulen_g5900.t1	Caulen_40_245
Caulen_g5901.t1	Caulen_40_246
Caulen_g5902.t1	Caulen_40_247
Caulen_g5903.t1	Caulen_40_248
Caulen_g5904.t1	Caulen_40_249
Caulen_g5905.t1	Caulen_40_250
Caulen_g5906.t1	Caulen_40_251
Caulen_g5907.t1	Caulen_40_252
Caulen_g5908.t1	Caulen_40_253
Caulen_g5909.t1	Caulen_40_254
Caulen_g5910.t1	Caulen_40_255
Caulen_g5911.t1	Caulen_40_256
Caulen_g5912.t1	Caulen_40_257
Caulen_g5913.t1	Caulen_40_258
Caulen_g5914.t1	Caulen_40_259
Caulen_g5915.t1	Caulen_40_260
Caulen_g5916.t1	Caulen_40_261
Caulen_g5917.t1	Caulen_40_262
Caulen_g5918.t1	Caulen_40_263
Caulen_g5919.t1	Caulen_40_264
Caulen_g5920.t1	Caulen_40_265
Caulen_g5921.t1	Caulen_40_266
Caulen_g5922.t1	Caulen_40_267
Caulen_g5923.t1	Caulen_40_268
Caulen_g5924.t1	Caulen_40_269
Caulen_g5925.t1	Caulen_40_270
Caulen_g5926.t1	Caulen_40_271
Caulen_g5927.t1	Caulen_40_272
Caulen_g5928.t1	Caulen_40_273
Caulen_g5929.t1	Caulen_40_274
Caulen_g5930.t1	Caulen_40_275
Caulen_g5931.t1	Caulen_40_276
Caulen_g5932.t1	Caulen_40_277
Caulen_g5933.t1	Caulen_40_278
Caulen_g5934.t1	Caulen_40_279
Caulen_g5935.t1	Caulen_40_280
Caulen_g5936.t1	Caulen_40_281
Caulen_g5937.t2	Caulen_40_282
Caulen_g5938.t2	Caulen_40_283
Caulen_g5939.t1	Caulen_40_284
Caulen_g5940.t1	Caulen_40_285
Caulen_g5941.t1	Caulen_40_286
Caulen_g5942.t1	Caulen_40_287
Caulen_g5943.t1	Caulen_40_288
Caulen_g5944.t1	Caulen_40_289
Caulen_g5945.t1	Caulen_40_290
Caulen_g5946.t1	Caulen_40_291
Caulen_g5947.t1	Caulen_40_292
Caulen_g5948.t1	Caulen_40_293
Caulen_g5949.t1	Caulen_40_294
Caulen_g5950.t1	Caulen_40_295
Caulen_g5951.t1	Caulen_40_296
Caulen_g5952.t1	Caulen_40_297
Caulen_g5953.t1	Caulen_40_298
Caulen_g5954.t1	Caulen_40_299
Caulen_g5955.t1	Caulen_40_300
Caulen_g5956.t1	Caulen_40_301
Caulen_g5957.t1	Caulen_40_302
Caulen_g5958.t1	Caulen_40_303
Caulen_g5959.t1	Caulen_40_304
Caulen_g5960.t1	Caulen_40_305
Caulen_g5961.t1	Caulen_40_306
Caulen_g5962.t1	Caulen_40_307
Caulen_g5963.t1	Caulen_40_308
Caulen_g5964.t1	Caulen_40_309
Caulen_g5965.t3	Caulen_40_310
Caulen_g5966.t1	Caulen_40_311
Caulen_g5967.t1	Caulen_40_312
Caulen_g5968.t1	Caulen_40_313
Caulen_g5969.t1	Caulen_40_314
Caulen_g5970.t1	Caulen_40_315
Caulen_g5971.t1	Caulen_40_316
Caulen_g5972.t1	Caulen_40_317
Caulen_g5973.t1	Caulen_40_318
Caulen_g5974.t1	Caulen_40_319
Caulen_g5975.t1	Caulen_40_320
Caulen_g5976.t1	Caulen_40_321
Caulen_g5977.t1	Caulen_40_322
Caulen_g5978.t1	Caulen_40_323
Caulen_g5979.t1	Caulen_40_324
Caulen_g5980.t1	Caulen_40_325
Caulen_g5981.t1	Caulen_40_326
Caulen_g5982.t1	Caulen_40_327
Caulen_g5983.t1	Caulen_40_328
Caulen_g5984.t1	Caulen_40_329
Caulen_g5985.t1	Caulen_40_330
Caulen_g5986.t1	Caulen_40_331
Caulen_g9304.t1	Caulen_41_1
Caulen_g5987.t1	Caulen_42_1
Caulen_g5988.t1	Caulen_42_2
Caulen_g5989.t1	Caulen_42_3
Caulen_g5990.t1	Caulen_42_4
Caulen_g5991.t1	Caulen_42_5
Caulen_g5992.t1	Caulen_42_6
Caulen_g5993.t1	Caulen_42_7
Caulen_g5994.t1	Caulen_42_8
Caulen_g5995.t1	Caulen_42_9
Caulen_g5996.t1	Caulen_42_10
Caulen_g5997.t1	Caulen_42_11
Caulen_g5998.t1	Caulen_42_12
Caulen_g5999.t1	Caulen_42_13
Caulen_g6000.t1	Caulen_42_14
Caulen_g6001.t1	Caulen_42_15
Caulen_g6002.t1	Caulen_42_16
Caulen_g6003.t1	Caulen_42_17
Caulen_g6004.t1	Caulen_42_18
Caulen_g6005.t1	Caulen_42_19
Caulen_g6006.t1	Caulen_42_20
Caulen_g6007.t1	Caulen_42_21
Caulen_g6008.t1	Caulen_42_22
Caulen_g6009.t1	Caulen_42_23
Caulen_g6010.t1	Caulen_42_24
Caulen_g6011.t1	Caulen_42_25
Caulen_g6012.t1	Caulen_42_26
Caulen_g6013.t2	Caulen_42_27
Caulen_g6014.t1	Caulen_42_28
Caulen_g6015.t1	Caulen_42_29
Caulen_g6016.t1	Caulen_42_30
Caulen_g6017.t1	Caulen_42_31
Caulen_g6018.t1	Caulen_42_32
Caulen_g6019.t1	Caulen_42_33
Caulen_g6020.t1	Caulen_42_34
Caulen_g6021.t1	Caulen_42_35
Caulen_g6022.t1	Caulen_42_36
Caulen_g6023.t1	Caulen_42_37
Caulen_g6024.t1	Caulen_42_38
Caulen_g6025.t1	Caulen_42_39
Caulen_g6026.t1	Caulen_42_40
Caulen_g6027.t1	Caulen_42_41
Caulen_g6028.t1	Caulen_42_42
Caulen_g6029.t1	Caulen_42_43
Caulen_g6030.t1	Caulen_42_44
Caulen_g6031.t1	Caulen_42_45
Caulen_g6032.t1	Caulen_42_46
Caulen_g6033.t1	Caulen_42_47
Caulen_g6034.t1	Caulen_42_48
Caulen_g6035.t1	Caulen_42_49
Caulen_g6036.t1	Caulen_42_50
Caulen_g6037.t2	Caulen_42_51
Caulen_g6038.t1	Caulen_42_52
Caulen_g6039.t1	Caulen_42_53
Caulen_g6040.t1	Caulen_42_54
Caulen_g6041.t1	Caulen_42_55
Caulen_g6042.t1	Caulen_42_56
Caulen_g6043.t1	Caulen_42_57
Caulen_g6044.t1	Caulen_42_58
Caulen_g6045.t1	Caulen_42_59
Caulen_g6046.t1	Caulen_42_60
Caulen_g6047.t1	Caulen_42_61
Caulen_g6048.t1	Caulen_42_62
Caulen_g6049.t1	Caulen_42_63
Caulen_g6050.t1	Caulen_42_64
Caulen_g6051.t1	Caulen_42_65
Caulen_g6052.t1	Caulen_42_66
Caulen_g6053.t1	Caulen_42_67
Caulen_g6054.t1	Caulen_42_68
Caulen_g6055.t1	Caulen_42_69
Caulen_g6056.t1	Caulen_42_70
Caulen_g6057.t1	Caulen_42_71
Caulen_g6058.t1	Caulen_42_72
Caulen_g6059.t1	Caulen_42_73
Caulen_g6060.t1	Caulen_42_74
Caulen_g6061.t1	Caulen_42_75
Caulen_g6062.t1	Caulen_42_76
Caulen_g6063.t1	Caulen_42_77
Caulen_g6064.t1	Caulen_42_78
Caulen_g6065.t1	Caulen_42_79
Caulen_g6066.t1	Caulen_42_80
Caulen_g6067.t2	Caulen_42_81
Caulen_g6068.t1	Caulen_42_82
Caulen_g6069.t1	Caulen_42_83
Caulen_g6070.t1	Caulen_42_84
Caulen_g6071.t1	Caulen_42_85
Caulen_g6072.t1	Caulen_42_86
Caulen_g6073.t1	Caulen_42_87
Caulen_g6074.t1	Caulen_42_88
Caulen_g6075.t1	Caulen_42_89
Caulen_g6076.t1	Caulen_42_90
Caulen_g6077.t1	Caulen_42_91
Caulen_g6078.t1	Caulen_42_92
Caulen_g6079.t1	Caulen_42_93
Caulen_g6080.t1	Caulen_42_94
Caulen_g6081.t1	Caulen_42_95
Caulen_g6082.t1	Caulen_42_96
Caulen_g6083.t1	Caulen_42_97
Caulen_g6084.t1	Caulen_42_98
Caulen_g6085.t1	Caulen_42_99
Caulen_g6086.t1	Caulen_42_100
Caulen_g6087.t1	Caulen_42_101
Caulen_g6088.t1	Caulen_42_102
Caulen_g6089.t1	Caulen_42_103
Caulen_g6090.t1	Caulen_42_104
Caulen_g6091.t1	Caulen_42_105
Caulen_g6092.t1	Caulen_42_106
Caulen_g6093.t1	Caulen_42_107
Caulen_g6094.t1	Caulen_42_108
Caulen_g6095.t1	Caulen_42_109
Caulen_g6096.t1	Caulen_42_110
Caulen_g6097.t1	Caulen_42_111
Caulen_g6098.t1	Caulen_42_112
Caulen_g6099.t1	Caulen_42_113
Caulen_g6100.t1	Caulen_42_114
Caulen_g6101.t1	Caulen_42_115
Caulen_g6102.t1	Caulen_42_116
Caulen_g6103.t1	Caulen_42_117
Caulen_g6104.t1	Caulen_42_118
Caulen_g6105.t1	Caulen_42_119
Caulen_g6106.t1	Caulen_42_120
Caulen_g6107.t1	Caulen_42_121
Caulen_g6108.t1	Caulen_42_122
Caulen_g6109.t1	Caulen_42_123
Caulen_g6110.t1	Caulen_42_124
Caulen_g6111.t1	Caulen_42_125
Caulen_g6112.t1	Caulen_42_126
Caulen_g6113.t1	Caulen_42_127
Caulen_g6114.t1	Caulen_42_128
Caulen_g6115.t1	Caulen_42_129
Caulen_g6116.t1	Caulen_42_130
Caulen_g6117.t1	Caulen_42_131
Caulen_g6118.t1	Caulen_42_132
Caulen_g6119.t2	Caulen_42_133
Caulen_g6120.t1	Caulen_42_134
Caulen_g6121.t1	Caulen_42_135
Caulen_g6122.t1	Caulen_42_136
Caulen_g6123.t1	Caulen_42_137
Caulen_g6124.t1	Caulen_42_138
Caulen_g6125.t1	Caulen_42_139
Caulen_g6126.t1	Caulen_42_140
Caulen_g6127.t1	Caulen_42_141
Caulen_g6128.t1	Caulen_42_142
Caulen_g6129.t1	Caulen_42_143
Caulen_g6130.t1	Caulen_42_144
Caulen_g6131.t1	Caulen_42_145
Caulen_g6132.t1	Caulen_42_146
Caulen_g6133.t1	Caulen_42_147
Caulen_g6134.t1	Caulen_42_148
Caulen_g6135.t1	Caulen_42_149
Caulen_g6136.t1	Caulen_42_150
Caulen_g6137.t1	Caulen_42_151
Caulen_g6138.t1	Caulen_42_152
Caulen_g6139.t1	Caulen_42_153
Caulen_g6140.t1	Caulen_42_154
Caulen_g6141.t1	Caulen_42_155
Caulen_g6142.t1	Caulen_42_156
Caulen_g6143.t1	Caulen_42_157
Caulen_g6144.t1	Caulen_42_158
Caulen_g6145.t1	Caulen_42_159
Caulen_g6146.t1	Caulen_42_160
Caulen_g6147.t1	Caulen_42_161
Caulen_g6148.t1	Caulen_42_162
Caulen_g6149.t1	Caulen_42_163
Caulen_g6150.t1	Caulen_42_164
Caulen_g6151.t1	Caulen_42_165
Caulen_g6152.t1	Caulen_42_166
Caulen_g6153.t1	Caulen_42_167
Caulen_g6154.t1	Caulen_42_168
Caulen_g6155.t1	Caulen_42_169
Caulen_g6156.t1	Caulen_42_170
Caulen_g6157.t1	Caulen_42_171
Caulen_g6158.t1	Caulen_42_172
Caulen_g6159.t1	Caulen_42_173
Caulen_g6160.t1	Caulen_42_174
Caulen_g6161.t1	Caulen_42_175
Caulen_g6162.t1	Caulen_42_176
Caulen_g6163.t1	Caulen_42_177
Caulen_g6164.t1	Caulen_42_178
Caulen_g6165.t1	Caulen_42_179
Caulen_g6166.t1	Caulen_42_180
Caulen_g6167.t1	Caulen_42_181
Caulen_g6168.t1	Caulen_42_182
Caulen_g6169.t1	Caulen_42_183
Caulen_g6170.t1	Caulen_42_184
Caulen_g6171.t1	Caulen_42_185
Caulen_g6172.t1	Caulen_42_186
Caulen_g6173.t1	Caulen_42_187
Caulen_g6174.t1	Caulen_42_188
Caulen_g6175.t1	Caulen_42_189
Caulen_g6176.t1	Caulen_42_190
Caulen_g6177.t1	Caulen_42_191
Caulen_g6178.t1	Caulen_42_192
Caulen_g6179.t1	Caulen_42_193
Caulen_g6180.t1	Caulen_42_194
Caulen_g6181.t1	Caulen_42_195
Caulen_g6182.t1	Caulen_42_196
Caulen_g6183.t1	Caulen_42_197
Caulen_g6184.t1	Caulen_42_198
Caulen_g6185.t1	Caulen_42_199
Caulen_g6186.t1	Caulen_42_200
Caulen_g6187.t1	Caulen_42_201
Caulen_g6188.t1	Caulen_42_202
Caulen_g6189.t1	Caulen_42_203
Caulen_g6190.t1	Caulen_42_204
Caulen_g6191.t1	Caulen_42_205
Caulen_g6192.t1	Caulen_42_206
Caulen_g6193.t1	Caulen_42_207
Caulen_g6194.t1	Caulen_42_208
Caulen_g6195.t1	Caulen_42_209
Caulen_g6196.t1	Caulen_42_210
Caulen_g6197.t1	Caulen_42_211
Caulen_g6198.t1	Caulen_42_212
Caulen_g6199.t1	Caulen_42_213
Caulen_g6200.t1	Caulen_42_214
Caulen_g6201.t1	Caulen_42_215
Caulen_g6202.t1	Caulen_42_216
Caulen_g6203.t1	Caulen_42_217
Caulen_g6204.t1	Caulen_42_218
Caulen_g6205.t1	Caulen_42_219
Caulen_g6206.t1	Caulen_42_220
Caulen_g6207.t1	Caulen_42_221
Caulen_g6208.t1	Caulen_42_222
Caulen_g6209.t1	Caulen_42_223
Caulen_g6210.t1	Caulen_42_224
Caulen_g6211.t1	Caulen_42_225
Caulen_g6212.t2	Caulen_42_226
Caulen_g6213.t1	Caulen_42_227
Caulen_g6214.t1	Caulen_42_228
Caulen_g6215.t1	Caulen_42_229
Caulen_g6216.t1	Caulen_42_230
Caulen_g6217.t1	Caulen_42_231
Caulen_g6218.t1	Caulen_42_232
Caulen_g6219.t1	Caulen_42_233
Caulen_g6220.t1	Caulen_42_234
Caulen_g6221.t1	Caulen_42_235
Caulen_g6222.t1	Caulen_42_236
Caulen_g6223.t1	Caulen_42_237
Caulen_g6224.t1	Caulen_42_238
Caulen_g6225.t1	Caulen_42_239
Caulen_g6226.t1	Caulen_42_240
Caulen_g6227.t1	Caulen_42_241
Caulen_g6228.t1	Caulen_42_242
Caulen_g6229.t1	Caulen_42_243
Caulen_g6230.t1	Caulen_42_244
Caulen_g6231.t1	Caulen_42_245
Caulen_g6232.t1	Caulen_42_246
Caulen_g6233.t1	Caulen_42_247
Caulen_g6234.t1	Caulen_42_248
Caulen_g6235.t1	Caulen_42_249
Caulen_g6236.t1	Caulen_42_250
Caulen_g6237.t1	Caulen_42_251
Caulen_g6238.t1	Caulen_42_252
Caulen_g6239.t1	Caulen_42_253
Caulen_g6240.t1	Caulen_42_254
Caulen_g6241.t1	Caulen_42_255
Caulen_g6242.t1	Caulen_42_256
Caulen_g6243.t1	Caulen_42_257
Caulen_g6244.t1	Caulen_42_258
Caulen_g6245.t1	Caulen_42_259
Caulen_g6246.t1	Caulen_42_260
Caulen_g6247.t1	Caulen_42_261
Caulen_g6248.t1	Caulen_42_262
Caulen_g6249.t1	Caulen_42_263
Caulen_g6250.t1	Caulen_42_264
Caulen_g6252.t1	Caulen_42_265
Caulen_g6251.t1	Caulen_42_266
Caulen_g6253.t1	Caulen_42_267
Caulen_g6254.t1	Caulen_42_268
Caulen_g6255.t1	Caulen_42_269
Caulen_g6256.t1	Caulen_42_270
Caulen_g6257.t1	Caulen_42_271
Caulen_g6258.t1	Caulen_42_272
Caulen_g6259.t1	Caulen_42_273
Caulen_g6260.t1	Caulen_42_274
Caulen_g6261.t1	Caulen_42_275
Caulen_g6262.t1	Caulen_42_276
Caulen_g6263.t1	Caulen_42_277
Caulen_g6264.t1	Caulen_42_278
Caulen_g6265.t1	Caulen_42_279
Caulen_g6266.t1	Caulen_42_280
Caulen_g6267.t1	Caulen_42_281
Caulen_g6268.t1	Caulen_42_282
Caulen_g6269.t1	Caulen_42_283
Caulen_g6270.t1	Caulen_42_284
Caulen_g6271.t1	Caulen_42_285
Caulen_g6272.t1	Caulen_42_286
Caulen_g9305.t1	Caulen_43_1
Caulen_g9306.t1	Caulen_44_1
Caulen_g6273.t1	Caulen_45_1
Caulen_g6274.t1	Caulen_45_2
Caulen_g6275.t1	Caulen_45_3
Caulen_g6276.t1	Caulen_45_4
Caulen_g6277.t1	Caulen_45_5
Caulen_g6278.t1	Caulen_45_6
Caulen_g6279.t1	Caulen_45_7
Caulen_g6280.t1	Caulen_45_8
Caulen_g6281.t1	Caulen_45_9
Caulen_g6282.t1	Caulen_45_10
Caulen_g6283.t1	Caulen_45_11
Caulen_g6284.t1	Caulen_45_12
Caulen_g6285.t1	Caulen_45_13
Caulen_g6286.t1	Caulen_45_14
Caulen_g6287.t1	Caulen_45_15
Caulen_g6288.t1	Caulen_45_16
Caulen_g6289.t1	Caulen_45_17
Caulen_g6290.t1	Caulen_45_18
Caulen_g6291.t1	Caulen_45_19
Caulen_g6292.t1	Caulen_45_20
Caulen_g6293.t1	Caulen_45_21
Caulen_g6294.t1	Caulen_45_22
Caulen_g6295.t1	Caulen_45_23
Caulen_g6296.t1	Caulen_45_24
Caulen_g6297.t1	Caulen_45_25
Caulen_g6298.t1	Caulen_45_26
Caulen_g6299.t1	Caulen_45_27
Caulen_g6300.t1	Caulen_45_28
Caulen_g6301.t1	Caulen_45_29
Caulen_g6302.t1	Caulen_45_30
Caulen_g6303.t1	Caulen_45_31
Caulen_g6304.t1	Caulen_45_32
Caulen_g6305.t1	Caulen_45_33
Caulen_g6306.t1	Caulen_45_34
Caulen_g6307.t1	Caulen_45_35
Caulen_g6308.t1	Caulen_45_36
Caulen_g6309.t1	Caulen_45_37
Caulen_g6310.t1	Caulen_45_38
Caulen_g6311.t1	Caulen_45_39
Caulen_g6312.t1	Caulen_45_40
Caulen_g6313.t1	Caulen_45_41
Caulen_g6314.t1	Caulen_45_42
Caulen_g6315.t1	Caulen_45_43
Caulen_g6316.t1	Caulen_45_44
Caulen_g6317.t1	Caulen_45_45
Caulen_g6318.t1	Caulen_45_46
Caulen_g6319.t1	Caulen_45_47
Caulen_g6320.t1	Caulen_45_48
