Phatri_Phatr3_J31400.t1	Phatri_1_1
Phatri_Phatr3_EG00900.t1	Phatri_5_134
Phatri_Phatr3_J47316.t1	Phatri_5_135
Phatri_Phatr3_J37492.t1	Phatri_5_136
Phatri_Phatr3_J37493.t1	Phatri_5_137
Phatri_Phatr3_J13855.t1	Phatri_5_138
Phatri_Phatr3_J28652.t1	Phatri_5_139
Phatri_Phatr3_J3295.t1	Phatri_5_140
Phatri_Phatr3_EG02018.t1	Phatri_5_141
Phatri_Phatr3_EG02021.t1	Phatri_5_142
Phatri_Phatr3_EG00929.t1	Phatri_5_143
Phatri_Phatr3_J8461.t1	Phatri_5_144
Phatri_Phatr3_J47322.t1	Phatri_5_145
Phatri_Phatr3_J47323.t1	Phatri_5_146
Phatri_Phatr3_EG00899.t1	Phatri_5_147
Phatri_Phatr3_J47324.t1	Phatri_5_148
Phatri_Phatr3_J47325.t1	Phatri_5_149
Phatri_Phatr3_J47326.t1	Phatri_5_150
Phatri_Phatr3_J47327.t1	Phatri_5_151
Phatri_Phatr3_J47328.t1	Phatri_5_152
Phatri_Phatr3_J47329.t1	Phatri_5_153
Phatri_Phatr3_EG00886.t1	Phatri_5_154
Phatri_Phatr3_J47331.t1	Phatri_5_155
Phatri_Phatr3_J37509.t1	Phatri_5_156
Phatri_Phatr3_J47332.t1	Phatri_5_157
Phatri_Phatr3_EG00924.t1	Phatri_5_158
Phatri_Phatr3_J47334.t1	Phatri_5_159
Phatri_Phatr3_J47335.t1	Phatri_5_160
Phatri_Phatr3_J37514.t1	Phatri_5_161
Phatri_Phatr3_J47336.t1	Phatri_5_162
Phatri_Phatr3_J47337.t1	Phatri_5_163
Phatri_Phatr3_J47338.t1	Phatri_5_164
Phatri_Phatr3_J42126.t1	Phatri_5_165
Phatri_Phatr3_J37519.t1	Phatri_5_166
Phatri_Phatr3_J37520.t1	Phatri_5_167
Phatri_Phatr3_J37521.t1	Phatri_5_168
Phatri_Phatr3_J52208.t1	Phatri_5_169
Phatri_Phatr3_EG02302.t1	Phatri_5_170
Phatri_Phatr3_J37525.t1	Phatri_5_171
Phatri_Phatr3_J47341.t1	Phatri_5_172
Phatri_Phatr3_EG00932.t1	Phatri_5_173
Phatri_Phatr3_J21535.t1	Phatri_5_174
Phatri_Phatr3_J54726.t1	Phatri_5_175
Phatri_Phatr3_J47345.t1	Phatri_5_176
Phatri_Phatr3_J47346.t1	Phatri_5_177
Phatri_Phatr3_EG00905.t1	Phatri_5_178
Phatri_Phatr3_J37532.t1	Phatri_5_179
Phatri_Phatr3_J37533.t1	Phatri_5_180
Phatri_Phatr3_J47347.t1	Phatri_5_181
Phatri_Phatr3_J47348.t1	Phatri_5_182
Phatri_Phatr3_J47349.t1	Phatri_5_183
Phatri_Phatr3_J47350.t1	Phatri_5_184
Phatri_Phatr3_J47351.t1	Phatri_5_185
Phatri_Phatr3_J47352.t1	Phatri_5_186
Phatri_Phatr3_J47353.t1	Phatri_5_187
Phatri_Phatr3_J21538.t1	Phatri_5_188
Phatri_Phatr3_EG00873.t1	Phatri_5_189
Phatri_Phatr3_J42129.t1	Phatri_5_190
Phatri_Phatr3_J37543.t1	Phatri_5_191
Phatri_Phatr3_J47357.t1	Phatri_5_192
Phatri_Phatr3_J37545.t1	Phatri_5_193
Phatri_Phatr3_J47358.t1	Phatri_5_194
Phatri_Phatr3_J37547.t1	Phatri_5_195
Phatri_Phatr3_J47359.t1	Phatri_5_196
Phatri_Phatr3_J37549.t1	Phatri_5_197
Phatri_Phatr3_J47360.t1	Phatri_5_198
Phatri_Phatr3_J47361.t1	Phatri_5_199
Phatri_Phatr3_J21543.t1	Phatri_5_200
Phatri_Phatr3_J47363.t1	Phatri_5_201
Phatri_Phatr3_J13897.t1	Phatri_5_202
Phatri_Phatr3_J47364.t1	Phatri_5_203
Phatri_Phatr3_J37556.t1	Phatri_5_204
Phatri_Phatr3_J47365.t1	Phatri_5_205
Phatri_Phatr3_J21548.t1	Phatri_5_206
Phatri_Phatr3_J47367.t1	Phatri_5_207
Phatri_Phatr3_J13921.t1	Phatri_5_208
Phatri_Phatr3_J2037.t1	Phatri_5_209
Phatri_Phatr3_J47369.t1	Phatri_5_210
Phatri_Phatr3_EG00877.t1	Phatri_5_211
Phatri_Phatr3_J37562.t1	Phatri_5_212
Phatri_Phatr3_J47370.t1	Phatri_5_213
Phatri_Phatr3_J47371.t1	Phatri_5_214
Phatri_Phatr3_EG00931.t1	Phatri_5_215
Phatri_Phatr3_J14003.t1	Phatri_5_216
Phatri_Phatr3_J47373.t1	Phatri_5_217
Phatri_Phatr3_J37567.t1	Phatri_5_218
Phatri_Phatr3_J47374.t1	Phatri_5_219
Phatri_Phatr3_J37569.t1	Phatri_5_220
Phatri_Phatr3_EG00920.t1	Phatri_5_221
Phatri_Phatr3_EG00940.t1	Phatri_5_222
Phatri_Phatr3_J21557.t1	Phatri_5_223
Phatri_Phatr3_J37571.t1	Phatri_5_224
Phatri_Phatr3_J37572.t1	Phatri_5_225
Phatri_Phatr3_J28684.t1	Phatri_5_226
Phatri_Phatr3_EG00926.t1	Phatri_5_227
Phatri_Phatr3_J37575.t1	Phatri_5_228
Phatri_Phatr3_J47378.t1	Phatri_5_229
Phatri_Phatr3_J51058.t1	Phatri_5_230
Phatri_Phatr3_J37578.t1	Phatri_5_231
Phatri_Phatr3_EG00870.t1	Phatri_5_232
Phatri_Phatr3_EG00907.t1	Phatri_5_233
Phatri_Phatr3_J37579.t1	Phatri_5_234
Phatri_Phatr3_EG00934.t1	Phatri_5_235
Phatri_Phatr3_J37580.t1	Phatri_5_236
Phatri_Phatr3_EG00871.t1	Phatri_5_237
Phatri_Phatr3_J28689.t1	Phatri_5_238
Phatri_Phatr3_J28694.t1	Phatri_5_239
Phatri_Phatr3_J37583.t1	Phatri_5_240
Phatri_Phatr3_J47382.t1	Phatri_5_241
Phatri_Phatr3_J37585.t1	Phatri_5_242
Phatri_Phatr3_J47383.t1	Phatri_5_243
Phatri_Phatr3_EG02515.t1	Phatri_5_244
Phatri_Phatr3_J37588.t1	Phatri_5_245
Phatri_Phatr3_J14068.t1	Phatri_5_246
Phatri_Phatr3_J37590.t1	Phatri_5_247
Phatri_Phatr3_EG02517.t1	Phatri_5_248
Phatri_Phatr3_J47387.t1	Phatri_5_249
Phatri_Phatr3_EG02522.t1	Phatri_5_250
Phatri_Phatr3_J47389.t1	Phatri_5_251
Phatri_Phatr3_J37595.t1	Phatri_5_252
Phatri_Phatr3_EG00880.t1	Phatri_5_253
Phatri_Phatr3_J37596.t1	Phatri_5_254
Phatri_Phatr3_J47390.t1	Phatri_5_255
Phatri_Phatr3_J14032.t1	Phatri_5_256
Phatri_Phatr3_J47392.t1	Phatri_5_257
Phatri_Phatr3_J47393.t1	Phatri_5_258
Phatri_Phatr3_J54731.t1	Phatri_5_259
Phatri_Phatr3_J37602.t1	Phatri_5_260
Phatri_Phatr3_J47395.t1	Phatri_5_261
Phatri_Phatr3_EG00897.t1	Phatri_5_262
Phatri_Phatr3_J13890.t1	Phatri_5_263
Phatri_Phatr3_J47396.t1	Phatri_5_264
Phatri_Phatr3_J47397.t1	Phatri_5_265
Phatri_Phatr3_J47398.t1	Phatri_5_266
Phatri_Phatr3_J37608.t1	Phatri_5_267
Phatri_Phatr3_J47400.t1	Phatri_5_268
Phatri_Phatr3_J47401.t1	Phatri_5_269
Phatri_Phatr3_J47402.t1	Phatri_5_270
Phatri_Phatr3_J47403.t1	Phatri_5_271
Phatri_Phatr3_EG00943.t1	Phatri_5_272
Phatri_Phatr3_J47404.t1	Phatri_5_273
Phatri_Phatr3_J6076.t1	Phatri_5_274
Phatri_Phatr3_J37615.t1	Phatri_5_275
Phatri_Phatr3_EG00902.t1	Phatri_5_276
Phatri_Phatr3_J47406.t1	Phatri_5_277
Phatri_Phatr3_J47407.t1	Phatri_5_278
Phatri_Phatr3_J47408.t1	Phatri_5_279
Phatri_Phatr3_J21592.t1	Phatri_5_280
Phatri_Phatr3_J47410.t1	Phatri_5_281
Phatri_Phatr3_J14067.t1	Phatri_5_282
Phatri_Phatr3_J47412.t1	Phatri_5_283
Phatri_Phatr3_J13895.t1	Phatri_5_284
Phatri_Phatr3_J14090.t1	Phatri_5_285
Phatri_Phatr3_J28723.t1	Phatri_5_286
Phatri_Phatr3_J52223.t1	Phatri_5_287
Phatri_Phatr3_J47416.t1	Phatri_5_288
Phatri_Phatr3_J47417.t1	Phatri_5_289
Phatri_Phatr3_J47418.t1	Phatri_5_290
Phatri_Phatr3_EG00923.t1	Phatri_5_291
Phatri_Phatr3_J28730.t1	Phatri_5_292
Phatri_Phatr3_J37632.t1	Phatri_5_293
Phatri_Phatr3_J47420.t1	Phatri_5_294
Phatri_Phatr3_J21608.t1	Phatri_5_295
Phatri_Phatr3_J47422.t1	Phatri_5_296
Phatri_Phatr3_J37636.t1	Phatri_5_297
Phatri_Phatr3_J47423.t1	Phatri_5_298
Phatri_Phatr3_J13994.t1	Phatri_5_299
Phatri_Phatr3_J54738.t1	Phatri_5_300
Phatri_Phatr3_J47425.t1	Phatri_5_301
Phatri_Phatr3_J47426.t1	Phatri_5_302
Phatri_Phatr3_EG00945.t1	Phatri_5_303
Phatri_Phatr3_J28737.t1	Phatri_5_304
Phatri_Phatr3_J47428.t1	Phatri_5_305
Phatri_Phatr3_J28743.t1	Phatri_5_306
Phatri_Phatr3_J47430.t1	Phatri_5_307
Phatri_Phatr3_J47431.t1	Phatri_5_308
Phatri_Phatr3_J47432.t1	Phatri_5_309
Phatri_Phatr3_J37648.t1	Phatri_5_310
Phatri_Phatr3_J47434.t1	Phatri_5_311
Phatri_Phatr3_J3267.t1	Phatri_5_312
Phatri_Phatr3_J47436.t1	Phatri_5_313
Phatri_Phatr3_J37652.t1	Phatri_5_314
Phatri_Phatr3_J2394.t1	Phatri_5_315
Phatri_Phatr3_J47439.t1	Phatri_5_316
Phatri_Phatr3_J37655.t1	Phatri_5_317
Phatri_Phatr3_J54743.t1	Phatri_5_318
Phatri_Phatr3_J14149.t1	Phatri_5_319
Phatri_Phatr3_J37658.t1	Phatri_5_320
Phatri_Phatr3_J37659.t1	Phatri_5_321
Phatri_Phatr3_EG02015.t1	Phatri_5_322
Phatri_Phatr3_EG02013.t1	Phatri_5_323
Phatri_Phatr3_J14096.t1	Phatri_5_324
Phatri_Phatr3_J47445.t1	Phatri_5_325
Phatri_Phatr3_J47446.t1	Phatri_5_326
Phatri_Phatr3_J47447.t1	Phatri_5_327
Phatri_Phatr3_J47448.t1	Phatri_5_328
Phatri_Phatr3_J47449.t1	Phatri_5_329
Phatri_Phatr3_J37667.t1	Phatri_5_330
Phatri_Phatr3_EG00875.t1	Phatri_5_331
Phatri_Phatr3_J14064.t1	Phatri_5_332
Phatri_Phatr3_J13987.t1	Phatri_5_333
Phatri_Phatr3_J37671.t1	Phatri_5_334
Phatri_Phatr3_J47453.t1	Phatri_5_335
Phatri_Phatr3_EG00912.t1	Phatri_5_336
Phatri_Phatr3_J37674.t1	Phatri_5_337
Phatri_Phatr3_J6789.t1	Phatri_5_338
Phatri_Phatr3_EG02012.t1	Phatri_5_339
Phatri_Phatr3_EG02014.t1	Phatri_5_340
Phatri_Phatr3_J47458.t1	Phatri_5_341
Phatri_Phatr3_J14138.t1	Phatri_5_342
Phatri_Phatr3_J13975.t1	Phatri_5_343
Phatri_Phatr3_J13922.t1	Phatri_5_344
Phatri_Phatr3_J37681.t1	Phatri_5_345
Phatri_Phatr3_EG00882.t1	Phatri_5_346
Phatri_Phatr3_J47461.t1	Phatri_5_347
Phatri_Phatr3_EG00887.t1	Phatri_5_348
Phatri_Phatr3_EG00942.t1	Phatri_5_349
Phatri_Phatr3_J47462.t1	Phatri_5_350
Phatri_Phatr3_EG00889.t1	Phatri_5_351
Phatri_Phatr3_J13931.t1	Phatri_5_352
Phatri_Phatr3_J47463.t1	Phatri_5_353
Phatri_Phatr3_EG00890.t1	Phatri_5_354
Phatri_Phatr3_EG00869.t1	Phatri_5_355
Phatri_Phatr3_EG00911.t1	Phatri_5_356
Phatri_Phatr3_J51066.t1	Phatri_5_357
Phatri_Phatr3_J47465.t1	Phatri_5_358
Phatri_Phatr3_J37687.t1	Phatri_5_359
Phatri_Phatr3_J21659.t1	Phatri_5_360
Phatri_Phatr3_J37689.t1	Phatri_5_361
Phatri_Phatr3_J47467.t1	Phatri_5_362
Phatri_Phatr3_EG02304.t1	Phatri_5_363
Phatri_Phatr3_EG00930.t1	Phatri_5_364
Phatri_Phatr3_J47471.t1	Phatri_5_365
Phatri_Phatr3_J47472.t1	Phatri_5_366
Phatri_Phatr3_EG02521.t1	Phatri_5_367
Phatri_Phatr3_EG02516.t1	Phatri_5_368
Phatri_Phatr3_EG02518.t1	Phatri_5_369
Phatri_Phatr3_EG02523.t1	Phatri_5_370
Phatri_Phatr3_J21664.t1	Phatri_5_371
Phatri_Phatr3_J21667.t1	Phatri_5_372
Phatri_Phatr3_J37703.t1	Phatri_5_373
Phatri_Phatr3_J28794.t1	Phatri_5_374
Phatri_Phatr3_J28797.t1	Phatri_5_375
Phatri_Phatr3_J47483.t1	Phatri_5_376
Phatri_Phatr3_J47484.t1	Phatri_5_377
Phatri_Phatr3_J13877.t1	Phatri_5_378
Phatri_Phatr3_J13894.t1	Phatri_5_379
Phatri_Phatr3_J14054.t1	Phatri_5_380
Phatri_Phatr3_J37711.t1	Phatri_5_381
Phatri_Phatr3_J47489.t1	Phatri_5_382
Phatri_Phatr3_J21682.t1	Phatri_5_383
Phatri_Phatr3_J37714.t1	Phatri_5_384
Phatri_Phatr3_J47491.t1	Phatri_5_385
Phatri_Phatr3_EG00935.t1	Phatri_5_386
Phatri_Phatr3_J47492.t1	Phatri_5_387
Phatri_Phatr3_J54748.t1	Phatri_5_388
Phatri_Phatr3_J47494.t1	Phatri_5_389
Phatri_Phatr3_EG00927.t1	Phatri_5_390
Phatri_Phatr3_J37719.t1	Phatri_5_391
Phatri_Phatr3_J47495.t1	Phatri_5_392
Phatri_Phatr3_J8111.t1	Phatri_5_393
Phatri_Phatr3_EG00906.t1	Phatri_5_394
Phatri_Phatr3_J47496.t1	Phatri_5_395
Phatri_Phatr3_J47497.t1	Phatri_5_396
Phatri_Phatr3_J37723.t1	Phatri_5_397
Phatri_Phatr3_J47498.t1	Phatri_5_398
Phatri_Phatr3_J1199.t1	Phatri_5_399
Phatri_Phatr3_J13864.t1	Phatri_5_400
Phatri_Phatr3_EG00939.t1	Phatri_5_401
Phatri_Phatr3_EG00892.t1	Phatri_5_402
Phatri_Phatr3_J54749.t1	Phatri_5_403
Phatri_Phatr3_J37726.t1	Phatri_5_404
Phatri_Phatr3_J37727.t1	Phatri_5_405
Phatri_Phatr3_EG00878.t1	Phatri_5_406
Phatri_Phatr3_J28818.t1	Phatri_5_407
Phatri_Phatr3_J1457.t1	Phatri_5_408
Phatri_Phatr3_J47502.t1	Phatri_5_409
Phatri_Phatr3_EG02300.t1	Phatri_5_410
Phatri_Phatr3_J47504.t1	Phatri_5_411
Phatri_Phatr3_J37734.t1	Phatri_5_412
Phatri_Phatr3_J47505.t1	Phatri_5_413
Phatri_Phatr3_J54751.t1	Phatri_5_414
Phatri_Phatr3_J14084.t1	Phatri_5_415
Phatri_Phatr3_J37738.t1	Phatri_5_416
Phatri_Phatr3_J13944.t1	Phatri_5_417
Phatri_Phatr3_J37740.t1	Phatri_5_418
Phatri_Phatr3_J13856.t1	Phatri_5_419
Phatri_Phatr3_J28833.t1	Phatri_5_420
Phatri_Phatr3_J37743.t1	Phatri_5_421
Phatri_Phatr3_J47510.t1	Phatri_5_422
Phatri_Phatr3_J28841.t1	Phatri_5_423
Phatri_Phatr3_J47512.t1	Phatri_5_424
Phatri_Phatr3_J47513.t1	Phatri_5_425
Phatri_Phatr3_J47514.t1	Phatri_5_426
Phatri_Phatr3_J37749.t1	Phatri_5_427
Phatri_Phatr3_J47516.t1	Phatri_5_428
Phatri_Phatr3_J37751.t1	Phatri_5_429
Phatri_Phatr3_J47517.t1	Phatri_5_430
Phatri_Phatr3_J47518.t1	Phatri_5_431
Phatri_Phatr3_EG00941.t1	Phatri_5_432
Phatri_Phatr3_J47520.t1	Phatri_5_433
Phatri_Phatr3_J37756.t1	Phatri_5_434
Phatri_Phatr3_J47521.t1	Phatri_5_435
Phatri_Phatr3_J37758.t1	Phatri_5_436
Phatri_Phatr3_EG00631.t1	Phatri_6_1
Phatri_Phatr3_EG00632.t1	Phatri_6_2
Phatri_Phatr3_J54754.t1	Phatri_6_3
Phatri_Phatr3_J47523.t1	Phatri_6_4
Phatri_Phatr3_J37761.t1	Phatri_6_5
Phatri_Phatr3_J47524.t1	Phatri_6_6
Phatri_Phatr3_EG00649.t1	Phatri_6_7
Phatri_Phatr3_J47526.t1	Phatri_6_8
Phatri_Phatr3_J37765.t1	Phatri_6_9
Phatri_Phatr3_J14339.t1	Phatri_6_10
Phatri_Phatr3_J47528.t1	Phatri_6_11
Phatri_Phatr3_J47529.t1	Phatri_6_12
Phatri_Phatr3_J37769.t1	Phatri_6_13
Phatri_Phatr3_J47530.t1	Phatri_6_14
Phatri_Phatr3_J47531.t1	Phatri_6_15
Phatri_Phatr3_J54756.t1	Phatri_6_16
Phatri_Phatr3_J47533.t1	Phatri_6_17
Phatri_Phatr3_J37774.t1	Phatri_6_18
Phatri_Phatr3_J47534.t1	Phatri_6_19
Phatri_Phatr3_J47535.t1	Phatri_6_20
Phatri_Phatr3_J47536.t1	Phatri_6_21
Phatri_Phatr3_EG02277.t1	Phatri_6_22
Phatri_Phatr3_J47538.t1	Phatri_6_23
Phatri_Phatr3_EG00645.t1	Phatri_6_24
Phatri_Phatr3_EG00624.t1	Phatri_6_25
Phatri_Phatr3_J52248.t1	Phatri_6_26
Phatri_Phatr3_J47541.t1	Phatri_6_27
Phatri_Phatr3_J47542.t1	Phatri_6_28
Phatri_Phatr3_J47543.t1	Phatri_6_29
Phatri_Phatr3_J47544.t1	Phatri_6_30
Phatri_Phatr3_J37787.t1	Phatri_6_31
Phatri_Phatr3_J47545.t1	Phatri_6_32
Phatri_Phatr3_J47546.t1	Phatri_6_33
Phatri_Phatr3_J47547.t1	Phatri_6_34
Phatri_Phatr3_J47548.t1	Phatri_6_35
Phatri_Phatr3_J37792.t1	Phatri_6_36
Phatri_Phatr3_J37793.t1	Phatri_6_37
Phatri_Phatr3_J47550.t1	Phatri_6_38
Phatri_Phatr3_J14208.t1	Phatri_6_39
Phatri_Phatr3_J47552.t1	Phatri_6_40
Phatri_Phatr3_J47553.t1	Phatri_6_41
Phatri_Phatr3_J54760.t1	Phatri_6_42
Phatri_Phatr3_J47555.t1	Phatri_6_43
Phatri_Phatr3_EG00630.t1	Phatri_6_44
Phatri_Phatr3_J2087.t1	Phatri_6_45
Phatri_Phatr3_EG02272.t1	Phatri_6_46
Phatri_Phatr3_EG02274.t1	Phatri_6_47
Phatri_Phatr3_J47560.t1	Phatri_6_48
Phatri_Phatr3_J47562.t1	Phatri_6_49
Phatri_Phatr3_J47563.t1	Phatri_6_50
Phatri_Phatr3_J37808.t1	Phatri_6_51
Phatri_Phatr3_J47564.t1	Phatri_6_52
Phatri_Phatr3_J47565.t1	Phatri_6_53
Phatri_Phatr3_EG02270.t1	Phatri_6_54
Phatri_Phatr3_J47567.t1	Phatri_6_55
Phatri_Phatr3_EG02273.t1	Phatri_6_56
Phatri_Phatr3_EG02276.t1	Phatri_6_57
Phatri_Phatr3_EG00637.t1	Phatri_6_58
Phatri_Phatr3_J47569.t1	Phatri_6_59
Phatri_Phatr3_EG00665.t1	Phatri_6_60
Phatri_Phatr3_J47570.t1	Phatri_6_61
Phatri_Phatr3_J47571.t1	Phatri_6_62
Phatri_Phatr3_EG00650.t1	Phatri_6_63
Phatri_Phatr3_J47572.t1	Phatri_6_64
Phatri_Phatr3_EG00646.t1	Phatri_6_65
Phatri_Phatr3_J47573.t1	Phatri_6_66
Phatri_Phatr3_J47574.t1	Phatri_6_67
Phatri_Phatr3_EG01985.t1	Phatri_6_68
Phatri_Phatr3_EG01988.t1	Phatri_6_69
Phatri_Phatr3_EG00634.t1	Phatri_6_70
Phatri_Phatr3_J47576.t1	Phatri_6_71
Phatri_Phatr3_J47577.t1	Phatri_6_72
Phatri_Phatr3_J47578.t1	Phatri_6_73
Phatri_Phatr3_J47579.t1	Phatri_6_74
Phatri_Phatr3_EG00651.t1	Phatri_6_75
Phatri_Phatr3_J21744.t1	Phatri_6_76
Phatri_Phatr3_EG00652.t1	Phatri_6_77
Phatri_Phatr3_J14380.t1	Phatri_6_78
Phatri_Phatr3_J47583.t1	Phatri_6_79
Phatri_Phatr3_EG00643.t1	Phatri_6_80
Phatri_Phatr3_J47585.t1	Phatri_6_81
Phatri_Phatr3_EG02278.t1	Phatri_6_82
Phatri_Phatr3_J37835.t1	Phatri_6_83
Phatri_Phatr3_J47588.t1	Phatri_6_84
Phatri_Phatr3_J37837.t1	Phatri_6_85
Phatri_Phatr3_J47589.t1	Phatri_6_86
Phatri_Phatr3_J47590.t1	Phatri_6_87
Phatri_Phatr3_J37840.t1	Phatri_6_88
Phatri_Phatr3_J47591.t1	Phatri_6_89
Phatri_Phatr3_J47592.t1	Phatri_6_90
Phatri_Phatr3_J37843.t1	Phatri_6_91
Phatri_Phatr3_J37844.t1	Phatri_6_92
Phatri_Phatr3_J37845.t1	Phatri_6_93
Phatri_Phatr3_EG00628.t1	Phatri_6_94
Phatri_Phatr3_EG00625.t1	Phatri_6_95
Phatri_Phatr3_J859.t1	Phatri_6_96
Phatri_Phatr3_J47593.t1	Phatri_6_97
Phatri_Phatr3_EG00638.t1	Phatri_6_98
Phatri_Phatr3_J37848.t1	Phatri_6_99
Phatri_Phatr3_J47594.t1	Phatri_6_100
Phatri_Phatr3_EG00635.t1	Phatri_6_101
Phatri_Phatr3_J47595.t1	Phatri_6_102
Phatri_Phatr3_J28874.t1	Phatri_6_103
Phatri_Phatr3_J47597.t1	Phatri_6_104
Phatri_Phatr3_J37853.t1	Phatri_6_105
Phatri_Phatr3_EG00644.t1	Phatri_6_106
Phatri_Phatr3_J47598.t1	Phatri_6_107
Phatri_Phatr3_EG00639.t1	Phatri_6_108
Phatri_Phatr3_J37855.t1	Phatri_6_109
Phatri_Phatr3_J47599.t1	Phatri_6_110
Phatri_Phatr3_J54765.t1	Phatri_6_111
Phatri_Phatr3_J37858.t1	Phatri_6_112
Phatri_Phatr3_J37859.t1	Phatri_6_113
Phatri_Phatr3_J47603.t1	Phatri_6_114
Phatri_Phatr3_J37861.t1	Phatri_6_115
Phatri_Phatr3_J28882.t1	Phatri_6_116
Phatri_Phatr3_J14180.t1	Phatri_6_117
Phatri_Phatr3_J47607.t1	Phatri_6_118
Phatri_Phatr3_J51073.t1	Phatri_6_119
Phatri_Phatr3_J14212.t1	Phatri_6_120
Phatri_Phatr3_J47610.t1	Phatri_6_121
Phatri_Phatr3_J37868.t1	Phatri_6_122
Phatri_Phatr3_J52260.t1	Phatri_6_123
Phatri_Phatr3_J47612.t1	Phatri_6_124
Phatri_Phatr3_J47613.t1	Phatri_6_125
Phatri_Phatr3_J47614.t1	Phatri_6_126
Phatri_Phatr3_J37873.t1	Phatri_6_127
Phatri_Phatr3_EG00660.t1	Phatri_6_128
Phatri_Phatr3_EG00658.t1	Phatri_6_129
Phatri_Phatr3_EG00661.t1	Phatri_6_130
Phatri_Phatr3_J47616.t1	Phatri_6_131
Phatri_Phatr3_J47617.t1	Phatri_6_132
Phatri_Phatr3_J47618.t1	Phatri_6_133
Phatri_Phatr3_J37877.t1	Phatri_6_134
Phatri_Phatr3_J47619.t1	Phatri_6_135
Phatri_Phatr3_J47620.t1	Phatri_6_136
Phatri_Phatr3_EG00647.t1	Phatri_6_137
Phatri_Phatr3_J47621.t1	Phatri_6_138
Phatri_Phatr3_EG00656.t1	Phatri_6_139
Phatri_Phatr3_J47622.t1	Phatri_6_140
Phatri_Phatr3_EG00655.t1	Phatri_6_141
Phatri_Phatr3_J47624.t1	Phatri_6_142
Phatri_Phatr3_J47625.t1	Phatri_6_143
Phatri_Phatr3_J37885.t1	Phatri_6_144
Phatri_Phatr3_J37886.t1	Phatri_6_145
Phatri_Phatr3_J47627.t1	Phatri_6_146
Phatri_Phatr3_EG00666.t1	Phatri_6_147
Phatri_Phatr3_J47628.t1	Phatri_6_148
Phatri_Phatr3_J37889.t1	Phatri_6_149
Phatri_Phatr3_EG02271.t1	Phatri_6_150
Phatri_Phatr3_J37891.t1	Phatri_6_151
Phatri_Phatr3_J37892.t1	Phatri_6_152
Phatri_Phatr3_J14191.t1	Phatri_6_153
Phatri_Phatr3_J14345.t1	Phatri_6_154
Phatri_Phatr3_J14255.t1	Phatri_6_155
Phatri_Phatr3_J6606.t1	Phatri_6_156
Phatri_Phatr3_J37898.t1	Phatri_6_157
Phatri_Phatr3_J42151.t1	Phatri_6_158
Phatri_Phatr3_J3834.t1	Phatri_6_159
Phatri_Phatr3_J21789.t1	Phatri_6_160
Phatri_Phatr3_EG00654.t1	Phatri_6_161
Phatri_Phatr3_J37902.t1	Phatri_6_162
Phatri_Phatr3_J37903.t1	Phatri_6_163
Phatri_Phatr3_J21791.t1	Phatri_6_164
Phatri_Phatr3_J54772.t1	Phatri_6_165
Phatri_Phatr3_J21794.t1	Phatri_6_166
Phatri_Phatr3_J47641.t1	Phatri_6_167
Phatri_Phatr3_EG00659.t1	Phatri_6_168
Phatri_Phatr3_EG00662.t1	Phatri_6_169
Phatri_Phatr3_J37908.t1	Phatri_6_170
Phatri_Phatr3_J14334.t1	Phatri_6_171
Phatri_Phatr3_J4956.t1	Phatri_6_172
Phatri_Phatr3_J769.t1	Phatri_6_173
Phatri_Phatr3_EG00657.t1	Phatri_6_174
Phatri_Phatr3_J14322.t1	Phatri_6_175
Phatri_Phatr3_J47647.t1	Phatri_6_176
Phatri_Phatr3_J47648.t1	Phatri_6_177
Phatri_Phatr3_J37916.t1	Phatri_6_178
Phatri_Phatr3_J47649.t1	Phatri_6_179
Phatri_Phatr3_J37918.t1	Phatri_6_180
Phatri_Phatr3_EG01987.t1	Phatri_6_181
Phatri_Phatr3_EG01986.t1	Phatri_6_182
Phatri_Phatr3_J14177.t1	Phatri_6_183
Phatri_Phatr3_J14251.t1	Phatri_6_184
Phatri_Phatr3_J14230.t1	Phatri_6_185
Phatri_Phatr3_J37922.t1	Phatri_6_186
Phatri_Phatr3_J47653.t1	Phatri_6_187
Phatri_Phatr3_EG00627.t1	Phatri_6_188
Phatri_Phatr3_J14163.t1	Phatri_6_189
Phatri_Phatr3_J28937.t1	Phatri_6_190
Phatri_Phatr3_J47655.t1	Phatri_6_191
Phatri_Phatr3_J47656.t1	Phatri_6_192
Phatri_Phatr3_J37927.t1	Phatri_6_193
Phatri_Phatr3_J47657.t1	Phatri_6_194
Phatri_Phatr3_J14294.t1	Phatri_6_195
Phatri_Phatr3_J52268.t1	Phatri_6_196
Phatri_Phatr3_J14269.t1	Phatri_6_197
Phatri_Phatr3_J14301.t1	Phatri_6_198
Phatri_Phatr3_J37932.t1	Phatri_6_199
Phatri_Phatr3_EG02513.t1	Phatri_6_200
Phatri_Phatr3_EG02514.t1	Phatri_6_201
Phatri_Phatr3_EG02512.t1	Phatri_6_202
Phatri_Phatr3_J47663.t1	Phatri_6_203
Phatri_Phatr3_J47664.t1	Phatri_6_204
Phatri_Phatr3_J47665.t1	Phatri_6_205
Phatri_Phatr3_J47666.t1	Phatri_6_206
Phatri_Phatr3_J47667.t1	Phatri_6_207
Phatri_Phatr3_EG00648.t1	Phatri_6_208
Phatri_Phatr3_J37941.t1	Phatri_6_209
Phatri_Phatr3_J47669.t1	Phatri_6_210
