Otau_gene-OstapCp01	Otau_1_1
Otau_XM_003079295.2	Otau_7_239
Otau_XM_003079296.2	Otau_7_240
Otau_XM_022984254.1	Otau_7_241
Otau_XM_003079298.2	Otau_7_242
Otau_XM_022984255.1	Otau_7_243
Otau_XM_022984256.1	Otau_7_244
Otau_XM_022984257.1	Otau_7_245
Otau_XM_022984258.1	Otau_7_246
Otau_XM_003079300.1	Otau_7_247
Otau_XM_022984259.1	Otau_7_248
Otau_XM_022984260.1	Otau_7_249
Otau_XM_003079303.1	Otau_7_250
Otau_XM_003079307.2	Otau_7_251
Otau_XM_022984261.1	Otau_7_252
Otau_XM_022984262.1	Otau_7_253
Otau_XM_022984263.1	Otau_7_254
Otau_XM_022984264.1	Otau_7_255
Otau_XM_022984266.1	Otau_7_256
Otau_XM_003079312.1	Otau_7_257
Otau_XM_022984267.1	Otau_7_258
Otau_XM_003079314.2	Otau_7_259
Otau_XM_022984268.1	Otau_7_260
Otau_XM_003079317.2	Otau_7_261
Otau_XM_003079318.2	Otau_7_262
Otau_XM_022984269.1	Otau_7_263
Otau_XM_022984270.1	Otau_7_264
Otau_XM_003079319.2	Otau_7_265
Otau_XM_022984272.1	Otau_7_266
Otau_XM_003079321.2	Otau_7_267
Otau_XM_022984273.1	Otau_7_268
Otau_XM_003079323.2	Otau_7_269
Otau_XM_003079324.2	Otau_7_270
Otau_XM_003079325.1	Otau_7_271
Otau_XM_003079326.1	Otau_7_272
Otau_XM_003079327.2	Otau_7_273
Otau_XM_022984274.1	Otau_7_274
Otau_XM_022984275.1	Otau_7_275
Otau_XM_022984276.1	Otau_7_276
Otau_XM_022984277.1	Otau_7_277
Otau_XM_003079331.2	Otau_7_278
Otau_XM_022984278.1	Otau_7_279
Otau_XM_003079333.1	Otau_7_280
Otau_XM_003079334.1	Otau_7_281
Otau_XM_003079335.1	Otau_7_282
Otau_XM_022984279.1	Otau_7_283
Otau_XM_022984280.1	Otau_7_284
Otau_XM_003079339.2	Otau_7_285
Otau_XM_003079340.1	Otau_7_286
Otau_XM_003079341.2	Otau_7_287
Otau_XM_003079342.2	Otau_7_288
Otau_XM_022984282.1	Otau_7_289
Otau_XM_003079344.2	Otau_7_290
Otau_XM_003079346.2	Otau_7_291
Otau_XM_003079347.2	Otau_7_292
Otau_XM_022984283.1	Otau_7_293
Otau_XM_003079348.1	Otau_7_294
Otau_XM_003079349.1	Otau_7_295
Otau_XM_022984285.1	Otau_7_296
Otau_XM_003079351.1	Otau_7_297
Otau_XM_003079352.1	Otau_7_298
Otau_XM_003079353.1	Otau_7_299
Otau_XM_022984286.1	Otau_7_300
Otau_XM_022984287.1	Otau_7_301
Otau_XM_003079356.1	Otau_7_302
Otau_XM_003079357.1	Otau_7_303
Otau_XM_003079358.1	Otau_7_304
Otau_XM_022984288.1	Otau_7_305
Otau_XM_022984289.1	Otau_7_306
Otau_XM_003079360.2	Otau_7_307
Otau_XM_003079361.2	Otau_7_308
Otau_XM_003079362.2	Otau_7_309
Otau_XM_022984290.1	Otau_7_310
Otau_XM_003079363.2	Otau_7_311
Otau_XM_022984291.1	Otau_7_312
Otau_XM_022984292.1	Otau_7_313
Otau_XM_003079366.2	Otau_7_314
Otau_XM_003079367.2	Otau_7_315
Otau_XM_003079368.2	Otau_7_316
Otau_XM_003079369.1	Otau_7_317
Otau_XM_022984293.1	Otau_7_318
Otau_XM_003079372.1	Otau_7_319
Otau_XM_022984294.1	Otau_7_320
Otau_XM_022984295.1	Otau_7_321
Otau_XM_003079374.2	Otau_7_322
Otau_XM_003079375.2	Otau_7_323
Otau_XM_022984296.1	Otau_7_324
Otau_XM_003079377.2	Otau_7_325
Otau_XM_022984298.1	Otau_7_326
Otau_XM_003079378.2	Otau_7_327
Otau_XM_022984299.1	Otau_7_328
Otau_XM_022984300.1	Otau_7_329
Otau_XM_003079380.2	Otau_7_330
Otau_XM_022984301.1	Otau_7_331
Otau_XM_022984302.1	Otau_7_332
Otau_XM_003079384.2	Otau_7_333
Otau_XM_022984303.1	Otau_7_334
Otau_XM_022984304.1	Otau_7_335
Otau_XM_022984306.1	Otau_7_336
Otau_XM_003079388.1	Otau_7_337
Otau_XM_003079389.1	Otau_7_338
Otau_XM_003079390.1	Otau_7_339
Otau_XM_022984307.1	Otau_7_340
Otau_XM_022984308.1	Otau_7_341
Otau_XM_003079393.1	Otau_7_342
Otau_XM_003079394.2	Otau_7_343
Otau_XM_003079395.2	Otau_7_344
Otau_XM_022984309.1	Otau_7_345
Otau_XM_003079396.2	Otau_7_346
Otau_XM_022984310.1	Otau_7_347
Otau_XM_003079398.1	Otau_7_348
Otau_XM_022984311.1	Otau_7_349
Otau_XM_003079400.1	Otau_7_350
Otau_XM_022984312.1	Otau_7_351
Otau_XM_022984313.1	Otau_7_352
Otau_XM_003079404.1	Otau_7_353
Otau_XM_003079405.1	Otau_7_354
Otau_XM_022984314.1	Otau_7_355
Otau_XM_022984316.1	Otau_7_356
Otau_XM_022984317.1	Otau_7_357
Otau_XM_003079409.2	Otau_7_358
Otau_XM_022984318.1	Otau_7_359
Otau_XM_003079411.1	Otau_7_360
Otau_XM_003079412.1	Otau_7_361
Otau_XM_003079413.1	Otau_7_362
Otau_XM_003079414.1	Otau_7_363
Otau_XM_003079415.2	Otau_7_364
Otau_XM_003079416.1	Otau_7_365
Otau_XM_003079417.1	Otau_7_366
Otau_XM_003079418.1	Otau_7_367
Otau_XM_022984319.1	Otau_7_368
Otau_XM_022984320.1	Otau_7_369
Otau_XM_022984321.1	Otau_7_370
Otau_XM_003079422.2	Otau_7_371
Otau_XM_003078701.2	Otau_7_372
Otau_XM_003079423.2	Otau_7_373
Otau_XM_003079424.1	Otau_7_374
Otau_XM_022984322.1	Otau_7_375
Otau_XM_022984323.1	Otau_7_376
Otau_XM_022984324.1	Otau_7_377
Otau_XM_003079427.2	Otau_7_378
Otau_XM_003079428.2	Otau_7_379
Otau_XM_003079429.2	Otau_7_380
Otau_XM_003079430.1	Otau_7_381
Otau_XM_003079431.1	Otau_7_382
Otau_XM_003079432.1	Otau_7_383
Otau_XM_022984325.1	Otau_7_384
Otau_XM_003079434.2	Otau_7_385
Otau_XM_003079435.1	Otau_7_386
Otau_XM_022984326.1	Otau_7_387
Otau_XM_003079437.2	Otau_7_388
Otau_XM_003079438.1	Otau_7_389
Otau_XM_003079439.1	Otau_7_390
Otau_XM_022984327.1	Otau_7_391
Otau_XM_022984328.1	Otau_7_392
Otau_XM_022984329.1	Otau_7_393
Otau_XM_022984330.1	Otau_7_394
Otau_XM_022984331.1	Otau_7_395
Otau_XM_022984333.1	Otau_7_396
Otau_XM_003079443.2	Otau_7_397
Otau_XM_003079444.1	Otau_7_398
Otau_XM_003079445.1	Otau_7_399
Otau_XM_003079446.1	Otau_7_400
Otau_XM_003079447.2	Otau_7_401
Otau_XM_022984334.1	Otau_7_402
Otau_XM_022984335.1	Otau_7_403
Otau_XM_003079450.2	Otau_7_404
Otau_XM_003079451.1	Otau_7_405
Otau_XM_022984337.1	Otau_7_406
Otau_XM_022984338.1	Otau_7_407
Otau_XM_022984339.1	Otau_7_408
Otau_XM_003079454.2	Otau_7_409
Otau_XM_022984340.1	Otau_7_410
Otau_XM_003079456.2	Otau_7_411
Otau_XM_022984341.1	Otau_7_412
Otau_XM_003079460.1	Otau_7_413
Otau_XM_022984342.1	Otau_7_414
Otau_XM_022984343.1	Otau_7_415
Otau_XM_003079464.1	Otau_7_416
Otau_XM_003079465.1	Otau_7_417
Otau_XM_022984345.1	Otau_7_418
Otau_XM_022984346.1	Otau_7_419
Otau_XM_022984347.1	Otau_7_420
Otau_XM_003079469.2	Otau_7_421
Otau_XM_003079470.2	Otau_7_422
Otau_XM_003079473.2	Otau_7_423
Otau_XM_022984348.1	Otau_7_424
Otau_XM_022984349.1	Otau_7_425
Otau_XM_003079476.2	Otau_7_426
Otau_XM_003079477.2	Otau_7_427
Otau_XM_003079478.2	Otau_7_428
Otau_XM_003079481.1	Otau_7_429
Otau_XM_022984350.1	Otau_7_430
Otau_XM_003079483.2	Otau_7_431
Otau_XM_022984351.1	Otau_7_432
Otau_XM_022984352.1	Otau_7_433
Otau_XM_022984353.1	Otau_7_434
Otau_XM_022984354.1	Otau_7_435
Otau_XM_003079488.2	Otau_7_436
Otau_XM_022984355.1	Otau_7_437
Otau_XM_003079490.2	Otau_7_438
Otau_XM_022984356.1	Otau_7_439
Otau_XM_022984357.1	Otau_7_440
Otau_XM_003079493.1	Otau_7_441
Otau_XM_003079494.2	Otau_7_442
Otau_XM_003079495.1	Otau_7_443
Otau_XM_003079496.2	Otau_7_444
Otau_XM_022984358.1	Otau_7_445
Otau_XM_003079497.2	Otau_7_446
Otau_XM_003079498.1	Otau_7_447
Otau_XM_003079499.2	Otau_7_448
Otau_XM_003079500.2	Otau_7_449
Otau_XM_003079501.2	Otau_7_450
Otau_XM_003079503.1	Otau_7_451
Otau_XM_003079504.1	Otau_7_452
Otau_XM_022984360.1	Otau_7_453
Otau_XM_022984361.1	Otau_7_454
Otau_XM_022984362.1	Otau_7_455
Otau_XM_022984363.1	Otau_7_456
Otau_XM_003079511.2	Otau_7_457
Otau_XM_003079513.1	Otau_7_458
Otau_XM_003079514.2	Otau_7_459
Otau_XM_022984364.1	Otau_7_460
Otau_XM_022984365.1	Otau_7_461
Otau_XM_003079516.2	Otau_7_462
Otau_XM_022984366.1	Otau_7_463
Otau_XM_003079518.2	Otau_7_464
Otau_XM_022984367.1	Otau_7_465
Otau_XM_022984369.1	Otau_7_466
Otau_XM_003079523.2	Otau_7_467
Otau_XM_022984370.1	Otau_7_468
Otau_XM_003079525.2	Otau_7_469
Otau_XM_003079526.2	Otau_7_470
Otau_XM_022984371.1	Otau_7_471
Otau_XM_003079528.2	Otau_7_472
Otau_XM_022984372.1	Otau_7_473
Otau_XM_003079529.2	Otau_7_474
Otau_XM_022984373.1	Otau_7_475
Otau_XM_022984374.1	Otau_7_476
Otau_XM_003079534.2	Otau_7_477
Otau_XM_003079535.2	Otau_7_478
Otau_XM_022984375.1	Otau_7_479
Otau_XM_003079537.2	Otau_7_480
Otau_XM_003079538.1	Otau_7_481
Otau_XM_003079539.1	Otau_7_482
Otau_XM_003079540.1	Otau_7_483
Otau_XM_003079541.2	Otau_7_484
Otau_XM_022984376.1	Otau_7_485
Otau_XM_022984378.1	Otau_7_486
Otau_XM_022984379.1	Otau_7_487
Otau_XM_022984380.1	Otau_7_488
Otau_XM_003079544.2	Otau_7_489
Otau_XM_003079545.2	Otau_7_490
Otau_XM_003079546.2	Otau_7_491
Otau_XM_003079547.1	Otau_7_492
Otau_XM_003079548.1	Otau_7_493
Otau_XM_003079549.1	Otau_7_494
Otau_XM_003079550.1	Otau_7_495
Otau_XM_003079551.1	Otau_7_496
Otau_XM_022984381.1	Otau_7_497
Otau_XM_003079553.2	Otau_7_498
Otau_XM_022984382.1	Otau_7_499
Otau_XM_003079554.2	Otau_7_500
Otau_XM_003079555.2	Otau_7_501
Otau_XM_022984383.1	Otau_7_502
Otau_XM_003079557.1	Otau_7_503
Otau_XM_022984384.1	Otau_7_504
Otau_XM_003079559.2	Otau_7_505
Otau_XM_022984385.1	Otau_7_506
Otau_XM_003079561.1	Otau_7_507
Otau_XM_022984386.1	Otau_7_508
Otau_XM_003079563.1	Otau_7_509
Otau_XM_003079564.2	Otau_7_510
Otau_XM_003079565.1	Otau_7_511
Otau_XM_003079566.2	Otau_7_512
Otau_XM_022984387.1	Otau_7_513
Otau_XM_022983910.1	Otau_8_1
Otau_XM_003079567.2	Otau_8_2
Otau_XM_022983912.1	Otau_8_3
Otau_XM_003079571.1	Otau_8_4
Otau_XM_003079572.2	Otau_8_5
Otau_XM_022983913.1	Otau_8_6
Otau_XM_003079575.1	Otau_8_7
Otau_XM_022983914.1	Otau_8_8
Otau_XM_003079576.2	Otau_8_9
Otau_XM_003079577.2	Otau_8_10
Otau_XM_003079578.2	Otau_8_11
Otau_XM_022983915.1	Otau_8_12
Otau_XM_003079580.2	Otau_8_13
Otau_XM_003079581.2	Otau_8_14
Otau_XM_022983917.1	Otau_8_15
Otau_XM_022983918.1	Otau_8_16
Otau_XM_022983919.1	Otau_8_17
Otau_XM_003079584.2	Otau_8_18
Otau_XM_003079585.1	Otau_8_19
Otau_XM_022983920.1	Otau_8_20
Otau_XM_003079587.1	Otau_8_21
Otau_XM_003079589.2	Otau_8_22
Otau_XM_003079590.1	Otau_8_23
Otau_XM_022983921.1	Otau_8_24
Otau_XM_022983922.1	Otau_8_25
Otau_XM_003079593.1	Otau_8_26
Otau_XM_003079594.1	Otau_8_27
Otau_XM_022983923.1	Otau_8_28
Otau_XM_003079596.2	Otau_8_29
Otau_XM_003079597.2	Otau_8_30
Otau_XM_003079598.1	Otau_8_31
Otau_XM_003079600.2	Otau_8_32
Otau_XM_022983925.1	Otau_8_33
Otau_XM_003079602.2	Otau_8_34
Otau_XM_003079604.2	Otau_8_35
Otau_XM_022983926.1	Otau_8_36
Otau_XM_003079606.1	Otau_8_37
Otau_XM_022983927.1	Otau_8_38
Otau_XM_022983928.1	Otau_8_39
Otau_XM_003079610.1	Otau_8_40
Otau_XM_022983929.1	Otau_8_41
Otau_XM_003079615.2	Otau_8_42
Otau_XM_022983931.1	Otau_8_43
Otau_XM_003079617.2	Otau_8_44
Otau_XM_022983932.1	Otau_8_45
Otau_XM_003079619.2	Otau_8_46
Otau_XM_003079620.1	Otau_8_47
Otau_XM_003079621.2	Otau_8_48
Otau_XM_003079622.1	Otau_8_49
Otau_XM_003079623.1	Otau_8_50
Otau_XM_003079624.1	Otau_8_51
Otau_XM_003079625.1	Otau_8_52
Otau_XM_003079627.2	Otau_8_53
Otau_XM_003079628.2	Otau_8_54
Otau_XM_022983934.1	Otau_8_55
Otau_XM_022983935.1	Otau_8_56
Otau_XM_022983936.1	Otau_8_57
Otau_XM_003079633.2	Otau_8_58
Otau_XM_022983937.1	Otau_8_59
Otau_XM_003079635.1	Otau_8_60
Otau_XM_022983938.1	Otau_8_61
Otau_XM_022983939.1	Otau_8_62
Otau_XM_003079638.2	Otau_8_63
Otau_XM_022983940.1	Otau_8_64
Otau_XM_022983941.1	Otau_8_65
Otau_XM_003079641.1	Otau_8_66
Otau_XM_003079642.2	Otau_8_67
Otau_XM_022983942.1	Otau_8_68
Otau_XM_003079644.2	Otau_8_69
Otau_XM_022983943.1	Otau_8_70
Otau_XM_022983944.1	Otau_8_71
Otau_XM_022983945.1	Otau_8_72
Otau_XM_022983947.1	Otau_8_73
Otau_XM_003079648.2	Otau_8_74
Otau_XM_022983948.1	Otau_8_75
Otau_XM_022983949.1	Otau_8_76
Otau_XM_022983950.1	Otau_8_77
Otau_XM_022983951.1	Otau_8_78
Otau_XM_003079651.1	Otau_8_79
Otau_XM_003079652.2	Otau_8_80
Otau_XM_003079653.2	Otau_8_81
Otau_XM_022983952.1	Otau_8_82
Otau_XM_022983954.1	Otau_8_83
Otau_XM_003079656.1	Otau_8_84
Otau_XM_022983955.1	Otau_8_85
Otau_XM_003079658.1	Otau_8_86
Otau_XM_022983956.1	Otau_8_87
Otau_XM_003079660.2	Otau_8_88
Otau_XM_003079661.1	Otau_8_89
Otau_XM_003079662.1	Otau_8_90
Otau_XM_003079663.2	Otau_8_91
Otau_XM_003079664.2	Otau_8_92
Otau_XM_003079665.1	Otau_8_93
Otau_XM_003079666.2	Otau_8_94
Otau_XM_003079667.2	Otau_8_95
Otau_XM_003079670.2	Otau_8_96
Otau_XM_003079671.2	Otau_8_97
Otau_XM_022983957.1	Otau_8_98
Otau_XM_022983958.1	Otau_8_99
Otau_XM_022983959.1	Otau_8_100
Otau_XM_022983960.1	Otau_8_101
Otau_XM_022983961.1	Otau_8_102
Otau_XM_022983963.1	Otau_8_103
Otau_XM_022983964.1	Otau_8_104
Otau_XM_022983965.1	Otau_8_105
Otau_XM_003079683.2	Otau_8_106
Otau_XM_003079684.2	Otau_8_107
Otau_XM_022983966.1	Otau_8_108
Otau_XM_003079687.2	Otau_8_109
Otau_XM_003079688.1	Otau_8_110
Otau_XM_003079689.1	Otau_8_111
Otau_XM_022983967.1	Otau_8_112
Otau_XM_022983968.1	Otau_8_113
Otau_XM_022983969.1	Otau_8_114
Otau_XM_022983970.1	Otau_8_115
Otau_XM_022983971.1	Otau_8_116
Otau_XM_003079693.2	Otau_8_117
Otau_XM_003079694.2	Otau_8_118
Otau_XM_003079695.2	Otau_8_119
Otau_XM_003079696.1	Otau_8_120
Otau_XM_022983972.1	Otau_8_121
Otau_XM_003079699.1	Otau_8_122
Otau_XM_022983973.1	Otau_8_123
Otau_XM_003079701.1	Otau_8_124
Otau_XM_003079702.1	Otau_8_125
Otau_XM_003079703.1	Otau_8_126
Otau_XM_003079704.2	Otau_8_127
Otau_XM_022983974.1	Otau_8_128
Otau_XM_003079707.2	Otau_8_129
Otau_XM_022983975.1	Otau_8_130
Otau_XM_022983976.1	Otau_8_131
Otau_XM_003079716.2	Otau_8_132
Otau_XM_003079717.1	Otau_8_133
Otau_XM_003079718.2	Otau_8_134
Otau_XM_022983978.1	Otau_8_135
Otau_XM_022983979.1	Otau_8_136
Otau_XM_022983980.1	Otau_8_137
Otau_XM_003079722.2	Otau_8_138
Otau_XM_003079724.2	Otau_8_139
Otau_XM_003079725.1	Otau_8_140
Otau_XM_022983981.1	Otau_8_141
Otau_XM_003079727.1	Otau_8_142
Otau_XM_022983982.1	Otau_8_143
Otau_XM_022983983.1	Otau_8_144
Otau_XM_022983984.1	Otau_8_145
Otau_XM_022983985.1	Otau_8_146
Otau_XM_022983986.1	Otau_8_147
Otau_XM_022983987.1	Otau_8_148
Otau_XM_022983988.1	Otau_8_149
Otau_XM_003079733.1	Otau_8_150
Otau_XM_003079734.2	Otau_8_151
Otau_XM_022983989.1	Otau_8_152
Otau_XM_003079737.2	Otau_8_153
Otau_XM_003079738.1	Otau_8_154
Otau_XM_003079739.2	Otau_8_155
Otau_XM_003079740.2	Otau_8_156
Otau_XM_003079741.1	Otau_8_157
Otau_XM_003079742.1	Otau_8_158
Otau_XM_003079743.1	Otau_8_159
Otau_XM_003079744.1	Otau_8_160
Otau_XM_003079745.2	Otau_8_161
Otau_XM_003079747.2	Otau_8_162
Otau_XM_022983992.1	Otau_8_163
Otau_XM_022983993.1	Otau_8_164
Otau_XM_022983994.1	Otau_8_165
Otau_XM_003079750.2	Otau_8_166
Otau_XM_003079751.2	Otau_8_167
Otau_XM_022983995.1	Otau_8_168
Otau_XM_022983996.1	Otau_8_169
Otau_XM_022983997.1	Otau_8_170
Otau_XM_003079755.1	Otau_8_171
Otau_XM_003079756.2	Otau_8_172
Otau_XM_022983998.1	Otau_8_173
Otau_XM_003079757.2	Otau_8_174
Otau_XM_022983999.1	Otau_8_175
Otau_XM_022984000.1	Otau_8_176
Otau_XM_003079759.1	Otau_8_177
Otau_XM_003079760.1	Otau_8_178
Otau_XM_022984001.1	Otau_8_179
Otau_XM_003079762.2	Otau_8_180
Otau_XM_022984002.1	Otau_8_181
Otau_XM_022984003.1	Otau_8_182
Otau_XM_022984005.1	Otau_8_183
Otau_XM_003079767.1	Otau_8_184
Otau_XM_003079768.1	Otau_8_185
Otau_XM_022984006.1	Otau_8_186
Otau_XM_003079771.2	Otau_8_187
Otau_XM_003079772.1	Otau_8_188
Otau_XM_022984007.1	Otau_8_189
Otau_XM_003079774.2	Otau_8_190
Otau_XM_022984008.1	Otau_8_191
Otau_XM_003079775.2	Otau_8_192
Otau_XM_003079776.1	Otau_8_193
Otau_XM_022984010.1	Otau_8_194
Otau_XM_022984011.1	Otau_8_195
Otau_XM_003079781.1	Otau_8_196
Otau_XM_003079782.2	Otau_8_197
Otau_XM_003079783.2	Otau_8_198
Otau_XM_003079784.2	Otau_8_199
Otau_XM_003079785.2	Otau_8_200
Otau_XM_003079786.2	Otau_8_201
Otau_XM_003079787.2	Otau_8_202
Otau_XM_003079788.2	Otau_8_203
Otau_XM_003079789.2	Otau_8_204
Otau_XM_003079790.1	Otau_8_205
Otau_XM_022984013.1	Otau_8_206
Otau_XM_003079792.2	Otau_8_207
Otau_XM_022984014.1	Otau_8_208
Otau_XM_003079794.2	Otau_8_209
Otau_XM_022984015.1	Otau_8_210
Otau_XM_022984016.1	Otau_8_211
Otau_XM_022984017.1	Otau_8_212
Otau_XM_003079798.1	Otau_8_213
Otau_XM_003079799.2	Otau_8_214
Otau_XM_003079800.1	Otau_8_215
Otau_XM_022984018.1	Otau_8_216
Otau_XM_003079802.1	Otau_8_217
Otau_XM_022984019.1	Otau_8_218
Otau_XM_022984020.1	Otau_8_219
Otau_XM_003079804.2	Otau_8_220
Otau_XM_022984021.1	Otau_8_221
Otau_XM_003079805.2	Otau_8_222
Otau_XM_022984022.1	Otau_8_223
Otau_XM_003079807.2	Otau_8_224
Otau_XM_022984023.1	Otau_8_225
Otau_XM_022984024.1	Otau_8_226
Otau_XM_003079811.2	Otau_8_227
Otau_XM_022984025.1	Otau_8_228
Otau_XM_003079812.1	Otau_8_229
Otau_XM_022984026.1	Otau_8_230
Otau_XM_003079814.1	Otau_8_231
Otau_XM_003079815.2	Otau_8_232
Otau_XM_003079817.1	Otau_8_233
Otau_XM_003079818.2	Otau_8_234
Otau_XM_003079821.1	Otau_8_235
Otau_XM_003079822.1	Otau_8_236
Otau_XM_003079823.2	Otau_8_237
Otau_XM_003079824.2	Otau_8_238
Otau_XM_003079825.2	Otau_8_239
Otau_XM_022984028.1	Otau_8_240
Otau_XM_003079826.2	Otau_8_241
Otau_XM_003079827.1	Otau_8_242
Otau_XM_003079828.2	Otau_8_243
Otau_XM_022984029.1	Otau_8_244
Otau_XM_003079830.2	Otau_8_245
Otau_XM_003079831.2	Otau_8_246
Otau_XM_022984030.1	Otau_8_247
Otau_XM_003079834.2	Otau_8_248
Otau_XM_022984031.1	Otau_8_249
Otau_XM_003079836.2	Otau_8_250
Otau_XM_003079837.2	Otau_8_251
Otau_XM_022984032.1	Otau_8_252
Otau_XM_022984033.1	Otau_8_253
Otau_XM_003079840.2	Otau_8_254
Otau_XM_003079841.1	Otau_8_255
Otau_XM_003079843.2	Otau_8_256
Otau_XM_003079844.1	Otau_8_257
Otau_XM_003079845.2	Otau_8_258
Otau_XM_003079846.1	Otau_8_259
Otau_XM_003079847.2	Otau_8_260
Otau_XM_022984034.1	Otau_8_261
Otau_XM_022984035.1	Otau_8_262
Otau_XM_003079849.2	Otau_8_263
Otau_XM_022984036.1	Otau_8_264
Otau_XM_003079850.2	Otau_8_265
Otau_XM_022984037.1	Otau_8_266
Otau_XM_003079852.2	Otau_8_267
Otau_XM_022984038.1	Otau_8_268
Otau_XM_003079853.1	Otau_8_269
Otau_XM_003079854.2	Otau_8_270
Otau_XM_022984039.1	Otau_8_271
Otau_XM_003079856.2	Otau_8_272
Otau_XM_003079857.2	Otau_8_273
Otau_XM_003079858.1	Otau_8_274
Otau_XM_003079859.1	Otau_8_275
Otau_XM_003079861.2	Otau_8_276
Otau_XM_003079862.2	Otau_8_277
Otau_XM_022984040.1	Otau_8_278
Otau_XM_003079863.1	Otau_8_279
Otau_XM_003079864.2	Otau_8_280
Otau_XM_003079865.2	Otau_8_281
Otau_XM_022984041.1	Otau_8_282
Otau_XM_022984043.1	Otau_8_283
Otau_XM_003079870.2	Otau_8_284
Otau_XM_022984044.1	Otau_8_285
Otau_XM_003079873.2	Otau_8_286
Otau_XM_022984045.1	Otau_8_287
Otau_XM_003079875.2	Otau_8_288
Otau_XM_003079876.2	Otau_8_289
Otau_XM_003079877.1	Otau_8_290
Otau_XM_003079878.1	Otau_8_291
Otau_XM_022984046.1	Otau_8_292
Otau_XM_003079881.2	Otau_8_293
Otau_XM_003079882.1	Otau_8_294
Otau_XM_003079883.2	Otau_8_295
Otau_XM_003079884.2	Otau_8_296
Otau_XM_022984048.1	Otau_8_297
Otau_XM_022984049.1	Otau_8_298
Otau_XM_022984050.1	Otau_8_299
Otau_XM_022984051.1	Otau_8_300
Otau_XM_003079887.1	Otau_8_301
Otau_XM_003079888.2	Otau_8_302
Otau_XM_003079890.1	Otau_8_303
Otau_XM_003079891.2	Otau_8_304
Otau_XM_003079892.2	Otau_8_305
Otau_XM_022984053.1	Otau_8_306
Otau_XM_003079894.1	Otau_8_307
Otau_XM_022984054.1	Otau_8_308
Otau_XM_022984055.1	Otau_8_309
Otau_XM_003079897.1	Otau_8_310
Otau_XM_022984056.1	Otau_8_311
Otau_XM_022984057.1	Otau_8_312
Otau_XM_003079900.1	Otau_8_313
Otau_XM_003079901.2	Otau_8_314
Otau_XM_022984058.1	Otau_8_315
Otau_XM_022984059.1	Otau_8_316
Otau_XM_003079904.2	Otau_8_317
Otau_XM_003079907.2	Otau_8_318
Otau_XM_022984060.1	Otau_8_319
Otau_XM_003079909.2	Otau_8_320
Otau_XM_003079910.1	Otau_8_321
Otau_XM_003079911.2	Otau_8_322
Otau_XM_003079912.1	Otau_8_323
Otau_XM_003079913.2	Otau_8_324
Otau_XM_003079914.2	Otau_8_325
Otau_XM_003079915.2	Otau_8_326
Otau_XM_003079916.2	Otau_8_327
Otau_XM_003079918.2	Otau_8_328
Otau_XM_022984062.1	Otau_8_329
Otau_XM_022984063.1	Otau_8_330
Otau_XM_003079925.2	Otau_8_331
Otau_XM_003079924.1	Otau_8_332
Otau_XM_003079923.1	Otau_8_333
Otau_XM_022984064.1	Otau_8_334
Otau_XM_022984065.1	Otau_8_335
Otau_XM_022984066.1	Otau_8_336
Otau_XM_022984067.1	Otau_8_337
Otau_XM_022984068.1	Otau_8_338
Otau_XM_022984069.1	Otau_8_339
Otau_XM_003079927.1	Otau_8_340
Otau_XM_022984070.1	Otau_8_341
Otau_XM_003079929.2	Otau_8_342
Otau_XM_003079930.1	Otau_8_343
Otau_XM_003079931.2	Otau_8_344
Otau_XM_003079932.1	Otau_8_345
Otau_XM_003079933.1	Otau_8_346
Otau_XM_003079934.2	Otau_8_347
Otau_XM_022984071.1	Otau_8_348
Otau_XM_022984072.1	Otau_8_349
Otau_XM_022984073.1	Otau_8_350
Otau_XM_003079938.2	Otau_8_351
Otau_XM_003079939.2	Otau_8_352
Otau_XM_003079940.2	Otau_8_353
Otau_XM_022984075.1	Otau_8_354
Otau_XM_022984076.1	Otau_8_355
Otau_XM_022984077.1	Otau_8_356
Otau_XM_003079942.1	Otau_8_357
Otau_XM_003079943.2	Otau_8_358
Otau_XM_022984078.1	Otau_8_359
Otau_XM_003079946.2	Otau_8_360
Otau_XM_003079947.2	Otau_8_361
Otau_XM_022984079.1	Otau_8_362
Otau_XM_003079949.1	Otau_8_363
Otau_XM_022984080.1	Otau_8_364
Otau_XM_022984081.1	Otau_8_365
Otau_XM_022984082.1	Otau_8_366
Otau_XM_022984083.1	Otau_8_367
Otau_XM_022984084.1	Otau_8_368
Otau_XM_022984085.1	Otau_8_369
Otau_XM_003079954.2	Otau_8_370
Otau_XM_003079955.1	Otau_8_371
Otau_XM_003079956.1	Otau_8_372
Otau_XM_022984086.1	Otau_8_373
Otau_XM_003079957.1	Otau_8_374
Otau_XM_022984087.1	Otau_8_375
Otau_XM_022984088.1	Otau_8_376
Otau_XM_003079962.2	Otau_8_377
Otau_XM_003079963.2	Otau_8_378
Otau_XM_022984089.1	Otau_8_379
Otau_XM_003079965.2	Otau_8_380
Otau_XM_003079968.2	Otau_8_381
Otau_XM_003079969.2	Otau_8_382
Otau_XM_003079970.1	Otau_8_383
Otau_XM_022984090.1	Otau_8_384
Otau_XM_022984091.1	Otau_8_385
Otau_XM_003079973.2	Otau_8_386
Otau_XM_003079975.2	Otau_8_387
Otau_XM_003079976.2	Otau_8_388
Otau_XM_022984092.1	Otau_8_389
Otau_XM_003079978.2	Otau_8_390
