Phoaus_g1.t1	Phoaus_1_1
Phoaus_g1990.t1	Phoaus_884_41
Phoaus_g1991.t1	Phoaus_884_42
Phoaus_g1992.t1	Phoaus_884_43
Phoaus_g1993.t1	Phoaus_884_44
Phoaus_g1994.t1	Phoaus_884_45
Phoaus_g1995.t1	Phoaus_884_46
Phoaus_g1996.t1	Phoaus_884_47
Phoaus_g1997.t1	Phoaus_884_48
Phoaus_g1998.t1	Phoaus_884_49
Phoaus_g1999.t1	Phoaus_884_50
Phoaus_g2000.t1	Phoaus_884_51
Phoaus_g2001.t1	Phoaus_884_52
Phoaus_g2002.t1	Phoaus_884_53
Phoaus_g2003.t1	Phoaus_884_54
Phoaus_g2004.t1	Phoaus_884_55
Phoaus_g2005.t1	Phoaus_884_56
Phoaus_g2006.t1	Phoaus_884_57
Phoaus_g2007.t1	Phoaus_884_58
Phoaus_g2008.t1	Phoaus_884_59
Phoaus_g2009.t1	Phoaus_884_60
Phoaus_g2010.t1	Phoaus_884_61
Phoaus_g2011.t1	Phoaus_884_62
Phoaus_g2012.t1	Phoaus_884_63
Phoaus_g2013.t1	Phoaus_884_64
Phoaus_g2014.t1	Phoaus_884_65
Phoaus_g2015.t1	Phoaus_884_66
Phoaus_g2016.t1	Phoaus_884_67
Phoaus_g9836.t1	Phoaus_885_1
Phoaus_g9837.t1	Phoaus_885_2
Phoaus_g9838.t1	Phoaus_885_3
Phoaus_g9839.t1	Phoaus_885_4
Phoaus_g9840.t1	Phoaus_885_5
Phoaus_g9841.t1	Phoaus_885_6
Phoaus_g9842.t1	Phoaus_885_7
Phoaus_g9843.t1	Phoaus_885_8
Phoaus_g9844.t1	Phoaus_885_9
Phoaus_g9845.t1	Phoaus_885_10
Phoaus_g9846.t1	Phoaus_885_11
Phoaus_g9847.t1	Phoaus_885_12
Phoaus_g9848.t1	Phoaus_885_13
Phoaus_g9849.t1	Phoaus_885_14
Phoaus_g9850.t1	Phoaus_885_15
Phoaus_g9851.t1	Phoaus_885_16
Phoaus_g9852.t1	Phoaus_885_17
Phoaus_g9853.t1	Phoaus_885_18
Phoaus_g9854.t1	Phoaus_885_19
Phoaus_g9855.t1	Phoaus_885_20
Phoaus_g9856.t1	Phoaus_885_21
Phoaus_g9857.t1	Phoaus_885_22
Phoaus_g9858.t1	Phoaus_885_23
Phoaus_g9859.t1	Phoaus_885_24
Phoaus_g9860.t1	Phoaus_885_25
Phoaus_g9861.t1	Phoaus_885_26
Phoaus_g9862.t1	Phoaus_885_27
Phoaus_g19954.t1	Phoaus_886_1
Phoaus_g19955.t1	Phoaus_887_1
Phoaus_g19956.t1	Phoaus_888_1
Phoaus_g19957.t1	Phoaus_889_1
Phoaus_g19958.t1	Phoaus_890_1
Phoaus_g19959.t1	Phoaus_891_1
Phoaus_g9863.t1	Phoaus_892_1
Phoaus_g9864.t1	Phoaus_892_2
Phoaus_g9865.t1	Phoaus_892_3
Phoaus_g9866.t1	Phoaus_892_4
Phoaus_g9867.t1	Phoaus_892_5
Phoaus_g9868.t1	Phoaus_892_6
Phoaus_g9869.t1	Phoaus_892_7
Phoaus_g9870.t1	Phoaus_892_8
Phoaus_g9871.t1	Phoaus_892_9
Phoaus_g9872.t1	Phoaus_892_10
Phoaus_g9873.t1	Phoaus_892_11
Phoaus_g9874.t1	Phoaus_892_12
Phoaus_g9875.t1	Phoaus_892_13
Phoaus_g9876.t1	Phoaus_892_14
Phoaus_g9877.t1	Phoaus_892_15
Phoaus_g9878.t1	Phoaus_892_16
Phoaus_g9879.t1	Phoaus_892_17
Phoaus_g9880.t1	Phoaus_892_18
Phoaus_g9881.t1	Phoaus_892_19
Phoaus_g9882.t1	Phoaus_892_20
Phoaus_g9883.t1	Phoaus_892_21
Phoaus_g9884.t1	Phoaus_892_22
Phoaus_g9885.t1	Phoaus_892_23
Phoaus_g9886.t1	Phoaus_892_24
Phoaus_g9887.t1	Phoaus_892_25
Phoaus_g9888.t1	Phoaus_892_26
Phoaus_g9889.t1	Phoaus_892_27
Phoaus_g9890.t1	Phoaus_892_28
Phoaus_g19960.t1	Phoaus_893_1
Phoaus_g19961.t1	Phoaus_894_1
Phoaus_g19962.t1	Phoaus_895_1
Phoaus_g19963.t1	Phoaus_896_1
Phoaus_g9891.t1	Phoaus_897_1
Phoaus_g9892.t1	Phoaus_897_2
Phoaus_g9893.t1	Phoaus_897_3
Phoaus_g9894.t1	Phoaus_897_4
Phoaus_g9895.t1	Phoaus_897_5
Phoaus_g9896.t1	Phoaus_897_6
Phoaus_g9897.t1	Phoaus_897_7
Phoaus_g9898.t1	Phoaus_897_8
Phoaus_g9899.t1	Phoaus_897_9
Phoaus_g9900.t1	Phoaus_897_10
Phoaus_g9901.t1	Phoaus_897_11
Phoaus_g9902.t1	Phoaus_897_12
Phoaus_g9903.t1	Phoaus_897_13
Phoaus_g9904.t1	Phoaus_897_14
Phoaus_g9905.t1	Phoaus_897_15
Phoaus_g9906.t1	Phoaus_897_16
Phoaus_g9907.t1	Phoaus_897_17
Phoaus_g9908.t1	Phoaus_897_18
Phoaus_g9909.t1	Phoaus_897_19
Phoaus_g9910.t1	Phoaus_897_20
Phoaus_g9911.t1	Phoaus_897_21
Phoaus_g9912.t1	Phoaus_897_22
Phoaus_g9913.t1	Phoaus_897_23
Phoaus_g9914.t1	Phoaus_897_24
Phoaus_g9915.t1	Phoaus_897_25
Phoaus_g9916.t1	Phoaus_897_26
Phoaus_g9917.t1	Phoaus_897_27
Phoaus_g9918.t1	Phoaus_897_28
Phoaus_g9919.t1	Phoaus_897_29
Phoaus_g9920.t1	Phoaus_897_30
Phoaus_g9921.t1	Phoaus_897_31
Phoaus_g9922.t1	Phoaus_897_32
Phoaus_g9923.t1	Phoaus_897_33
Phoaus_g19964.t1	Phoaus_898_1
Phoaus_g19965.t1	Phoaus_898_2
Phoaus_g19966.t1	Phoaus_898_3
Phoaus_g19967.t1	Phoaus_899_1
Phoaus_g19968.t1	Phoaus_900_1
Phoaus_g19969.t1	Phoaus_901_1
Phoaus_g19970.t1	Phoaus_902_1
Phoaus_g9924.t1	Phoaus_903_1
Phoaus_g9925.t1	Phoaus_903_2
Phoaus_g9926.t1	Phoaus_903_3
Phoaus_g9927.t1	Phoaus_903_4
Phoaus_g9928.t1	Phoaus_903_5
Phoaus_g9929.t1	Phoaus_903_6
Phoaus_g9930.t1	Phoaus_903_7
Phoaus_g9931.t1	Phoaus_903_8
Phoaus_g9932.t1	Phoaus_903_9
Phoaus_g9933.t1	Phoaus_903_10
Phoaus_g9934.t1	Phoaus_903_11
Phoaus_g9935.t1	Phoaus_903_12
Phoaus_g9936.t1	Phoaus_903_13
Phoaus_g9937.t1	Phoaus_903_14
Phoaus_g9938.t1	Phoaus_903_15
Phoaus_g9939.t1	Phoaus_903_16
Phoaus_g9940.t1	Phoaus_903_17
Phoaus_g9941.t1	Phoaus_903_18
Phoaus_g9942.t1	Phoaus_903_19
Phoaus_g9943.t1	Phoaus_903_20
Phoaus_g19971.t1	Phoaus_904_1
Phoaus_g19972.t1	Phoaus_905_1
Phoaus_g19973.t1	Phoaus_906_1
Phoaus_g19974.t1	Phoaus_907_1
Phoaus_g9944.t1	Phoaus_908_1
Phoaus_g9945.t1	Phoaus_908_2
Phoaus_g9946.t1	Phoaus_908_3
Phoaus_g9947.t1	Phoaus_908_4
Phoaus_g9948.t1	Phoaus_908_5
Phoaus_g9949.t1	Phoaus_908_6
Phoaus_g9950.t1	Phoaus_908_7
Phoaus_g9951.t1	Phoaus_908_8
Phoaus_g9952.t1	Phoaus_908_9
Phoaus_g9953.t1	Phoaus_908_10
Phoaus_g9954.t1	Phoaus_908_11
Phoaus_g9955.t1	Phoaus_908_12
Phoaus_g9956.t1	Phoaus_908_13
Phoaus_g9957.t1	Phoaus_908_14
Phoaus_g9958.t1	Phoaus_908_15
Phoaus_g9959.t1	Phoaus_908_16
Phoaus_g9960.t1	Phoaus_908_17
Phoaus_g9961.t1	Phoaus_908_18
Phoaus_g9962.t1	Phoaus_908_19
Phoaus_g9963.t1	Phoaus_908_20
Phoaus_g9964.t1	Phoaus_908_21
Phoaus_g9965.t1	Phoaus_908_22
Phoaus_g9966.t1	Phoaus_908_23
Phoaus_g9967.t1	Phoaus_908_24
Phoaus_g9968.t1	Phoaus_908_25
Phoaus_g9969.t1	Phoaus_908_26
Phoaus_g9970.t1	Phoaus_908_27
Phoaus_g19975.t1	Phoaus_909_1
Phoaus_g19976.t1	Phoaus_910_1
Phoaus_g19977.t1	Phoaus_911_1
Phoaus_g9971.t1	Phoaus_912_1
Phoaus_g9972.t1	Phoaus_912_2
Phoaus_g9973.t1	Phoaus_912_3
Phoaus_g9974.t1	Phoaus_912_4
Phoaus_g9975.t1	Phoaus_912_5
Phoaus_g9976.t1	Phoaus_912_6
Phoaus_g9977.t1	Phoaus_912_7
Phoaus_g9978.t1	Phoaus_912_8
Phoaus_g9979.t1	Phoaus_912_9
Phoaus_g9980.t1	Phoaus_912_10
Phoaus_g9981.t1	Phoaus_912_11
Phoaus_g9982.t1	Phoaus_912_12
Phoaus_g9983.t1	Phoaus_912_13
Phoaus_g9984.t1	Phoaus_912_14
Phoaus_g9985.t1	Phoaus_912_15
Phoaus_g9986.t1	Phoaus_912_16
Phoaus_g9987.t1	Phoaus_912_17
Phoaus_g9988.t1	Phoaus_912_18
Phoaus_g9989.t1	Phoaus_912_19
Phoaus_g9990.t1	Phoaus_912_20
Phoaus_g9991.t1	Phoaus_912_21
Phoaus_g9992.t1	Phoaus_912_22
Phoaus_g9993.t1	Phoaus_912_23
Phoaus_g9994.t1	Phoaus_912_24
Phoaus_g19978.t1	Phoaus_913_1
Phoaus_g19979.t1	Phoaus_914_1
Phoaus_g19980.t1	Phoaus_915_1
Phoaus_g19981.t1	Phoaus_916_1
Phoaus_g19982.t1	Phoaus_917_1
Phoaus_g9995.t1	Phoaus_918_1
Phoaus_g9996.t1	Phoaus_918_2
Phoaus_g9997.t1	Phoaus_918_3
Phoaus_g9998.t1	Phoaus_918_4
Phoaus_g9999.t1	Phoaus_918_5
Phoaus_g10000.t1	Phoaus_918_6
Phoaus_g10001.t1	Phoaus_918_7
Phoaus_g10002.t1	Phoaus_918_8
Phoaus_g10003.t1	Phoaus_918_9
Phoaus_g10004.t1	Phoaus_918_10
Phoaus_g10005.t1	Phoaus_918_11
Phoaus_g10006.t1	Phoaus_918_12
Phoaus_g10007.t1	Phoaus_918_13
Phoaus_g10008.t1	Phoaus_918_14
Phoaus_g10009.t1	Phoaus_918_15
Phoaus_g10010.t1	Phoaus_918_16
Phoaus_g10011.t1	Phoaus_918_17
Phoaus_g10012.t1	Phoaus_918_18
Phoaus_g10013.t1	Phoaus_918_19
Phoaus_g10014.t1	Phoaus_918_20
Phoaus_g10015.t1	Phoaus_918_21
Phoaus_g10016.t1	Phoaus_918_22
Phoaus_g10017.t1	Phoaus_918_23
Phoaus_g10018.t1	Phoaus_918_24
Phoaus_g10019.t1	Phoaus_918_25
Phoaus_g10020.t1	Phoaus_918_26
Phoaus_g10021.t1	Phoaus_918_27
Phoaus_g10022.t1	Phoaus_918_28
Phoaus_g10023.t1	Phoaus_918_29
Phoaus_g10024.t1	Phoaus_918_30
Phoaus_g10025.t1	Phoaus_918_31
Phoaus_g10026.t1	Phoaus_918_32
Phoaus_g19983.t1	Phoaus_919_1
Phoaus_g19984.t1	Phoaus_920_1
Phoaus_g19985.t1	Phoaus_921_1
Phoaus_g19986.t1	Phoaus_922_1
Phoaus_g10027.t1	Phoaus_923_1
Phoaus_g10028.t1	Phoaus_923_2
Phoaus_g10029.t1	Phoaus_923_3
Phoaus_g10030.t1	Phoaus_923_4
Phoaus_g10031.t1	Phoaus_923_5
Phoaus_g10032.t1	Phoaus_923_6
Phoaus_g10033.t1	Phoaus_923_7
Phoaus_g10034.t1	Phoaus_923_8
Phoaus_g10035.t1	Phoaus_923_9
Phoaus_g10036.t1	Phoaus_923_10
Phoaus_g10037.t1	Phoaus_923_11
Phoaus_g10038.t1	Phoaus_923_12
Phoaus_g10039.t1	Phoaus_923_13
Phoaus_g10040.t1	Phoaus_923_14
Phoaus_g10041.t1	Phoaus_923_15
Phoaus_g10042.t1	Phoaus_923_16
Phoaus_g10043.t1	Phoaus_923_17
Phoaus_g10044.t1	Phoaus_923_18
Phoaus_g10045.t1	Phoaus_923_19
Phoaus_g10046.t1	Phoaus_923_20
Phoaus_g10047.t1	Phoaus_923_21
Phoaus_g10048.t1	Phoaus_923_22
Phoaus_g10049.t1	Phoaus_923_23
Phoaus_g10050.t1	Phoaus_923_24
Phoaus_g10051.t1	Phoaus_923_25
Phoaus_g10052.t1	Phoaus_923_26
Phoaus_g10053.t1	Phoaus_923_27
Phoaus_g10054.t1	Phoaus_923_28
Phoaus_g19987.t1	Phoaus_924_1
Phoaus_g19988.t1	Phoaus_924_2
Phoaus_g19989.t1	Phoaus_925_1
Phoaus_g19990.t1	Phoaus_926_1
Phoaus_g19991.t1	Phoaus_927_1
Phoaus_g10055.t1	Phoaus_928_1
Phoaus_g10056.t1	Phoaus_928_2
Phoaus_g10057.t1	Phoaus_928_3
Phoaus_g10058.t1	Phoaus_928_4
Phoaus_g10059.t1	Phoaus_928_5
Phoaus_g10060.t1	Phoaus_928_6
Phoaus_g10061.t1	Phoaus_928_7
Phoaus_g10062.t1	Phoaus_928_8
Phoaus_g10063.t1	Phoaus_928_9
Phoaus_g10064.t1	Phoaus_928_10
Phoaus_g10065.t1	Phoaus_928_11
Phoaus_g10066.t1	Phoaus_928_12
Phoaus_g10067.t1	Phoaus_928_13
Phoaus_g10068.t1	Phoaus_928_14
Phoaus_g10069.t1	Phoaus_928_15
Phoaus_g10070.t1	Phoaus_928_16
Phoaus_g10071.t1	Phoaus_928_17
Phoaus_g10072.t1	Phoaus_928_18
Phoaus_g10073.t1	Phoaus_928_19
Phoaus_g10074.t1	Phoaus_928_20
Phoaus_g10075.t1	Phoaus_928_21
Phoaus_g10076.t1	Phoaus_928_22
Phoaus_g10077.t1	Phoaus_928_23
Phoaus_g10078.t1	Phoaus_928_24
Phoaus_g10079.t1	Phoaus_928_25
Phoaus_g10080.t1	Phoaus_928_26
Phoaus_g10081.t1	Phoaus_928_27
Phoaus_g10082.t1	Phoaus_928_28
Phoaus_g19992.t1	Phoaus_929_1
Phoaus_g19993.t1	Phoaus_930_1
Phoaus_g10083.t1	Phoaus_931_1
Phoaus_g10084.t1	Phoaus_931_2
Phoaus_g10085.t1	Phoaus_931_3
Phoaus_g10086.t1	Phoaus_931_4
Phoaus_g10087.t1	Phoaus_931_5
Phoaus_g10088.t1	Phoaus_931_6
Phoaus_g10089.t1	Phoaus_931_7
Phoaus_g10090.t1	Phoaus_931_8
Phoaus_g10091.t1	Phoaus_931_9
Phoaus_g10092.t1	Phoaus_931_10
Phoaus_g10093.t1	Phoaus_931_11
Phoaus_g10094.t1	Phoaus_931_12
Phoaus_g10095.t1	Phoaus_931_13
Phoaus_g10096.t1	Phoaus_931_14
Phoaus_g10097.t1	Phoaus_931_15
Phoaus_g10098.t1	Phoaus_931_16
Phoaus_g10099.t1	Phoaus_931_17
Phoaus_g10100.t1	Phoaus_931_18
Phoaus_g10101.t1	Phoaus_931_19
Phoaus_g10102.t1	Phoaus_931_20
Phoaus_g10103.t1	Phoaus_931_21
Phoaus_g10104.t1	Phoaus_931_22
Phoaus_g10105.t1	Phoaus_931_23
Phoaus_g10106.t1	Phoaus_931_24
Phoaus_g10107.t1	Phoaus_931_25
Phoaus_g10108.t1	Phoaus_931_26
Phoaus_g10109.t1	Phoaus_931_27
Phoaus_g10110.t1	Phoaus_931_28
Phoaus_g10111.t1	Phoaus_931_29
Phoaus_g10112.t1	Phoaus_931_30
Phoaus_g10113.t1	Phoaus_931_31
Phoaus_g19994.t1	Phoaus_932_1
Phoaus_g19995.t1	Phoaus_933_1
Phoaus_g19996.t1	Phoaus_934_1
Phoaus_g19997.t1	Phoaus_935_1
Phoaus_g2017.t1	Phoaus_936_1
Phoaus_g2018.t1	Phoaus_936_2
Phoaus_g2019.t1	Phoaus_936_3
Phoaus_g2020.t1	Phoaus_936_4
Phoaus_g2021.t1	Phoaus_936_5
Phoaus_g2022.t1	Phoaus_936_6
Phoaus_g2023.t1	Phoaus_936_7
Phoaus_g2024.t1	Phoaus_936_8
Phoaus_g2025.t1	Phoaus_936_9
Phoaus_g2026.t1	Phoaus_936_10
Phoaus_g2027.t1	Phoaus_936_11
Phoaus_g2028.t1	Phoaus_936_12
Phoaus_g2029.t1	Phoaus_936_13
Phoaus_g2030.t1	Phoaus_936_14
Phoaus_g2031.t1	Phoaus_936_15
Phoaus_g2032.t1	Phoaus_936_16
Phoaus_g2033.t1	Phoaus_936_17
Phoaus_g2034.t1	Phoaus_936_18
Phoaus_g2035.t1	Phoaus_936_19
Phoaus_g2036.t1	Phoaus_936_20
Phoaus_g2037.t1	Phoaus_936_21
Phoaus_g2038.t1	Phoaus_936_22
Phoaus_g2039.t1	Phoaus_936_23
Phoaus_g2040.t1	Phoaus_936_24
Phoaus_g2041.t1	Phoaus_936_25
Phoaus_g2042.t1	Phoaus_936_26
Phoaus_g2043.t1	Phoaus_936_27
Phoaus_g2044.t1	Phoaus_936_28
Phoaus_g2045.t1	Phoaus_936_29
Phoaus_g2046.t1	Phoaus_936_30
Phoaus_g2047.t1	Phoaus_936_31
Phoaus_g2048.t1	Phoaus_936_32
Phoaus_g2049.t1	Phoaus_936_33
Phoaus_g2050.t1	Phoaus_936_34
Phoaus_g2051.t1	Phoaus_936_35
Phoaus_g2052.t1	Phoaus_936_36
Phoaus_g2053.t1	Phoaus_936_37
Phoaus_g2054.t1	Phoaus_936_38
Phoaus_g2055.t1	Phoaus_936_39
Phoaus_g2056.t1	Phoaus_936_40
Phoaus_g2057.t1	Phoaus_936_41
Phoaus_g2058.t1	Phoaus_936_42
Phoaus_g2059.t1	Phoaus_936_43
Phoaus_g2060.t1	Phoaus_936_44
Phoaus_g2061.t1	Phoaus_936_45
Phoaus_g2062.t1	Phoaus_936_46
Phoaus_g2063.t1	Phoaus_936_47
Phoaus_g2064.t1	Phoaus_936_48
Phoaus_g2065.t1	Phoaus_936_49
Phoaus_g2066.t1	Phoaus_936_50
Phoaus_g2067.t1	Phoaus_936_51
Phoaus_g2068.t1	Phoaus_936_52
Phoaus_g2069.t1	Phoaus_936_53
Phoaus_g2070.t1	Phoaus_936_54
Phoaus_g2071.t1	Phoaus_936_55
Phoaus_g2072.t1	Phoaus_936_56
Phoaus_g2073.t1	Phoaus_936_57
Phoaus_g2074.t1	Phoaus_936_58
Phoaus_g2075.t1	Phoaus_936_59
Phoaus_g2076.t1	Phoaus_936_60
Phoaus_g2077.t1	Phoaus_936_61
Phoaus_g2078.t1	Phoaus_936_62
Phoaus_g2079.t1	Phoaus_936_63
Phoaus_g2080.t1	Phoaus_936_64
Phoaus_g2081.t1	Phoaus_936_65
Phoaus_g2082.t1	Phoaus_936_66
Phoaus_g2083.t1	Phoaus_936_67
Phoaus_g2084.t1	Phoaus_936_68
Phoaus_g2085.t1	Phoaus_936_69
Phoaus_g2086.t1	Phoaus_936_70
Phoaus_g10114.t1	Phoaus_937_1
Phoaus_g10115.t1	Phoaus_937_2
Phoaus_g10116.t1	Phoaus_937_3
Phoaus_g10117.t1	Phoaus_937_4
Phoaus_g10118.t1	Phoaus_937_5
Phoaus_g10119.t1	Phoaus_937_6
Phoaus_g10120.t1	Phoaus_937_7
Phoaus_g10121.t1	Phoaus_937_8
Phoaus_g10122.t1	Phoaus_937_9
Phoaus_g10123.t1	Phoaus_937_10
Phoaus_g10124.t1	Phoaus_937_11
Phoaus_g10125.t1	Phoaus_937_12
Phoaus_g10126.t1	Phoaus_937_13
Phoaus_g10127.t1	Phoaus_937_14
Phoaus_g10128.t1	Phoaus_937_15
Phoaus_g10129.t1	Phoaus_937_16
Phoaus_g10130.t1	Phoaus_937_17
Phoaus_g10131.t1	Phoaus_937_18
Phoaus_g10132.t1	Phoaus_937_19
Phoaus_g10133.t1	Phoaus_937_20
Phoaus_g10134.t1	Phoaus_937_21
Phoaus_g10135.t1	Phoaus_937_22
Phoaus_g10136.t1	Phoaus_937_23
Phoaus_g10137.t1	Phoaus_937_24
Phoaus_g10138.t1	Phoaus_937_25
Phoaus_g10139.t1	Phoaus_937_26
Phoaus_g19998.t1	Phoaus_938_1
Phoaus_g19999.t1	Phoaus_939_1
Phoaus_g20000.t1	Phoaus_940_1
Phoaus_g20001.t1	Phoaus_941_1
Phoaus_g20002.t1	Phoaus_942_1
Phoaus_g20003.t1	Phoaus_943_1
Phoaus_g10140.t1	Phoaus_944_1
Phoaus_g10141.t1	Phoaus_944_2
Phoaus_g10142.t1	Phoaus_944_3
Phoaus_g10143.t1	Phoaus_944_4
Phoaus_g10144.t1	Phoaus_944_5
Phoaus_g10145.t1	Phoaus_944_6
Phoaus_g10146.t1	Phoaus_944_7
Phoaus_g10147.t1	Phoaus_944_8
Phoaus_g10148.t1	Phoaus_944_9
Phoaus_g10149.t1	Phoaus_944_10
Phoaus_g10150.t1	Phoaus_944_11
Phoaus_g10151.t1	Phoaus_944_12
Phoaus_g10152.t1	Phoaus_944_13
Phoaus_g10153.t1	Phoaus_944_14
Phoaus_g10154.t1	Phoaus_944_15
Phoaus_g10155.t1	Phoaus_944_16
Phoaus_g10156.t1	Phoaus_944_17
Phoaus_g10157.t1	Phoaus_944_18
Phoaus_g10158.t1	Phoaus_944_19
Phoaus_g10159.t1	Phoaus_944_20
Phoaus_g10160.t1	Phoaus_944_21
Phoaus_g10161.t1	Phoaus_944_22
Phoaus_g10162.t1	Phoaus_944_23
Phoaus_g10163.t1	Phoaus_944_24
Phoaus_g10164.t1	Phoaus_944_25
Phoaus_g10165.t1	Phoaus_944_26
Phoaus_g10166.t1	Phoaus_944_27
Phoaus_g10167.t1	Phoaus_944_28
Phoaus_g10168.t1	Phoaus_944_29
Phoaus_g20004.t1	Phoaus_945_1
Phoaus_g20005.t1	Phoaus_946_1
Phoaus_g10169.t1	Phoaus_947_1
Phoaus_g10170.t1	Phoaus_947_2
Phoaus_g10171.t1	Phoaus_947_3
Phoaus_g10172.t1	Phoaus_947_4
Phoaus_g10173.t1	Phoaus_947_5
Phoaus_g10174.t1	Phoaus_947_6
Phoaus_g10175.t1	Phoaus_947_7
Phoaus_g10176.t1	Phoaus_947_8
Phoaus_g10177.t1	Phoaus_947_9
Phoaus_g10178.t1	Phoaus_947_10
Phoaus_g10179.t1	Phoaus_947_11
Phoaus_g10180.t1	Phoaus_947_12
Phoaus_g10181.t1	Phoaus_947_13
Phoaus_g10182.t1	Phoaus_947_14
Phoaus_g10183.t1	Phoaus_947_15
Phoaus_g10184.t1	Phoaus_947_16
Phoaus_g10185.t1	Phoaus_947_17
Phoaus_g10186.t1	Phoaus_947_18
Phoaus_g10187.t1	Phoaus_947_19
Phoaus_g10188.t1	Phoaus_947_20
Phoaus_g10189.t1	Phoaus_947_21
Phoaus_g10190.t1	Phoaus_947_22
Phoaus_g10191.t1	Phoaus_947_23
Phoaus_g10192.t1	Phoaus_947_24
Phoaus_g10193.t1	Phoaus_947_25
Phoaus_g20006.t1	Phoaus_948_1
Phoaus_g20007.t1	Phoaus_949_1
Phoaus_g20008.t1	Phoaus_950_1
Phoaus_g10194.t1	Phoaus_951_1
Phoaus_g10195.t1	Phoaus_951_2
Phoaus_g10196.t1	Phoaus_951_3
Phoaus_g10197.t1	Phoaus_951_4
Phoaus_g10198.t1	Phoaus_951_5
Phoaus_g10199.t1	Phoaus_951_6
Phoaus_g10200.t1	Phoaus_951_7
Phoaus_g10201.t1	Phoaus_951_8
Phoaus_g10202.t1	Phoaus_951_9
Phoaus_g10203.t1	Phoaus_951_10
Phoaus_g10204.t1	Phoaus_951_11
Phoaus_g10205.t1	Phoaus_951_12
Phoaus_g10206.t1	Phoaus_951_13
Phoaus_g10207.t1	Phoaus_951_14
Phoaus_g10208.t1	Phoaus_951_15
Phoaus_g10209.t1	Phoaus_951_16
Phoaus_g10210.t1	Phoaus_951_17
Phoaus_g10211.t1	Phoaus_951_18
Phoaus_g10212.t1	Phoaus_951_19
Phoaus_g10213.t1	Phoaus_951_20
Phoaus_g10214.t1	Phoaus_951_21
Phoaus_g10215.t1	Phoaus_951_22
Phoaus_g10216.t1	Phoaus_951_23
Phoaus_g20009.t1	Phoaus_952_1
Phoaus_g20010.t1	Phoaus_953_1
Phoaus_g20011.t1	Phoaus_954_1
Phoaus_g10217.t1	Phoaus_955_1
Phoaus_g10218.t1	Phoaus_955_2
Phoaus_g10219.t1	Phoaus_955_3
Phoaus_g10220.t1	Phoaus_955_4
Phoaus_g10221.t1	Phoaus_955_5
Phoaus_g10222.t1	Phoaus_955_6
Phoaus_g10223.t1	Phoaus_955_7
Phoaus_g10224.t1	Phoaus_955_8
Phoaus_g10225.t1	Phoaus_955_9
Phoaus_g10226.t1	Phoaus_955_10
Phoaus_g10227.t1	Phoaus_955_11
Phoaus_g10228.t1	Phoaus_955_12
Phoaus_g10229.t1	Phoaus_955_13
Phoaus_g10230.t1	Phoaus_955_14
Phoaus_g10231.t1	Phoaus_955_15
Phoaus_g10232.t1	Phoaus_955_16
Phoaus_g10233.t1	Phoaus_955_17
Phoaus_g10234.t1	Phoaus_955_18
Phoaus_g10235.t1	Phoaus_955_19
Phoaus_g10236.t1	Phoaus_955_20
Phoaus_g10237.t1	Phoaus_955_21
Phoaus_g10238.t1	Phoaus_955_22
Phoaus_g10239.t1	Phoaus_955_23
Phoaus_g10240.t1	Phoaus_955_24
Phoaus_g10241.t1	Phoaus_955_25
Phoaus_g20012.t1	Phoaus_956_1
Phoaus_g20013.t1	Phoaus_957_1
Phoaus_g20014.t1	Phoaus_958_1
Phoaus_g20015.t1	Phoaus_959_1
Phoaus_g10242.t1	Phoaus_960_1
Phoaus_g10243.t1	Phoaus_960_2
Phoaus_g10244.t1	Phoaus_960_3
Phoaus_g10245.t1	Phoaus_960_4
Phoaus_g10246.t1	Phoaus_960_5
Phoaus_g10247.t1	Phoaus_960_6
Phoaus_g10248.t1	Phoaus_960_7
Phoaus_g10249.t1	Phoaus_960_8
Phoaus_g10250.t1	Phoaus_960_9
Phoaus_g10251.t1	Phoaus_960_10
Phoaus_g10252.t1	Phoaus_960_11
Phoaus_g10253.t1	Phoaus_960_12
Phoaus_g10254.t1	Phoaus_960_13
Phoaus_g10255.t1	Phoaus_960_14
Phoaus_g10256.t1	Phoaus_960_15
Phoaus_g10257.t1	Phoaus_960_16
Phoaus_g10258.t1	Phoaus_960_17
Phoaus_g10259.t1	Phoaus_960_18
Phoaus_g10260.t1	Phoaus_960_19
Phoaus_g10261.t1	Phoaus_960_20
Phoaus_g10262.t1	Phoaus_960_21
Phoaus_g10263.t1	Phoaus_960_22
Phoaus_g10264.t1	Phoaus_960_23
Phoaus_g20016.t1	Phoaus_961_1
Phoaus_g20017.t1	Phoaus_962_1
Phoaus_g20018.t1	Phoaus_963_1
Phoaus_g10265.t1	Phoaus_964_1
Phoaus_g10266.t1	Phoaus_964_2
Phoaus_g10267.t1	Phoaus_964_3
Phoaus_g10268.t1	Phoaus_964_4
Phoaus_g10269.t1	Phoaus_964_5
Phoaus_g10270.t1	Phoaus_964_6
Phoaus_g10271.t1	Phoaus_964_7
Phoaus_g10272.t1	Phoaus_964_8
Phoaus_g10273.t1	Phoaus_964_9
Phoaus_g10274.t1	Phoaus_964_10
Phoaus_g10275.t1	Phoaus_964_11
Phoaus_g10276.t1	Phoaus_964_12
Phoaus_g10277.t1	Phoaus_964_13
Phoaus_g10278.t1	Phoaus_964_14
Phoaus_g10279.t1	Phoaus_964_15
Phoaus_g10280.t1	Phoaus_964_16
