Aano_EGB05519	PHD SNF2_N Helicase_C
Morvir_scaffold17.g143.t3	PHD PHD Chromo SNF2_N
Morvir_scaffold182.g11.t1	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD Bromodomain
Morvir_scaffold18.g40.t2	PHD PHO4
Morvir_scaffold192.g39.t1	PHD
Morvir_scaffold1.g18.t2	Aldedh RVT_1 PHD Aldedh
Morvir_scaffold218.g10.t2	ubiquitin TTD PHD SAD_SRA
Morvir_scaffold233.g32.t2	RVT_1 PHD Ras
Morvir_scaffold242.g27.t1	WSD PHD PHD Bromodomain
Morvir_scaffold24.g67.t1	MBD PHD Bromodomain
Morvir_scaffold263.g3.t2	RVT_1 PHD Proteasome_A_N Proteasome
Morvir_scaffold2848.g1.t1	RVT_1 PHD
Morvir_scaffold2.g47.t1	ATP-synt_D RVT_1 PHD ATP-synt_D
Morvir_scaffold309.g17.t1	PHD
Morvir_scaffold320.g15.t1	Requiem_N PHD
Morvir_scaffold329.g9.t1	PHD_2 zf-HC5HC2H_2
Morvir_scaffold329.g9.t2	PHD_2 zf-HC5HC2H_2
Morvir_scaffold377.g11.t1	PHD_2 zf-HC5HC2H_2
Morvir_scaffold403.g25.t1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Morvir_scaffold429.g11.t1	PHD zf-HC5HC2H_2 PHD
Morvir_scaffold434.g2.t1	S1 RVT_1 PHD EIF_2_alpha
Morvir_scaffold437.g15.t1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2
Morvir_scaffold48.g13.t1	Bromo_TP PHD
Morvir_scaffold56.g37.t3	BRO1 RVT_1 PHD BRO1 ALIX_LYPXL_bnd
Morvir_scaffold576.g6.t1	DDT PHD PHD PHD Bromodomain
Morvir_scaffold5.g135.t1	RVT_1 PHD WD40 WD40 WD40 WD40
Morvir_scaffold63.g42.t1	HARE-HTH ASXH PHD_3
Morvir_scaffold666.g5.t1	PHD
Morvir_scaffold707.g4.t2	Vps26 RVT_1 PHD Vps26
Morvir_scaffold70.g6.t1	MH1 MH1 zf-HC5HC2H PHD
Morvir_scaffold74.g6.t1	PHD
Morvir_scaffold80.g50.t1	PHD FYRN FYRC SET
Morvir_scaffold92.g50.t2	RVT_1 PHD Rsm22 Rsm22
Morvir_scaffold96.g6.t1	PHD
Morvir_scaffold97.g34.t1	PHD PHF12_MRG_bd
Morvir_scaffold98.g44.t1	PHD
Mpus_XP_003054763.1	BAH PHD
Mpus_XP_003056132.1	PHD DNA_methylase
Mpus_XP_003056829.1	PHD
Mpus_XP_003057053.1	zf-C3HC4_2 PHD
Mpus_XP_003057894.1	ResIII Helicase_C PHD
Mpus_XP_003058057.1	PHD
Mpus_XP_003058521.1	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H
Mpus_XP_003059740.1	PHD Homeodomain
Mpus_XP_003060384.1	PHD
Mpus_XP_003060656.1	PHD_2
Mpus_XP_003060719.1	zf-TAZ PHD HAT_KAT11 ZZ zf-TAZ
Mpus_XP_003060826.1	PHD_2 zf-HC5HC2H_2
Mpus_XP_003060842.1	PHD
Mpus_XP_003061284.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PLU-1 PHD
Mpus_XP_003061858.1	PHD
Mpus_XP_003061887.1	PHD SET
Mpus_XP_003061998.1	PHD PHD Chromo SNF2_N Helicase_C
Mpus_XP_003062434.1	PHD_2 zf-HC5HC2H_2 SET
Mpus_XP_003062753.1	SET PHD SAND
Mpus_XP_003063360.1	PHD AAA_16 AAA_lid_10
Mpus_XP_003063774.1	PHD
Mvib_comp12187_c3_seq1_fr4	PHD Chromo SNF2_N
Mvib_comp13484_c1_seq1_fr6	PHD
Mvib_comp13710_c2_seq1_fr4	WSD PHD
Mvib_comp14412_c2_seq1_fr4	PHD
Mvib_comp15088_c1_seq1_fr6	PHD TFIIS_M SPOC
Mvib_comp15208_c0_seq1_fr6	PHD
Mvib_comp15208_c1_seq1_fr5	PHD
Mvib_comp335476_c0_seq1_fr6	PHD_2
Mvib_comp5121_c1_seq1_fr6	PHD
Ncra_EAA26920	EPL1 PHD_2 zf-HC5HC2H_2
Ncra_EAA27451	PHD
Ncra_EAA28230	PHD
Ncra_EAA29177	BAH PHD_2 zf-HC5HC2H_2
Ncra_EAA29370	PHD
Ncra_EAA29551	PHD TFIIS_M SPOC
Ncra_EAA30995	PHD_4 zf-MYST MOZ_SAS
Ncra_EAA32368	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Ncra_EAA32915	PHD
Ncra_EAA33294	PHD AAA_16 ORC4_C
Ncra_EAA33848	PHD
Ncra_EAA34598	PHD
Ncra_EAA35348	PHD
Ncra_ESA43811	PHD
Ngad_EWM22064	Myb_DNA-binding PHD_2
Ngad_EWM24254	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2 zf-HC5HC2H zf-HC5HC2H_2 Bromodomain
Ngad_EWM24560	Bromodomain PHD Chromo SNF2_N Helicase_C PHD
Ngad_EWM25130	PHD_2
Ngad_EWM25416	2OG-FeII_Oxy_3 PHD PHD
Ngad_EWM25806	PHD WSD Bromodomain
Ngad_EWM25918	Bromodomain PHD PHD zf-HC5HC2H FYRN SET
Ngad_EWM26103	PHD
Ngad_EWM26379	PHD_2
Ngad_EWM28778	PLU-1 PLU-1 PLU-1 PLU-1 PHD
Ngad_EWM29490	zf-TAZ Bromodomain PHD
Ngru_EFC36804	PHD
Ngru_EFC46079	PHD
Nk52_evm10s559	JmjN ARID PHD JmjC PHD PHD PHD
Nk52_evm13s227	PHD zf-MYST MOZ_SAS
Nk52_evm1s136	PHD SET
Nk52_evm20s224	PHD
Nk52_evm2s393	PHD
Nk52_evm33s2579	HMG_box PHD
Nk52_evm38s2152	PHD
Nk52_evm3s239	PHD_2 zf-HC5HC2H_2
Nk52_evm45s2657	PHD zf-CpG_bind_C
Nk52_evm48s2391	PHD
Nk52_evm4s212	EPL1 PHD_2 zf-HC5HC2H_2
Nk52_evm5s162	zf-RING_2 PHD
Nk52_evm5s330	PHD
Nk52_evm66s236	zf-RING_2 PHD
Nk52_evm79s221	RAMA PHD zf-HC5HC2H FYRN FYRC SET
Nk52_evm7s163	PHD
Nk52_evm7s462	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Nk52_evm90s223	PHD SPOC
Nk52_evm9s128	FYRN FYRC WSD PHD
Notgen_g10103.t1	PHD
Notgen_g10399.t1	PHD SAM_1
Notgen_g10466.t1	JHD zf-CXXC PHD_4 F-box-like
Notgen_g10808.t1	PHD
Notgen_g11045.t1	YqaJ PHD
Notgen_g11201.t1	PHD PHF12_MRG_bd PHD
Notgen_g1146.t1	PHD SET SET
Notgen_g11497.t1	PHD Pkinase KELK DMPK_coil C1_1 CNH
Notgen_g11823.t1	PHD
Notgen_g13158.t1	DnaJ PHD Lipase_GDSL_2
Notgen_g15259.t1	RNase_H PHD
Notgen_g15634.t1	PHD
Notgen_g15891.t1	ASXH PHD_3
Notgen_g17607.t1	JmjN ARID PHD
Notgen_g18902.t1	YqaJ PHD
Notgen_g20472.t1	PHD
Notgen_g20558.t1	HTH_psq DDE_1 PHD
Notgen_g2061.t1	PHD
Notgen_g20916.t1	DnaJ PHD Lipase_GDSL_2
Notgen_g21075.t1	FTCD_N DUF1280 PHD
Notgen_g21261.t1	DDE_1 PHD
Notgen_g21387.t1	PHD
Notgen_g22494.t1	PHD JmjC JHD
Notgen_g22967.t1	PHD
Notgen_g2503.t1	DnaJ PHD Lipase_GDSL_2
Notgen_g25059.t1	PIF1 PHD
Notgen_g26414.t1	PHD_2 zf-HC5HC2H_2
Notgen_g26529.t1	zf-HC5HC2H PHD PHD PHD PHD PHD
Notgen_g2659.t1	zf-HC5HC2H PHD
Notgen_g2662.t1	YqaJ PHD
Notgen_g2677.t1	PHD zf-HC5HC2H_2 PHD
Notgen_g27227.t1	Linker_histone PHD zf-C2HC zf-MYST MOZ_SAS
Notgen_g2741.t1	PHD
Notgen_g27830.t1	DUF1280 PHD
Notgen_g28342.t1	PHD Integrase_H2C2 rve
Notgen_g28391.t1	PHD
Notgen_g28420.t1	rve PHD rve
Notgen_g28637.t1	Tudor-knot Tudor_2 PHD
Notgen_g28659.t1	DDE_1 PHD
Notgen_g29101.t1	zf-RING_2 PHD
Notgen_g29154.t1	PHD
Notgen_g29155.t1	PHD
Notgen_g29216.t1	PIF1 PHD
Notgen_g29472.t1	PHD
Notgen_g29474.t1	PHD
Notgen_g29796.t1	MULE Peptidase_C48 PHD
Notgen_g30414.t1	PIF1 PHD
Notgen_g30913.t1	PHD PHD Bromodomain
Notgen_g31164.t1	PHD
Notgen_g31224.t1	PHD
Notgen_g31882.t1	PIF1 PHD
Notgen_g32013.t1	PHD
Notgen_g32348.t1	PHD
Notgen_g3312.t1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Notgen_g3327.t1	PHD
Notgen_g33582.t1	PHD BRK TFIIS_M SPOC
Notgen_g34336.t1	JHD zf-CXXC PHD_4 F-box-like
Notgen_g34480.t1	PHD
Notgen_g34889.t1	DUF1280 PHD
Notgen_g35385.t1	PHD
Notgen_g35939.t1	RT_RNaseH PHD
Notgen_g36329.t1	PHD
Notgen_g36429.t1	WAC_Acf1_DNA_bd WHIM1 WSD PHD PHD
Notgen_g36785.t1	HTH_psq DDE_1 PHD
Notgen_g36888.t1	DDT WHIM1 WSD PHD Bromodomain
Notgen_g36931.t1	JmjC zf-C5HC2 PLU-1 PHD
Notgen_g37061.t1	CHDNT PHD PHD Chromo SNF2_N SNF2_N Helicase_C DUF1087 Helicase_C DUF1087 DUF1086 CHDCT2
Notgen_g37365.t1	DUF1280 PHD
Notgen_g37890.t1	gag-asp_proteas RVT_1 RT_RNaseH PHD Integrase_H2C2 rve
Notgen_g38324.t1	PHD
Notgen_g38629.t1	PHD
Notgen_g38959.t1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Notgen_g39034.t1	RT_RNaseH PHD Integrase_H2C2
Notgen_g39178.t1	RT_RNaseH_2 PHD Integrase_H2C2
Notgen_g40077.t1	HTH_psq DDE_1 PHD
Notgen_g40116.t1	DnaJ PHD Lipase_GDSL_2
Notgen_g40560.t1	DUF1280 PHD
Notgen_g40755.t1	RT_RNaseH PHD Integrase_H2C2 rve
Notgen_g41083.t1	PHD
Notgen_g4124.t1	PHD
Notgen_g41679.t1	gag-asp_proteas RT_RNaseH PHD
Notgen_g4189.t1	DnaJ PHD Lipase_GDSL_2
Notgen_g42068.t1	PHD PHD
Notgen_g42230.t1	PHD_2
Notgen_g42248.t1	PHD
Notgen_g42595.t1	PHD
Notgen_g4419.t1	ubiquitin TTD PHD SAD_SRA SAD_SRA
Notgen_g5537.t1	MBD MBD DDT DDT PHD Bromodomain
Notgen_g5540.t1	PHD
Notgen_g5547.t1	HTH_psq DDE_1 PHD
Notgen_g608.t1	zf-CXXC PHD zf-HC5HC2H FYRN FYRC SET
Notgen_g6560.t1	PHD
Notgen_g7191.t1	RVT_1 RT_RNaseH_2 PHD
Notgen_g723.t1	PHD
Notgen_g7367.t1	PHD
Notgen_g793.t1	PHD
Notgen_g8103.t1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Notgen_g9380.t1	EPL1 PHD_2 zf-HC5HC2H_2
Notgen_g9443.t1	p450 Bromodomain zf-CCHC RVT_1 RT_RNaseH PHD Integrase_H2C2 rve
Notgen_g9657.t1	Requiem_N PHD
Nutlon_comp10014_c0_seq1.p1	PHD
Nutlon_comp15913_c1_seq1.p1	PHD
Nutlon_comp16130_c0_seq1.p1	PHD
Nutlon_comp18308_c0_seq1.p1	PHD TFIIS_M
Nutlon_comp18533_c0_seq1.p1	PHD
Nutlon_comp19150_c0_seq1.p1	PHD
Nutlon_comp21565_c0_seq1.p1	PHD PHD
Nutlon_comp21778_c0_seq2.p1	PHD
Nutlon_comp22292_c0_seq1.p1	PHD
Nutlon_comp22292_c0_seq2.p1	PHD
Nutlon_comp29667_c0_seq1.p2	PHD JmjC
Nutlon_comp30661_c0_seq1.p1	PHD
Nutlon_comp8464_c0_seq1.p1	PHD
Nvec_NVE10129	PHD
Nvec_NVE13168	PHD SET
Nvec_NVE13242	PHD zf-CXXC zf-CpG_bind_C
Nvec_NVE13874	RVT_1 PHD PH Actin
Nvec_NVE14047	Bromo_TP PHD
Nvec_NVE14563	PHD PHD Bromodomain
Nvec_NVE14906	PHD PHD
Nvec_NVE14978	PHD_2
Nvec_NVE15405	PHD zf-C2HC zf-MYST MOZ_SAS
Nvec_NVE15530	HARE-HTH ASXH PHD_3
Nvec_NVE15670	RVT_1 PHD
Nvec_NVE16359	zf-RING_2 PHD
Nvec_NVE16417	PHD
Nvec_NVE16817	PHF12_MRG_bd PHD FHA
Nvec_NVE16953	zf-CXXC PHD FYRN FYRC SET
Nvec_NVE17114	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD
Nvec_NVE17345	Linker_histone PHD SAM_1
Nvec_NVE17473	PHD
Nvec_NVE17616	PHD_2 zf-HC5HC2H_2
Nvec_NVE17647	PHD zf-HC5HC2H_2 PHD PHD
Nvec_NVE18201	PHD zf-HC5HC2H FYRC FYRC SET
Nvec_NVE19383	PWWP PHD PWWP AWS SET C5HCH
Nvec_NVE2087	zf-RING_UBOX zf-B_box zf-B_box PHD Bromodomain
Nvec_NVE23199	Requiem_N PHD
Nvec_NVE2340	PHD
Nvec_NVE24494	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Nvec_NVE24705	TTD PHD SAD_SRA
Nvec_NVE25868	RVT_1 PHD
Nvec_NVE25944	Linker_histone PHD PHD zf-C2HC zf-MYST MOZ_SAS
Nvec_NVE26075	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Nvec_NVE3543	PHD
Nvec_NVE3571	zf-HC5HC2H PHD PHD PHD FYRN FYRC SET
Nvec_NVE3572	PHD PHD
Nvec_NVE4435	PHD
Nvec_NVE457	PHD JmjC JHD
Nvec_NVE5374	PHD
Nvec_NVE7060	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD PHD Bromodomain
Nvec_NVE7118	PHD PHD
Nvec_NVE8012	PHD_2 zf-HC5HC2H_2
Nvec_NVE8558	PHD_2
Nvec_NVE8980	JmjC zf-C5HC2 PLU-1 PHD
Ocar_g1842.t1	PHD TFIIS_M SPOC
Ocar_g2500.t1	PHD SET
Ocar_g2827.t1	PHD
Ocar_g4178.t1	EPL1 PHD_2 zf-HC5HC2H_2
Ocar_g4342.t1	PHD_2 zf-HC5HC2H_2
Ocar_g4398.t1	Methyltransf_10 PHD PHD
Ocar_g5245.t1	DDT WHIM1 WSD PHD
Ocar_g6821.t1	PHD
Ocar_g8494.t1	Tudor_2 PHD
Ocar_g9740.t1	PHD zf-HC5HC2H_2
Ocar_g9742.t1	ubiquitin TTD PHD SAD_SRA
Otau_XP_003078017.2	PWWP PHD HMG_box SAND PHD_2 zf-HC5HC2H_2 zf-CW SET
Otau_XP_003078459.1	BAH PHD
Otau_XP_003078710.1	PHD
Otau_XP_003078722.2	PHD_2 zf-HC5HC2H SNF2_N
Otau_XP_003079059.2	PHD AAA AAA_lid_10
Otau_XP_003079461.1	PHD
Otau_XP_003082957.2	PHD Homeodomain
Otau_XP_022838201.1	PHD
Otau_XP_022838519.1	zf-HC5HC2H_2
Otau_XP_022838808.1	zf-TAZ PHD HAT_KAT11 ZZ zf-TAZ
Otau_XP_022840230.1	ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PLU-1 PHD PHD
Otau_XP_022840749.1	PHD
Otau_XP_022840972.1	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Otau_XP_022841174.1	zf-RING_2 PHD
Oxytri_EJY65210	PHD
Oxytri_EJY65932	PHD_2 zf-HC5HC2H_2
Oxytri_EJY66394	PHD_2
Oxytri_EJY67062	PHD zf-HC5HC2H_2
Oxytri_EJY71586	PHD_2 zf-HC5HC2H_2
Oxytri_EJY76301	PLU-1 PHD
Oxytri_EJY79378	PHD
Oxytri_EJY79539	BAH PHD
Oxytri_EJY79569	PHD_2 zf-HC5HC2H_2
Oxytri_EJY79922	Bromodomain PHD PHD zf-HC5HC2H SET
Oxytri_EJY81162	PHD PHD
Oxytri_EJY82059	PHD zf-HC5HC2H_2
Oxytri_EJY82600	zf-HC5HC2H PHD
Oxytri_EJY83943	PHD_2
Oxytri_EJY84565	PHD DDT WSD
Oxytri_EJY86276	PHD
Oxytri_EJY86996	ING PHD
Oxytri_EJY87604	PHD
Pavlsp_1055644	PHD
Pavlsp_138252	PHD
Pavlsp_372597	PHD_2
Pavlsp_518530	PHD
Pavlsp_556189	PHD_2 zf-HC5HC2H_2
Pavlsp_556958	PHD
Pavlsp_562613	PHD
Pavlsp_576088	PHD
Pavlsp_595378	PHD
Pavlsp_598144	PHD_2
Pavlsp_617284	PHD_2 zf-HC5HC2H_2
Pavlsp_833661	PHD PHD
Pavlsp_834762	PHD
Pavlsp_835545	PHD
Pavlsp_848065	PHD
Pavlsp_856476	PHD zf-C2H2_6 zf-C2H2_6 zf-C2H2_6 zf-C2H2_6 zf-C2H2_6 zf-CXXC
Pavlsp_867601	PHD AAA Cdc6_C
Pavlsp_880870	PHD Agenet
Pavlsp_984022	DnaJ PHD
Pavlsp_986739	zf-RING_2 PHD
Pbla_XP_018283453.1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Pbla_XP_018284924.1	PHD_2
Pbla_XP_018288411.1	PHD_2 zf-HC5HC2H_2
Pbla_XP_018291544.1	PHD SET
Pbla_XP_018292821.1	PHD
Pbla_XP_018293885.1	RCC1 RCC1 RCC1 RCC1 RCC1 PHD
Pbla_XP_018294269.1	PHD
Pbla_XP_018294543.1	PHD
Pbla_XP_018296376.1	PHD
Pbla_XP_018296506.1	PHD
Pbla_XP_018296567.1	PHD
Pbla_XP_018296665.1	PHD
Pbla_XP_018296843.1	PHD
Pbla_XP_018298073.1	BAH PHD
Pbla_XP_018298082.1	BAH PHD Myb_DNA-binding PHD zf-HC5HC2H_2
Pbla_XP_018298268.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Perkma_EEQ98218	PHD zf-HC5HC2H_2 zf-HC5HC2H_2
Perkma_EEQ99334	PHD_2 zf-HC5HC2H_2 zf-HC5HC2H_2
Perkma_EER04439	Integrase_H2C2 PHD
Perkma_EER04697	PHD_2 zf-HC5HC2H_2 DEAD
Perkma_EER05100	PHD
Perkma_EER08397	PHD zf-HC5HC2H_2
Perkma_EER12826	PHD Hist_deacetyl
Perkma_EER16492	PHD zf-HC5HC2H_2 zf-HC5HC2H_2
Perkma_EER18295	SRP68 PHD
Perkma_EER20299	PHD_2 zf-HC5HC2H_2
Perkma_EER20710	PHD
Pfal_CAB11121	zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Pfal_CAG25058	PHD SNF2_N Helicase_C
Pfal_CZT98330	zf-HC5HC2H zf-HC5HC2H PHD
Pfal_CZT99081	PHD EELM2
Phakir_PHAKIR_01292.mRNA.1	PWWP PHD
Phakir_PHAKIR_01801.mRNA.1	GATA PHD
Phakir_PHAKIR_02010.mRNA.1	PHD
Phakir_PHAKIR_11469.mRNA.2	PHD PHD
Phakir_PHAKIR_11469.mRNA.3	PHD PHD
Phakir_PHAKIR_11469.mRNA.4	PHD PHD
Phatri_Phatr3_EG00951.p1	PLU-1 PLU-1 PHD PHD
Phatri_Phatr3_EG02078.p1	PHD_2 zf-HC5HC2H_2 zf-HC5HC2H_2
Phatri_Phatr3_EG02302.p1	PHD
Phatri_Phatr3_J15937.p1	PWWP Bromodomain PHD zf-HC5HC2H FYRN FYRC SET
Phatri_Phatr3_J33896.p1	PHD PHD
Phatri_Phatr3_J42820.p1	PHD PWWP
Phatri_Phatr3_J42822.p1	PHD DIRP
Phatri_Phatr3_J43759.p1	PHD
Phatri_Phatr3_J45764.p1	KIX_2 zf-TAZ Bromodomain PHD HAT_KAT11 zf-TAZ
Phatri_Phatr3_J45954.p1	PHD PHD
Phatri_Phatr3_J48135.p1	PHD
Phatri_Phatr3_J6915.p1	PHD Bromodomain SET
Phoaus_g12144.t1	WSD PHD PHD Bromodomain
Phoaus_g12156.t1	zf-RING_2 PHD
Phoaus_g1410.t1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Phoaus_g14246.t1	PHD
Phoaus_g14344.t1	PHD_2 zf-HC5HC2H_2
Phoaus_g14649.t1	PHD zf-HC5HC2H_2 PHD PHD
Phoaus_g15193.t1	PHD SAM_1
Phoaus_g16125.t1	PHD
Phoaus_g16788.t1	PHD BRK TFIIS_M SPOC
Phoaus_g18259.t1	PHD
Phoaus_g18264.t1	zf-B_box zf-B_box PHD Bromodomain
Phoaus_g18364.t1	PHD zf-CXXC zf-CpG_bind_C zf-CpG_bind_C
Phoaus_g19347.t1	Integrase_H2C2 rve Peptidase_C48 PHD
Phoaus_g2351.t1	DDT PHD PHD Bromodomain
Phoaus_g2501.t1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Phoaus_g2757.t1	zf-HC5HC2H PHD PHD PHD zf-HC5HC2H_2 FYRN FYRC SET
Phoaus_g3133.t1	MBD DDT WSD PHD Bromodomain
Phoaus_g3273.t1	Requiem_N PHD
Phoaus_g3566.t1	EPL1 PHD_2 zf-HC5HC2H_2
Phoaus_g4159.t1	zf-CXXC PHD zf-HC5HC2H FYRN FYRC SET
Phoaus_g4943.t1	Integrase_H2C2 rve PHD
Phoaus_g5040.t1	PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Phoaus_g5041.t1	JmjN JmjC Activator_LAG-3 PHD_2 zf-HC5HC2H_2
Phoaus_g5257.t1	PHD
Phoaus_g5854.t1	PHD
Phoaus_g6130.t1	PHD PHF12_MRG_bd
Phoaus_g6149.t1	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD Bromodomain
Phoaus_g639.t1	PHD
Phoaus_g6500.t1	JHD zf-CXXC PHD_4 F-box
Phoaus_g6964.t1	ubiquitin TTD PHD SAD_SRA
Phoaus_g6992.t1	PHD Cupin_8 JHD
Phoaus_g7055.t1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Phoaus_g7296.t1	PHD
Phoaus_g7977.t1	PHD zf-MYST MOZ_SAS
Phoaus_g797.t1	PHD
Phoaus_g8276.t1	Tudor_2 PHD Mtf2_C
Phoaus_g9400.t1	HARE-HTH ASXH PHD_3
Pinf_PITG_00426T0	PHD
Pinf_PITG_00474T0	AWS SET PHD
Pinf_PITG_00676T0	PHD RCC1 RCC1 RCC1 RCC1 RCC1
Pinf_PITG_00982T0	PHD DDT WHIM1 WSD PHD
Pinf_PITG_01850T0	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2 zf-HC5HC2H zf-HC5HC2H_2 Kinesin
Pinf_PITG_02800T0	PLU-1 PHD
Pinf_PITG_03401T0	Bromodomain PHD Chromo SNF2_N Helicase_C PHD zf-HC5HC2H PHD
Pinf_PITG_04002T0	PWWP PHD
Pinf_PITG_04712T0	PHD Bromodomain
Pinf_PITG_05279T0	PHD_2 zf-HC5HC2H_2
Pinf_PITG_05635T0	aGPT-Pplase1 PHD
Pinf_PITG_05692T0	PHD SET
Pinf_PITG_06818T0	PHD_2 WHIM1
Pinf_PITG_10083T0	Chromo SNF2_N Helicase_C PHD_2 zf-HC5HC2H_2
Pinf_PITG_11272T0	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Pinf_PITG_13029T0	DDT Bromodomain PHD Bromodomain PHD
Pinf_PITG_13173T0	PHD PHD
Pinf_PITG_17767T0	PHD zf-CW zf-CW zf-CW
Pinf_PITG_19146T0	PHD
Pinf_PITG_20086T0	PHD
Pinf_PITG_20249T0	PHD
Pinf_PITG_23160T0	PHD AP2
Pisp_OUM62135.1	EPL1 PHD_2 zf-HC5HC2H_2
Pisp_OUM63822.1	PHD
Pisp_OUM64682.1	GATA PHD
Pisp_OUM66835.1	PHD_2 zf-HC5HC2H_2
Pisp_OUM66836.1	BAH PHD
Pisp_OUM69851.1	PHD
Plabra_CEO95151	PHD
Plabra_CEO95285	PHD
Plabra_CEO95977	zf-C3HC4_3 PHD_2 zf-HC5HC2H_2
Plabra_CEO96166	PHD
Plabra_CEO97891	PHD_2 zf-HC5HC2H_2
Plabra_CEO98112	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2 zf-HC5HC2H_2
Plabra_CEO98652	PHD_2 zf-HC5HC2H_2 ORC3_N
Plabra_CEO99393	PHD TFIIS_M SPOC
Plabra_CEP00636	PHD
Plabra_CEP01627	PHD zf-HC5HC2H FYRN
Plabra_CEP02294	PHD Cohesin_HEAT Nipped-B_C
Plabra_CEP02409	PHD
Plabra_CEP03036	PHD
Plafun_PRP73474	PHD zf-CpG_bind_C
Plafun_PRP73910	PHD
Plafun_PRP75743	EPL1 PHD_2 zf-HC5HC2H_2
Plafun_PRP76192	PHD
Plafun_PRP76419	WSD PHD
Plafun_PRP77170	PHD SAD_SRA zf-C3HC4_3
Plafun_PRP77583	SNF2_N PHD Bromodomain Bromodomain Helicase_C
Plafun_PRP77600	PHD
Plafun_PRP77613	PHD
Plafun_PRP77672	PWWP PHD UCH
Plafun_PRP78103	PHD
Plafun_PRP78367	PHD zf-HC5HC2H_2 FYRN SET
Plafun_PRP79275	PHD PHD
Plafun_PRP79815	Ribosomal_L36 PHD JHD
Plafun_PRP81269	PHD
Plafun_PRP81272	PHD
Plafun_PRP81468	PHD
Plafun_PRP81976	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 CHDCT2
Plafun_PRP82326	PHD
Plafun_PRP83552	PHD TFIIS_M SPOC
Plafun_PRP84253	PHD Cohesin_HEAT Nipped-B_C
Plafun_PRP84532	PHD PHD PHD Pkinase_Tyr
Plafun_PRP84581	PHD
Plafun_PRP85416	EPL1 PHD_2 zf-HC5HC2H_2 PHD
Plafun_PRP85562	PHD Homeodomain
Plafun_PRP86615	Bromodomain PHD
Plafun_PRP87718	dUTPase PHD Guanylate_kin
Plafun_PRP88151	PHD
Plamic_ANCSI_00291.mRNA.1	zf-RING_2 PHD
Plamic_ANCSI_01307.mRNA.1	PHD PHD Bromodomain PHD PHD zf-HC5HC2H FYRN FYRC SET
Plamic_ANCSI_05280.mRNA.1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Plamic_ANCSI_06319.mRNA.1	PHD PHD PHD_2 zf-HC5HC2H_2
Plamic_ANCSI_06413.mRNA.1	PHD Chromo SNF2_N Helicase_C DUF1087
Plamic_ANCSI_08213.mRNA.1	JmjN ARID ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PHD PHD
Plamic_ANCSI_09566.mRNA.1	PHD
Plamic_ANCSI_10688.mRNA.1	PHD AWS SET
Plamic_ANCSI_10693.mRNA.1	DDT WHIM1 WSD PHD PHD PHD PHD
Plamic_ANCSI_11138.mRNA.1	PHD TFIIS_M SPOC
Plebac_Pbla_mRNA_11528	PHD_2 zf-HC5HC2H_2
Plebac_Pbla_mRNA_14861	PHD_2
Plebac_Pbla_mRNA_16223	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Plebac_Pbla_mRNA_2274	BAH PHD
Plebac_Pbla_mRNA_2283	BAH PHD Myb_DNA-binding PHD zf-HC5HC2H_2
Plebac_Pbla_mRNA_2470	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Plebac_Pbla_mRNA_2683	PHD
Plebac_Pbla_mRNA_2814	PHD
Plebac_Pbla_mRNA_2876	PHD
