orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
Chromo.HG1.11:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	Acas,Chrtob,Dpul,Maljak	Eukaryota	Ancyromonadida,Arachnida,ArchaeCry,CRuMs,Choanoflagellata,CniTri,Deuterostomia,Discoba,Ehux,Evosea,Filasterea,Gefoke,Hemimastigophora,Holomycota,Insecta,Malcal,Metamonada,Meteor,Mlei,Pavlsp,Plafun,Porifera,Pygbif,SAR,Spiralia,Tardigrada,Teretosporea,Ttra	1	28	27
Chromo.HG1.12:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	Ancsig,Andgod,Chrtob,Ehux,Hduj,Notgen,Pavlsp,Ptet,Sman,Sros,Styinc,Vitbra	Eukaryota	Amoebozoa,Annelida,Apicomplexa,ArchaeCry,Arthropoda,Brachiozoa,CRuMs,CniTri,Cvel,Deuterostomia,Dinozoa,Discicristata,Emul,Fabtro,Filasterea,Hemimastigophora,Histionina,Holomycota,Malawimonadidae,Mbre,Metamonada,Meteor,Mlei,Mollusca,Nutlon,Oxytri,Plamic,Porifera,Pygbif,Ramvar,Rhizaria,Stramenopiles,Teretosporea,Tthe,Ttra	1	35	59
Chromo.HG1.13:like:CBX1/CBX3/CBX5:likeclu:9	Ramvar,Rirr	Opisthokonta	Arthropoda,Blastocladiomycota,Choanoflagellata,Chytridiomycota,CniTri,Deuterostomia,Dikarya,Falb,Filasterea,Hduj,Mlei,Morelo,Mucorales,Porifera,Rall,Spiralia,Teretosporea,Umbram,Zoopagomycota	1	19	20
Chromo.HG1.14:like:CBX1/CBX3/CBX5:likeclu:9	Notgen,Rall,Ramvar	Opisthokonta	Annelida,Arthropoda,Brachiozoa,Choanoflagellata,CniTri,Deuterostomia,Eufungi,Falb,Filasterea,Hduj,Mlei,Mollusca,Platyhelminta,Porifera,Teretosporea	1	15	21
Chromo.HG1.15:like:CBX1/CBX3/CBX5:likeclu:9	Aque,Bnat,Ccin,Cvel,Gefoke,Pavlsp,Spis,Tcas	Eukaryota	Actinaria,Adig,Amoebozoa,Ancyromonadida,Apicomplexa,Arachnida,ArchaeCry,Ascomycota,Blastocladiomycota,CRuMs,Choanoflagellata,Chytridiomycota,Ciliata,Cneo,Deuterostomia,Dinozoa,Discoba,Dmel,Dpul,EphyTet,Falb,Filasterea,Hemimastigophora,HomoCalc,HydScyCubozoa,Malawimonas,Metamonada,Meteor,Mlei,Mucoromycota,Plabra,Prymnesiophyceae,Pygbif,Rall,Retfil,Spiralia,Stramenopiles,Tadh,Tardigrada,Teretosporea,Ttra,Umay,Vitbra,Zoopagomycota	1	44	55
Chromo.HG1.16:like:CBX1/CBX3/CBX5:likeclu:9	Acas,Aurlim,Bnat,Cavfas,Concor,Dmel,Dpul,Honfer,Ncra,Ngru,Pavlsp,Phatri,Plabra,Plafun,Ramvar,Rigram,Tadh,Tthe,Tvag,Vitbra	Eukaryota	Aano,Amobb2,Ancyromonadida,Apicomplexa,Aplker,Arachnida,ArchaeCry,Basidiomycota,Blastocladiomycota,Choanoflagellata,Chytridiomycota,Cnidaria,Coerev,Cvel,Deuterostomia,Dictyosteliales,Dinozoa,Diprot,Euglenozoa,Falb,Filasterea,Fornicata,Hduj,Hemimastigophora,Hetalb,Jakobida,Malawimonadidae,Manpla,Masbal,Meteor,Mlei,Mucoromycota,Oomycota,Oxytri,PhaeoNanno,Phakir,Porifera,Prymnesiophyceae,Ptet,Pygbif,Rall,Retfil,Scer,Schagg,Spiralia,Spom,Tcas,Teretosporea,Tmel,Tpse,Ttra	1	51	86
Chromo.HG1.17:like:CBX1/CBX3/CBX5:likeclu:9	Aque,Emue,Hduj,Tetwil,Tvag	Eukaryota	Amoebozoa,Ancyromonadida,Arthropoda,CRuMs,Choanoflagellata,CniTri,Deuterostomia,Diaphoratickes,Discoba,Filasterea,Fornicata,Hemimastigophora,Holomycota,HomoCalc,Malawimonadidae,Meteor,Mlei,Pygbif,Ramvar,Spiralia,Teretosporea,Ttra	1	22	42
Chromo.HG1.18:like:CBX1/CBX3/CBX5:likeclu:9	Amac,Cang,Emue,Hduj,Maljak	Eukaryota	Amoebozoa,Ancyromonadida,Aque,Arthropoda,CRuMs,Choanoflagellata,Chytridiomycota,CniTri,Deuterostomia,Diaphoratickes,Discoba,Falb,Filasterea,Gefoke,Hemimastigophora,HomoCalc,Malcal,Metamonada,Meteor,Mlei,Pygbif,Rall,Ramvar,Spiralia,TerFun,Teretosporea,Tetwil,Ttra	1	28	32
Chromo.HG1.19:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	Alblai,Bnat,Hduj,Hemkuk,Honfer,Ihof,Pinf,Ramvar,Sappar	Eukaryota	Alveolata,Amoebozoa,Ancyromonadida,Aplker,ArchaeCry,Arthropoda,Aurlim,CRuMs,Choanoflagellata,Clim,CniTri,Deuterostomia,Discoba,Filasterea,Haptista,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Nk52,Ochrophyta,Plabra,Porifera,Pygbif,Retfil,SarcCfra,Schagg,Spimul,Spiralia,Ttra	1	31	41
Chromo.HG1.1:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	Hydvul,Perkma	Eukaryota	Amoebozoa,Ancyromonadida,Anthozoa,ApiChrom,ArchaeCry,Bilateria,CRuMs,Choanoflagellata,Ciliata,Clyhem,Dinoflagellata,Discoba,Filasterea,Haptista,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Porifera,Pygbif,Rhizaria,ScyCubozoa,Stramenopiles,Tadh,Teretosporea,Ttra	1	28	24
Chromo.HG1.20:like:CBX1/CBX3/CBX5:likeclu:9	Carmem,Masbal,Nk52,Rhidel	Eukaryota	Acas,Ancyromonadida,Blastocladiomycota,CRuMs,Chytridiomycota,Clim,Diaphoratickes,Dikarya,DiploKip,Discoba,Eumycetozoa,Falb,Filozoa,Hemimastigophora,Icthyophonida,Malawimonadidae,Mcir,Meteor,MortGlom,Pbla,Plafun,Pygbif,Rall,Ttra,Tvag,Umbram,Zoopagomycota	1	27	28
Chromo.HG1.21:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	Acas,Bodsal,Bralan,Ehux,Lcom,Scil,Sros	Eukaryota	Ambulacraria,Ancyromonadida,ArchaeCry,CRuMs,Chrtob,CniTri,Demospongiae,Evosea,Filasterea,Hemimastigophora,Heterolobosea,Holomycota,Jakobida,Malawimonadidae,Mbre,Metamonada,Meteor,Mlei,Ocar,Pavlsp,Plafun,Protostomia,Pygbif,SAR,Teretosporea,Trypanosomatida,Ttra,VertTuni	1	28	37
Chromo.HG1.22:MPHOSPH8	Acas,Caulen,Chrtob,Drer,Ehux,Exapal,Hsap,Maljak,Mlei,Pisp	Eukaryota	Ambulacraria,Ancyromonadida,Blastocladiomycota,Bralan,CRuMs,Chlorophyceae,Choanoflagellata,Chytridiomycetes,Cint,Cpar,Cryptista,Discoba,Evosea,Falb,Filasterea,Gefoke,Gpro,Hemimastigophora,HydScyCubozoa,Malcal,Mamiellophyceae,Metamonada,Meteor,Nvec,Pavlsp,Plafun,Porifera,Protostomia,Pygbif,Rall,Rhodophyta,SAR,Scleractinia,Streptophyta,Tadh,TerFun,Teretosporea,Trebouxiophyceae,Ttra,Ulvmut	1	40	62
Chromo.HG1.23:like:CBX1/CBX3/CBX5:likeclu:9	Bnat,Concor,Diprot,Hduj,Nk52,Notgen,Oxytri,Ramvar,Sros,Vitbra	Eukaryota	Amoebozoa,Ancyromonadida,Annelida,Apicomplexa,ArchaeCry,Arthropoda,Blastocladiomycota,Brachiozoa,Chytridiomycota,Clim,CniTri,Coerev,Cvel,Deuterostomia,DikaMuco,Dinozoa,Discoba,Falb,Filasterea,Haptista,Hemimastigophora,Icthyophonida,Malawimonadidae,Manpla,Mbre,Metamonada,Meteor,Mlei,Mollusca,Oligohymenophorea,Plabra,Platyhelminta,Porifera,Pygbif,Rall,Retfil,Rigram,Stramenopiles,Ttra	1	39	56
Chromo.HG1.24:like:CBX1/CBX3/CBX5:likeclu:9	Mcir,Ocar,Plabra,Ptet,Ramvar,Tthe	Eukaryota	Amoebozoa,Ancyromonadida,ApiDino,ArchaeCry,Arthropoda,Blastocladiomycota,Bnat,CRuMs,Calcarea,Choanoflagellata,Chytridiomycota,CniTri,Demospongiae,Deuterostomia,Dikarya,Discoba,Falb,Filasterea,Haptista,Hduj,Hemimastigophora,Malawimonadidae,Metamonada,Meteor,Mlei,MortGlom,Oxytri,Pbla,Pygbif,Rall,Retfil,Rhidel,Spiralia,Stramenopiles,Teretosporea,Ttra,Umbram,Zoopagomycota	1	38	42
Chromo.HG1.25:like:CBX1/CBX3/CBX5:likeclu:9	Acas,Amobb2,Cavfas,Ddis,Fabtro,Hduj,Hemkuk,Hetalb,Malcal,Mcir,Notgen,Plafun,Plamic,Pygbif,Ramvar,Spun,Tielac,Umbram,Vitbra	Eukaryota	Ancyromonadidae,Annelida,Apicomplexa,ArchaeCry,Arthropoda,Bden,Blastocladiomycota,Brachiozoa,CRuMs,Choanoflagellata,Ciliata,CniTri,Cvel,Deuterostomia,Dikarya,Dinozoa,Euglenozoa,Falb,Filasterea,Gefoke,Haptista,Jakobida,Maljak,Masbal,Metamonada,Meteor,Mlei,Mollusca,MonoblNeocal,MortGlom,Pbla,Platyhelminta,Porifera,Rall,Rhidel,Rhizaria,Spimul,Stramenopiles,Teretosporea,TetraPhary,Ttra,Zoopagomycota	1	42	77
Chromo.HG1.26:like:CBX1/CBX3/CBX5:likeclu:9	Ehux,Hduj,Ramvar	Eukaryota	Amoebozoa,Ancyromonadida,ArchaeCry,Arthropoda,CRuMs,Choanoflagellata,Chrtob,CniTri,Deuterostomia,Discoba,Filasterea,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Pavlsp,Porifera,Pygbif,SAR,Spiralia,Teretosporea,Ttra	1	24	21
Chromo.HG1.27:like:CBX1/CBX3/CBX5:likeclu:9	Adig,Caulen,Cvel,Ddis,Emul,Exapal,Gefoke,Hduj,Hydvul,Nk52,Notgen,Sman,Spis,Tvag	Eukaryota	Acas,Acytosteliales,Ancyromonadida,Annelida,Apicomplexa,Arthropoda,Brachiozoa,CRuMs,Chlorophyceae,Choanoflagellata,Ciliata,Clim,Clyhem,Cpar,Cryptista,Deuterostomia,Dinozoa,Discoba,Filasterea,Fornicata,Haptista,Hemimastigophora,Holomycota,Icthyophonida,Malawimonas,Mamiellophyceae,Masbal,Meteor,Mlei,Mollusca,Nvec,Plafun,Porifera,Pygbif,Ramvar,Rhizaria,Rhodophyta,ScyCubozoa,Stramenopiles,Streptophyta,Tadh,Tielac,Trebouxiophyceae,Ttra,Ulvmut,Vitbra	1	46	84
Chromo.HG1.28:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	Aque,Dpul,Emue,Gefoke,Rigram	Eukaryota	Amoebozoa,Ancyromonadida,Arachnida,Choanoflagellata,CniTri,Deuterostomia,Diaphoratickes,Diprot,Discoba,Filasterea,Hemimastigophora,Holomycota,HomoCalc,Insecta,Malawimonas,Manpla,Metamonada,Meteor,Mlei,Pygbif,Spiralia,Tardigrada,Teretosporea,Tetwil,Ttra	1	25	36
Chromo.HG1.29:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	Morvir,Phoaus,Ptyfla	BilCniTri	Annelida,Anthozoa,ArtTardi,Auraur,Chordata,Echinodermata,Hydrozoa,Linana,Mollusca,Notgen,Platyhelminta,Skow,Tadh	1	13	18
Chromo.HG1.2:like:CBX1/CBX3/CBX5:likeclu:9	Acoe,Amobb2,Atha,Atri,Bdis,Carmem,Ccin,Chabra,Cvel,Ddis,Dmel,Hduj,Klenit,Lcom,Marpol,Mgut,Ngru,Pavlsp,Perkma,Phakir,Pisp,Plafun,Ppat,Ramvar,Retfil,Rigram,Rirr,Sacu,Sbic,Skow,Smoe,Sphfal,Spimul,Tcas,Tielac,Tvag,Vitbra	Eukaryota	Acas,Acytosteliales,Ancyromonadida,Apicomplexa,Arachnida,Ascomycota,Azfi,Blastocladiomycota,Cercozoa,Chlorophyta,Choanoflagellata,Chordata,Chytridiomycetes,Ciliata,Cneo,CniTri,Cpar,Cryptista,Demospongiae,Dinoflagellata,DiploKip,Diprot,Dpul,Echinodermata,Euglenozoa,Falb,Filasterea,Gpro,Hemkuk,Jakobida,Malawimonadidae,Manpla,Masbal,Meteor,Mlei,Morelo,Mucorales,Ocar,Prymnesiophyceae,Ptyfla,Pygbif,Rall,Rhodophyta,Scil,Spiralia,Stramenopiles,Teretosporea,Ttra,Umay,Umbram,Zoopagomycota	1	51	135
Chromo.HG1.30:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	Emue,Lcom,Scil,Sros	Choanozoa	Aque,BilCniTri,Mbre,Mlei,Ocar,Tetwil	1	6	17
Chromo.HG1.31:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	Linana,Morvir	BilCniTri	Annelida,Anthozoa,ArtTardi,Auraur,Deuterostomia,Hydrozoa,Mollusca,Notgen,Phoaus,Platyhelminta,Tadh	1	11	15
Chromo.HG1.32:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Bralan,Ehux,Masbal	Eukaryota	Acas,Ambulacraria,Ancyromonadida,ArchaeCry,CRuMs,Choanoflagellata,Chrtob,CniTri,Discoba,Eumycetozoa,Filasterea,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Pavlsp,Plafun,Porifera,Protostomia,Pygbif,SAR,Teretosporea,Ttra,VertTuni	1	26	23
Chromo.HG1.33:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Lcom,Masbal,Nvec,Recame,Scil	Eukaryota	Acas,Ancyromonadida,Andalucina,Bilateria,CRuMs,Choanoflagellata,Demospongiae,Diaphoratickes,Discicristata,Eumycetozoa,Exapal,Filasterea,Hemimastigophora,Holomycota,HydScyCubozoa,JakSec,Malawimonadidae,Metamonada,Meteor,Mlei,Ocar,Plafun,Pygbif,Scleractinia,Tadh,Teretosporea,Ttra	1	27	28
Chromo.HG1.34:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Ehux,Klenit,Recame	Eukaryota	AmorCRUM,Ancyromonadida,Andalucina,Chabra,Chlorophyta,Chrtob,Cpar,Cryptista,Discicristata,Embryophyta,Hemimastigophora,JakSec,Malawimonadidae,Metamonada,Meteor,Pavlsp,Rhodophyta,SAR	1	18	16
Chromo.HG1.35:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Ehux,Hduj,Strcul	Eukaryota	Amoebozoa,Ancyromonadida,ArchaeCry,Arthropoda,Bodsal,CRuMs,Choanoflagellata,Chrtob,CniTri,Deuterostomia,Filasterea,Hemimastigophora,Heterolobosea,Holomycota,Jakobida,Leishmaniinae,Malawimonadidae,Metamonada,Meteor,Mlei,Pavlsp,Porifera,Pygbif,Ramvar,SAR,Spiralia,Tcru,Teretosporea,Ttra	1	29	28
Chromo.HG1.36:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Ehux,Meteor,Notgen,Plabra	Eukaryota	Amoebozoa,Ancyromonadida,Annelida,ArchaeCry,ArtTardi,Bnat,Brachiozoa,CRuMs,Choanoflagellata,Chrtob,CniTri,Deuterostomia,Discoba,Filasterea,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Mlei,Mollusca,Pavlsp,Platyhelminta,Porifera,Pygbif,Retfil,StrAlv,Teretosporea,Ttra	1	28	32
Chromo.HG1.37:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Caulen,Cneo,Ehux	Eukaryota	Amoebozoa,Ancyromonadida,Ascomycota,Blastocladiomycota,CRuMs,Ccin,Chlorophyceae,Chrtob,Chytridiomycota,Cpar,Cryptista,Discoba,Falb,Hemimastigophora,Holozoa,Malawimonadidae,Mamiellophyceae,Metamonada,Meteor,Mucoromycota,Pavlsp,Pygbif,Rall,Rhodophyta,SAR,Streptophyta,Trebouxiophyceae,Ttra,Ulvmut,Umay,Zoopagomycota	1	31	27
Chromo.HG1.38:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	Chrtob,Cneo,Cvel,Diprot,Ehux,Eimten,Gefoke,Gonavo,Hduj,Hemkuk,Maljak,Pavlsp,Pfal,Ramvar,Rigram,Ttra	Eukaryota	Amoebozoa,Ancyromonadida,Archaeplastida,Arthropoda,Ascomycota,Blastocladiomycota,Ccin,Choanoflagellata,Chytridiomycota,Ciliata,CniTri,Deuterostomia,Dinozoa,Discoba,Falb,Filasterea,Gthe,Malcal,Manpla,Metamonada,Meteor,Mlei,Mucoromycota,Porifera,Pygbif,Rall,Rhizaria,Spimul,Spiralia,Stramenopiles,Teretosporea,Tgon,Umay,Vitbra,Zoopagomycota	1	35	89
Chromo.HG1.39:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	Adig,Apla,Lcom,Lpol,Malcal,Maljak,Notgen,Phoaus,Scil,Skow,Spis,Spur	Eukaryota	Actinaria,Amoebozoa,Ancyromonadida,Annelida,CRuMs,Choanoflagellata,Chordata,Cscu,Demospongiae,Diaphoratickes,Discoba,Filasterea,Gefoke,Hemimastigophora,Holomycota,HydScyCubozoa,Linana,Metamonada,Meteor,Mlei,Mollusca,Ocar,Pancrustacea,Platyhelminta,Ptyfla,Pygbif,Tadh,Tardigrada,Teretosporea,Ttra	1	30	50
Chromo.HG1.3:like:CBX1/CBX3/CBX5:likeclu:9	Adig,Alblai,Chabra,Klenit,Ptet,Ptyfla,Tthe	Eukaryota	Actinaria,Amoebozoa,Ancyromonadida,ApiDino,CRuMs,Chlorophyta,Choanoflagellata,Chordata,Cpar,Cryptista,Discoba,Echinodermata,Embryophyta,Filasterea,Haptista,Hemimastigophora,Holomycota,HydScyCubozoa,Labyrinthulea,Malawimonadidae,Metamonada,Meteor,Mlei,Ochrophyta,Oxytri,Pinf,Porifera,Protostomia,Pygbif,Rhizaria,Rhodophyta,Sappar,Skow,Spis,Tadh,Teretosporea,Ttra	1	37	50
Chromo.HG1.40:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Clyhem,Cocsub,Ehux,Ramvar,Rirr,Tvag	Eukaryota	Amoebozoa,Ancyromonadida,Anthozoa,Arthropoda,Blastocladiomycota,CRuMs,ChlorUlvophy,Choanoflagellata,Chrtob,Chytridiomycota,Cpar,Cryptista,Cvar,Deuterostomia,Dikarya,Discoba,Falb,Filasterea,Fornicata,Hduj,Hemimastigophora,Hydvul,Malawimonadidae,Mamiellophyceae,Meteor,Mlei,Morelo,Mucorales,Pavlsp,Porifera,Pygbif,Rall,Rhodophyta,SAR,ScyCubozoa,Spiralia,Streptophyta,Tadh,Teretosporea,Ttra,Umbram,Zoopagomycota	1	42	44
Chromo.HG1.41:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Aque,Emue,Gracho,Hduj,Linana,Nutlon,Plafun,Ptet,Ramvar,Secula,Tetwil,Vitbra	Eukaryota	Ancsig,Andalucina,Annelida,Apicomplexa,Arthropoda,CRuMs,Choanoflagellata,Chocri,Cmer,CniTri,Cpar,Cryptista,Cvel,Deuterostomia,Dinozoa,Discicristata,EvoDiscosea,Fabtro,Filasterea,Haptista,Hemimastigophora,Holomycota,HomoCalc,Jakoba,Malawimonadidae,Metamonada,Meteor,Mlei,Mollusca,Notgen,Oxytri,Phoaus,Plamic,Platyhelminta,Porpur,Porumb,Pygbif,Recame,Rhizaria,Stramenopiles,Teretosporea,Tthe,Ttra,Viridiplantae	1	44	62
Chromo.HG1.42:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Chrtob,Ehux,Marpol,Spur	Eukaryota	Amoebozoa,Ancyromonadida,Apla,CRuMs,Charophyta,Chlorophyta,Choanoflagellata,Chordata,CniTri,Cpar,Cryptista,Discoba,Filasterea,Hemichordata,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Pavlsp,Porifera,Protostomia,Pygbif,Rhodophyta,SAR,Teretosporea,TrachBryophyta,Ttra	1	29	27
Chromo.HG1.43:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44	Apla,Emul,Ncra,Sman,Spis	Opisthokonta	Actinaria,Adig,ArtTardi,Basidiomycota,Blastocladiomycota,Choanoflagellata,Chordata,Chytridiomycota,Falb,Filasterea,Hemichordata,HydScyCubozoa,Lophotrochozoa,Mlei,Mucoromycota,Porifera,Rall,Scer,Spom,Spur,Tadh,Teretosporea,Tmel,Zoopagomycota	1	24	32
Chromo.HG1.44:CBX2/CBX4/CBX6/CBX7/CBX8	Adig,Apla,Aque,Bralan,Cgig,Clyhem,Cscu,Ctel,Cvel,Dmel,Dpul,Drer,Exapal,Hduj,Helrob,Hsap,Hydvul,Lcom,Lgig,Linana,Lpol,Mbre,Mlei,Morvir,Ngru,Notgen,Nvec,Phoaus,Ptyfla,Ramvar,Scil,Skow,Spis,Spur,Tadh,Tcas,Tvag	Eukaryota	Amobb2,Amoebozoa,Ancyromonadida,Apicomplexa,ArchaeCry,Auraur,CRuMs,Ciliata,Cint,Dinozoa,EphyTet,Euglenozoa,Filasterea,Fornicata,Haptista,Hemimastigophora,Holomycota,Jakobida,Malawimonadidae,Meteor,Ocar,Phakir,Platyhelminta,Pygbif,Rhizaria,Sros,Stramenopiles,Teretosporea,Ttra,Vitbra	1	30	149
Chromo.HG1.45:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2:likeclu:46	Lcom,Notgen,Scil	Metazoa	Annelida,ArtTardi,Brachiozoa,CniTri,Demospongiae,Deuterostomia,Mlei,Mollusca,Ocar,Platyhelminta	1	10	14
Chromo.HG1.46:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2	Adig,Apla,Auraur,Bralan,Clyhem,Cowc,Cscu,Drer,Emue,Exapal,Hsap,Hydvul,Linana,Morvir,Notgen,Nvec,Phoaus,Ptyfla,Skow,Sman,Spis,Spur	Filozoa	Annelida,Aque,Choanoflagellata,Cint,Emul,HomoCalc,Lpol,Mlei,Mollusca,Mvib,Pancrustacea,Tadh,Tardigrada,Tetwil	1	14	81
Chromo.HG1.47:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Apla,Chrtob,Cvel,Eimten,Spun,Vitbra	Eukaryota	Amoebozoa,Ancyromonadida,ArchaeCry,Bden,Blastocladiomycota,CRuMs,Choanoflagellata,Chordata,Ciliata,CniTri,Dinozoa,Discoba,Ehux,Falb,Filasterea,Hemichordata,Hemimastigophora,Malawimonadidae,Metamonada,Meteor,Mlei,MonoblNeocal,Pavlsp,Pfal,Porifera,Protostomia,Pygbif,Rall,Rhizaria,Spur,Stramenopiles,TerFun,Teretosporea,Tgon,Ttra	1	35	44
Chromo.HG1.48:like:CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/46	Acoe,Atha,Atri,Azfi,Bdis,Chabra,Chrtob,Hduj,Klenit,Marpol,Mgut,Ppat,Ramvar,Sacu,Sbic,Smoe,Sphfal,Tgon	Eukaryota	Amoebozoa,Ancyromonadida,Arthropoda,CRuMs,Chlorophyta,Choanoflagellata,Chromerida,Ciliata,CniTri,Cpar,Cryptista,Deuterostomia,Dinozoa,Discoba,Ehux,Eimten,Filasterea,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Pavlsp,Pfal,Porifera,Pygbif,Rhizaria,Rhodophyta,Spiralia,Stramenopiles,Teretosporea,Ttra	1	33	82
Chromo.HG1.49:like:CBX1/CBX3/CBX5:likeclu:9	Bnat	Bnat		1	0	1
Chromo.HG1.4:like:CBX1/CBX3/CBX5:likeclu:9	Acas,Amac,Amobb2,Auraur,Bden,Bnat,Bralan,Bremin,Cang,Carmem,Cavfas,Ccin,Chrtob,Clyhem,Cneo,Coerev,Concor,Cpar,Cscu,Ctel,Dmel,Dpul,Ehux,Emue,Fabtro,Gefoke,Gpro,Hduj,Jakbah,Klenit,Linana,Masbal,Mcir,Morelo,Ncra,Ngru,Nk52,Oxytri,Pavlsp,Perkma,Pfal,Phakir,Plafun,Ptet,Ptyfla,Pygbif,Rall,Ramvar,Rhidel,Rirr,Spom,Spun,Sros,Symmic,Tetwil,Tgon,Tmel,Tthe,Tvag,Vitbra	Eukaryota	AncyPlano,Andalucina,Anthozoa,Aque,CRuMs,Chabra,Chlorophyta,Clim,Cryptista,Cvel,Dictyosteliales,DiploKip,Echinodermata,Eimten,Embryophyta,Euglenozoa,Falb,Filasterea,Helrob,Hemimastigophora,Hetalb,HomoCalc,Hydvul,Icthyophonida,Jaklib,Lpol,Malawimonas,Mbre,Meteor,Mlei,Mollusca,Morvir,Notgen,Pbla,Phoaus,Pisp,Plabra,Platyhelminta,Recame,Retfil,Rhodophyta,Scer,Secula,Skow,Stramenopiles,Tadh,Tcas,Ttra,Umay,Umbram,VertTuni	1	51	279
Chromo.HG1.5:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	Chrtob,Ehux,Ramvar	Eukaryota	Amoebozoa,Ancyromonadida,ArchaeCry,Arthropoda,CRuMs,Choanoflagellata,CniTri,Deuterostomia,Discoba,Filasterea,Hduj,Hemimastigophora,Holomycota,Malawimonadidae,Metamonada,Meteor,Mlei,Pavlsp,Porifera,Pygbif,SAR,Spiralia,Teretosporea,Ttra	1	24	23
Chromo.HG1.6:like:CBX2/CBX4/CBX6/CBX7/CBX8/CDY1/CDY1B/CDY2A/CDY2B/CDYL/CDYL2/MPHOSPH8:likeclu:22/44/46	Chrtob,Clyhem,Ehux	Eukaryota	Amoebozoa,Ancyromonadida,Anthozoa,ArchaeCry,Bilateria,CRuMs,Choanoflagellata,Discoba,Filasterea,Hemimastigophora,Holomycota,Hydvul,Malawimonadidae,Metamonada,Meteor,Mlei,Pavlsp,Porifera,Pygbif,SAR,ScyCubozoa,Tadh,Teretosporea,Ttra	1	24	26
Chromo.HG1.7:like:CBX1/CBX3/CBX5:likeclu:9	Adig,Caulen,Cgig,Cint,Exapal,Hduj,Lcom,Marpol,Notgen,Nvec,Rhidel,Scil,Spis,Spun	Eukaryota	Ambulacraria,Amoebozoa,Ancyromonadida,Annelida,Arthropoda,Bden,Blastocladiomycota,Brachiozoa,Bralan,CRuMs,Charophyta,Chlorophyceae,Choanoflagellata,Cpar,Cryptista,Demospongiae,Dikarya,Discoba,Falb,Filasterea,Hemimastigophora,HydScyCubozoa,Lgig,Malawimonadidae,Mamiellophyceae,Mcir,Metamonada,Meteor,Mlei,MonoblNeocal,MortGlom,Ocar,Pbla,Platyhelminta,Pygbif,Rall,Ramvar,Rhodophyta,SARHap,Tadh,Teretosporea,TrachBryophyta,Trebouxiophyceae,Ttra,Ulvmut,Umbram,Vertebrata,Zoopagomycota	1	48	76
