Orthogroup	Orthogroup annotation	Gene family	Gene type	Num genes	Num species	Num lineages	LECA presence probability	LECA presence support	Closest homologs in...	Closest homologs score	Consensus architecture	Hsap symbol	Dmel symbol	Scer symbol	Atha symbol
CupinJmjC.HG1.21	TYW5	CupinJmjC	Demethylase	79	64	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes	Bacteria	0.982	Cupin_8	TYW5	NA	NA	NA
CupinJmjC.HG2.1	like:JMJD8	CupinJmjC	Demethylase	85	37	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae	Other eukaryotic	0.966	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG5.1	NA	CupinJmjC	Demethylase	323	52	6	1.000	NA	Other eukaryotic	0.969	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.14	like:KDM8	CupinJmjC	Demethylase	30	27	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.10	like:JMJD6	CupinJmjC	Demethylase	44	39	6	1.000	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.31	HIF1AN	CupinJmjC	Demethylase	63	42	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	Other eukaryotic	1.000	Cupin_8	HIF1AN	NA	NA	NA
CupinJmjC.HG1.8	like:HSPBAP1/TYW5	CupinJmjC	Demethylase	20	16	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes	Bacteria	0.500	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.3	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	44	22	6	0.999	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	Bacteria	0.896	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG9.1	JMJD4	CupinJmjC	Demethylase	126	108	6	0.999	AmorCRUM,Ancyromonadida,Diaphoratickes	NA	NA	Cupin_8	JMJD4	JMJD4	NA	NA
CupinJmjC.HG1.17	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	87	53	6	0.988	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.15	like:KDM8	CupinJmjC	Demethylase	18	16	6	0.961	AmorCRUM,Diaphoratickes	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG10.0	KDM6A/KDM6B/UTY	CupinJmjC	Demethylase	106	62	5	1.000	AmorCRUM,Ancyromonadida,Discoba,Malawimonadidae	Other eukaryotic	1.000	JmjC	KDM6B,UTY,KDM6A	Utx	NA	NA
CupinJmjC.HG1.57	like:HIF1AN	CupinJmjC	Demethylase	17	15	5	1.000	AmorCRUM,Ancyromonadida,Discoba	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.35	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	54	40	5	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	0.971	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.41	like:HIF1AN	CupinJmjC	Demethylase	19	18	5	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	0.765	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.1	like:KDM8	CupinJmjC	Demethylase	42	36	5	1.000	AmorCRUM,Diaphoratickes,Malawimonadidae	Bacteria	0.748	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.26	like:JMJD6/JMJD8	CupinJmjC	Demethylase	33	28	5	1.000	AmorCRUM,Diaphoratickes,Discoba,Meteor	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG9.0	like:JMJD4	CupinJmjC	Demethylase	12	11	5	1.000	AmorCRUM,Diaphoratickes,Discoba	Bacteria	0.527	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.34	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	28	12	5	0.999	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	0.568	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.28	like:HSPBAP1	CupinJmjC	Demethylase	16	15	5	0.997	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	Other eukaryotic	0.785	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.50	like:HIF1AN	CupinJmjC	Demethylase	17	12	5	0.996	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	0.962	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.10	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	20	19	5	0.976	AmorCRUM,Ancyromonadida,Hemimastigophora	Bacteria	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.23	like:KDM8	CupinJmjC	Demethylase	12	10	5	0.974	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.48	like:HIF1AN	CupinJmjC	Demethylase	12	8	5	0.902	AmorCRUM	Other eukaryotic	0.838	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.17	like:JMJD6/JMJD8	CupinJmjC	Demethylase	65	39	4	1.000	AmorCRUM,Diaphoratickes	Bacteria	0.972	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.16	JMJD6	CupinJmjC	Demethylase	111	92	4	0.999	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	1.000	JmjC	JMJD6	PSR	NA	NA
CupinJmjC.HG1.51	like:HIF1AN	CupinJmjC	Demethylase	26	16	4	0.999	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	0.969	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.55	like:HIF1AN	CupinJmjC	Demethylase	19	15	4	0.996	AmorCRUM,Ancyromonadida	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.4	like:JMJD6/JMJD8	CupinJmjC	Demethylase	17	11	4	0.988	AmorCRUM,Ancyromonadida,Diaphoratickes	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.29	HSPBAP1	CupinJmjC	Demethylase	48	44	4	0.987	AmorCRUM,Ancyromonadida,Diaphoratickes	Bacteria	0.884	Cupin_8	HSPBAP1	HSPBAP1	NA	NA
CupinJmjC.HG1.45	KDM8	CupinJmjC	Demethylase	52	43	4	0.729	NA	Other eukaryotic	1.000	Cupin_8	KDM8	JMJD5	NA	NA
CupinJmjC.HG1.39	like:HIF1AN	CupinJmjC	Demethylase	19	16	4	0.641	NA	Bacteria	0.945	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.47	like:HIF1AN	CupinJmjC	Demethylase	7	7	4	0.604	NA	Other eukaryotic	0.794	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG6.3	like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	Demethylase	8	6	4	0.528	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG2.27	like:JMJD6/JMJD8	CupinJmjC	Demethylase	7	7	4	0.183	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.28	like:JMJD6/JMJD8	CupinJmjC	Demethylase	13	9	4	0.162	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.5	like:KDM8	CupinJmjC	Demethylase	8	6	4	0.132	NA	Bacteria	0.577	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.49	like:HIF1AN	CupinJmjC	Demethylase	7	6	4	0.118	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG3.3	RIOX1	CupinJmjC	Demethylase	50	46	4	0.000	NA	Other eukaryotic	1.000	Cupin_4	RIOX1	NO66	NA	NA
CupinJmjC.HG1.54	like:HIF1AN	CupinJmjC	Demethylase	11	9	3	0.997	AmorCRUM,Ancyromonadida,Malawimonadidae	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.56	like:HIF1AN	CupinJmjC	Demethylase	13	10	3	0.900	AmorCRUM	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.3	like:JMJD8	CupinJmjC	Demethylase	10	8	3	0.880	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG1.4	like:HIF1AN/HSPBAP1/TYW5	CupinJmjC	Demethylase	20	11	3	0.861	NA	Bacteria	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.22	like:HIF1AN	CupinJmjC	Demethylase	18	13	3	0.761	NA	Other eukaryotic	0.944	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.8	like:JMJD6/JMJD8	CupinJmjC	Demethylase	39	29	3	0.613	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.9	like:JMJD6	CupinJmjC	Demethylase	13	11	3	0.487	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG1.0	like:KDM8	CupinJmjC	Demethylase	18	9	3	0.465	NA	Other eukaryotic	0.722	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.43	like:HIF1AN	CupinJmjC	Demethylase	11	10	3	0.370	NA	Other eukaryotic	0.915	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.19	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	8	7	3	0.331	NA	Bacteria	0.886	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.20	like:JMJD6/JMJD8	CupinJmjC	Demethylase	7	5	3	0.326	NA	Bacteria	0.714	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.12	like:JMJD6	CupinJmjC	Demethylase	4	4	3	0.268	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG5.0	NA	CupinJmjC	Demethylase	22	14	3	0.220	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.25	like:JMJD6/JMJD8	CupinJmjC	Demethylase	7	6	3	0.211	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.53	like:HIF1AN	CupinJmjC	Demethylase	12	10	3	0.160	NA	Other eukaryotic	0.893	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.13	like:KDM8	CupinJmjC	Demethylase	11	10	3	0.160	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.23	like:JMJD6/JMJD8	CupinJmjC	Demethylase	5	5	3	0.127	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.52	like:HIF1AN	CupinJmjC	Demethylase	3	3	3	0.037	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG8.0	like:KDM2A/KDM2B/KDM7A/PHF2/PHF8	CupinJmjC	Demethylase	6	5	3	0.023	NA	Other eukaryotic	1.000	Cupin_4	NA	NA	NA	NA
CupinJmjC.HG4.0	like:JARID2/KDM5A/KDM5B/KDM5C/KDM5D	CupinJmjC	Demethylase	8	6	3	0.012	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG3.2	like:RIOX1	CupinJmjC	Demethylase	9	8	3	0.005	NA	Other eukaryotic	1.000	Cupin_4	NA	NA	NA	NA
CupinJmjC.HG1.40	like:HIF1AN	CupinJmjC	Demethylase	4	4	3	0.002	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.42	like:HIF1AN	CupinJmjC	Demethylase	5	4	3	0.001	NA	Other eukaryotic	0.674	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG7.0	HR/JMJD1C/KDM3A/KDM3B	CupinJmjC	Demethylase	190	73	3	0.000	NA	NA	NA	JmjC	KDM3A,KDM3B,HR,JMJD1C	JHDM2	NA	IBM1,B160
CupinJmjC.HG1.18	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	3	3	2	0.332	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.11	like:HIF1AN	CupinJmjC	Demethylase	4	4	2	0.248	NA	Bacteria	0.800	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.32	like:KDM8	CupinJmjC	Demethylase	18	17	2	0.226	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.30	like:HIF1AN	CupinJmjC	Demethylase	5	5	2	0.111	NA	Other eukaryotic	0.800	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.11	like:JMJD6/JMJD8	CupinJmjC	Demethylase	2	2	2	0.094	NA	Bacteria	0.500	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.16	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	2	2	2	0.081	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.2	like:KDM8	CupinJmjC	Demethylase	10	7	2	0.074	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.7	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	8	6	2	0.049	NA	Bacteria	0.800	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.6	like:KDM8	CupinJmjC	Demethylase	2	2	2	0.040	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.5	like:JMJD6/JMJD8	CupinJmjC	Demethylase	2	2	2	0.035	NA	Other eukaryotic	1.000		NA	NA	NA	NA
CupinJmjC.HG2.6	like:JMJD8	CupinJmjC	Demethylase	3	3	2	0.030	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.14	like:JMJD6/JMJD8	CupinJmjC	Demethylase	3	3	2	0.025	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.38	like:HIF1AN	CupinJmjC	Demethylase	4	4	2	0.025	NA	Other eukaryotic	0.722	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.12	like:HIF1AN	CupinJmjC	Demethylase	2	2	2	0.015	NA	Other eukaryotic	0.556	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.0	like:JMJD6/JMJD8	CupinJmjC	Demethylase	5	3	2	0.012	NA	Other eukaryotic	0.655	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.24	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	3	3	2	0.007	NA	Bacteria	0.600	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.24	like:JMJD6/JMJD8	CupinJmjC	Demethylase	2	2	2	0.002	NA	Other eukaryotic	1.000		NA	NA	NA	NA
CupinJmjC.HG2.22	like:JMJD6/JMJD8	CupinJmjC	Demethylase	3	3	2	0.002	NA	Bacteria	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG6.2	like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	Demethylase	4	4	2	0.001	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG1.27	like:HSPBAP1	CupinJmjC	Demethylase	2	2	2	0.001	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.9	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	3	3	2	0.001	NA	Other eukaryotic	0.769	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.18	like:JMJD6/JMJD8	CupinJmjC	Demethylase	2	2	2	0.001	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.25	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	4	4	2	0.001	NA	Bacteria	0.722	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.26	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	2	2	2	0.001	NA	Other eukaryotic	0.667	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.46	like:HIF1AN	CupinJmjC	Demethylase	3	3	1	0.038	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.65	like:HIF1AN	CupinJmjC	Demethylase	1	1	1	0.025	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.20	like:TYW5	CupinJmjC	Demethylase	2	2	1	0.017	NA	Bacteria	0.500	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.21	like:JMJD6/JMJD8	CupinJmjC	Demethylase	3	3	1	0.013	NA	Bacteria	0.667	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.63	like:HIF1AN	CupinJmjC	Demethylase	1	1	1	0.010	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.59	like:HIF1AN/HSPBAP1/JMJD7/JMJD7-PLA2G4B/TYW5	CupinJmjC	Demethylase	1	1	1	0.007	NA	Bacteria	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.32	like:JMJD6	CupinJmjC	Demethylase	1	1	1	0.007	NA	Other eukaryotic	1.000	F-box-like,Cupin_8,zf-UBR	NA	NA	NA	NA
CupinJmjC.HG1.36	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	4	3	1	0.005	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.33	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	5	4	1	0.005	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.2	like:JMJD6/JMJD8	CupinJmjC	Demethylase	3	2	1	0.003	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG2.30	like:JMJD6/JMJD8	CupinJmjC	Demethylase	1	1	1	0.003	NA	Bacteria	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.61	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	1	1	1	0.002	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.62	like:HSPBAP1	CupinJmjC	Demethylase	1	1	1	0.002	NA	Bacteria	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.29	like:JMJD6/JMJD8	CupinJmjC	Demethylase	1	1	1	0.001	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG6.1	like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	Demethylase	2	1	1	0.001	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG2.19	like:JMJD6/JMJD8	CupinJmjC	Demethylase	2	2	1	0.001	NA	Other eukaryotic	0.588	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG1.60	like:JMJD7/JMJD7-PLA2G4B	CupinJmjC	Demethylase	1	1	1	0.001	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.15	like:JMJD6	CupinJmjC	Demethylase	3	2	1	0.001	NA	Other eukaryotic	1.000	Ank_2,Cupin_8,14-3-3	NA	NA	NA	NA
CupinJmjC.HG1.58	like:KDM8	CupinJmjC	Demethylase	1	1	1	0.001	NA	Other eukaryotic	1.000	DDE_Tnp_1_7,Cupin_8	NA	NA	NA	NA
CupinJmjC.HG6.6	like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	Demethylase	1	1	1	0.000	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG9.2	like:JMJD4	CupinJmjC	Demethylase	1	1	1	0.000	NA	NA	NA	JmjC	NA	NA	NA	NA
CupinJmjC.HG6.5	like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	Demethylase	1	1	1	0.000	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG9.3	like:JMJD4	CupinJmjC	Demethylase	1	1	1	0.000	NA	Other eukaryotic	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG2.31	like:JMJD6	CupinJmjC	Demethylase	1	1	1	0.000	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
CupinJmjC.HG1.64	like:HIF1AN	CupinJmjC	Demethylase	1	1	1	0.000	NA	Bacteria	1.000	Cupin_8	NA	NA	NA	NA
CupinJmjC.HG6.0	like:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	CupinJmjC	Demethylase	30	1	1	0.000	NA	Other eukaryotic	1.000	JmjC	NA	NA	NA	NA
SWIRM.HG1.2	SMARCC1/SMARCC2	SWIRM	Demethylase	235	148	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	NA	NA	No consensus	SMARCC1,SMARCC2	mor	RSC8,SWI3	SWI3C,SWI3B,SWI3A,CHB3
SWIRM.HG2.1	TADA2A	SWIRM	Demethylase	128	102	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	NA	NA	ZZ,Myb_DNA-binding	TADA2A	Ada2a	ADA2	ADA2A,ADA2B
SWIRM.HG3.0	KDM1A	SWIRM	Demethylase	144	81	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	NA	NA	SWIRM,Amino_oxidase	KDM1A	Su(var)3-3	NA	LDL1,FLD,LDL2,LDL3
SWIRM.HG1.0	MYSM1	SWIRM	Demethylase	51	45	6	1.000	AmorCRUM,Ancyromonadida,Discoba,Malawimonadidae	NA	NA	Myb_DNA-binding,SWIRM,JAB	MYSM1	NA	NA	NA
SWIRM.HG2.0	like:TADA2A	SWIRM	Demethylase	43	17	2	0.332	NA	NA	NA	SWIRM	NA	NA	FUN19	NA
SWIRM.HG1.1	like:SMARCC1/SMARCC2	SWIRM	Demethylase	2	2	1	0.012	NA	NA	NA	SWIRM,SAP30_Sin3_bdg	NA	NA	NA	NA
ADD_ATRX.HG1.0	ATRX	ADD_ATRX	Readers	50	36	2	0.018	NA	NA	NA	ADD_ATRX,SNF2_N,Helicase_C	ATRX	ADD1	NA	NA
ADD_DNMT3.HG1.0	DNMT3A/DNMT3B/DNMT3L	ADD_DNMT3	Readers	46	27	1	0.008	NA	NA	NA	PWWP,ADD_DNMT3,DNA_methylase	DNMT3A,DNMT3L,DNMT3B	NA	NA	NA
BAH.HG1.8	like:BAHCC1/BAHD1/ORC1/TNRC18	BAH	Readers	47	30	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	NA	NA	No consensus	NA	NA	NA	NA
BAH.HG2.0	DNMT1	BAH	Readers	120	60	5	1.000	AmorCRUM,Diaphoratickes,Discoba	NA	NA	BAH,Chromo,DNA_methylase	DNMT1	NA	NA	CMT3,CMT1,MET2,MET3,CMT2,DMT1
BAH.HG1.11	ORC1	BAH	Readers	42	35	5	0.990	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	NA	NA	PHD,BAH	ORC1	Orc1	SIR3,ORC1	NA
BAH.HG3.0	MTA1/MTA2/MTA3/RERE	BAH	Readers	118	66	4	0.952	AmorCRUM,Discoba	NA	NA	No consensus	MTA2,MTA1,RERE,MTA3	MTA1-like	SNT2	NA
BAH.HG1.5	like:BAHCC1/BAHD1/ORC1/TNRC18	BAH	Readers	35	23	4	0.789	NA	NA	NA	BAH,TFIIS_M	NA	NA	NA	NA
BAH.HG1.6	PBRM1	BAH	Readers	100	64	4	0.500	NA	NA	NA	Bromodomain,BAH,HMG_box	PBRM1	polybromo	RSC1,RSC2	NA
BAH.HG1.1	like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18	BAH	Readers	21	6	4	0.000	NA	NA	NA	BAH,PHD	NA	NA	NA	NA
BAH.HG1.10	like:ORC1	BAH	Readers	29	23	3	0.814	NA	NA	NA	PHD,BAH,AAA,AAA_lid_10	NA	NA	NA	ORC1B,ORC1A
BAH.HG1.0	like:ASH1L	BAH	Readers	7	7	3	0.405	NA	NA	NA	BAH,PHD	NA	NA	NA	NA
BAH.HG1.4	like:PBRM1	BAH	Readers	5	5	3	0.001	NA	NA	NA	Bromodomain	NA	NA	NA	NA
BAH.HG1.9	BAHCC1/BAHD1/TNRC18	BAH	Readers	81	37	2	0.033	NA	NA	NA	BAH	TNRC18,BAHD1,BAHCC1	Hers,wge	NA	NA
BAH.HG1.7	like:BAHCC1/BAHD1/ORC1/TNRC18	BAH	Readers	17	10	2	0.007	NA	NA	NA	BAH	NA	NA	NA	NA
BAH.HG1.2	ASH1L	BAH	Readers	38	27	2	0.001	NA	NA	NA	AWS,SET,Bromodomain,BAH	ASH1L	ash1	NA	NA
BAH.HG1.3	like:ASH1L	BAH	Readers	61	21	1	0.027	NA	NA	NA	BAH,PHD	NA	NA	NA	EBS,SHL
BAH.HG1.12	like:PBRM1	BAH	Readers	1	1	1	0.001	NA	NA	NA	zf-CCCH,SET,BAH	NA	NA	NA	NA
BIR.HG1.1	like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR	Readers	54	15	6	0.999	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora	NA	NA	BIR	NA	NA	NA	NA
BIR.HG1.10	BIRC6	BIR	Readers	41	34	5	0.997	AmorCRUM,Ancyromonadida,Discoba	NA	NA	BIR,BIRC6,UQ_con	BIRC6	Bruce	NA	NA
BIR.HG1.5	like:BIRC5	BIR	Readers	2	2	2	0.016	NA	NA	NA	BIR	NA	NA	NA	NA
BIR.HG1.8	BIRC7/NAIP	BIR	Readers	53	11	2	0.012	NA	NA	NA	BIR	BIRC7,NAIP	NA	NA	NA
BIR.HG1.14	like:BIRC2/BIRC3/XIAP	BIR	Readers	21	9	2	0.004	NA	NA	NA	BIR	NA	NA	NA	NA
BIR.HG1.6	like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR	Readers	7	7	2	0.002	NA	NA	NA	BIR,zf-C3HC4_3	NA	NA	NA	NA
BIR.HG1.4	like:BIRC5	BIR	Readers	2	2	2	0.002	NA	NA	NA	Ank_2,BIR	NA	NA	NA	NA
BIR.HG1.2	like:BIRC5	BIR	Readers	11	4	2	0.001	NA	NA	NA	BIR,CAP_C	NA	NA	NA	NA
BIR.HG1.3	like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP	BIR	Readers	22	14	1	0.006	NA	NA	NA	BIR	NA	NA	NA	NA
BIR.HG1.0	BIRC5	BIR	Readers	72	60	1	0.003	NA	NA	NA	BIR	BIRC5	Det	BIR1	NA
BIR.HG1.12	like:BIRC2/BIRC3/XIAP	BIR	Readers	23	10	1	0.001	NA	NA	NA	BIR,zf-C3HC4_3	NA	Diap2	NA	NA
BIR.HG1.11	like:BIRC2/BIRC3/XIAP	BIR	Readers	9	3	1	0.001	NA	NA	NA	BIR	NA	NA	NA	NA
BIR.HG1.13	like:BIRC2/BIRC3/XIAP	BIR	Readers	26	7	1	0.001	NA	NA	NA	BIR,zf-C3HC4_3	NA	NA	NA	NA
BIR.HG1.15	like:BIRC2/BIRC3/XIAP	BIR	Readers	14	5	1	0.001	NA	NA	NA	BIR	NA	NA	NA	NA
