aOG	ancestral_evidence_string	gene_fam	num_lineages	num_species	num_genes	refOGs	refOGs_label	list_genes
aOG.eur_CupinJmjC7	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora	CupinJmjC	4	12	12	CupinJmjC.HG2.10:like:JMJD6:likeclu:16,CupinJmjC.HG2.4:like:JMJD6/JMJD8:likeclu:7/16	like:JMJD6,like:JMJD6/JMJD8	Acoe_PIA52054.1,Amobb2_AMBB2_04248.mRNA.1,Aurlim_42045,Cowc_KJE92120,Hetalb_XP_020436685.1,Manpla_Gene.43407,Marpol_PTQ42887,Plafun_PRP86357,Sappar_KDO34021,Smoe_EFJ15780,Spimul_14209_TR7637_c0_g1,Spun_KNC98671
aOG.eur_CupinJmjC8	AmorCRUM,Discoba	CupinJmjC	2	2	2	CupinJmjC.HG10.0:KDM6A/KDM6B/UTY	KDM6A/KDM6B/UTY	Phakir_PHAKIR_16712.mRNA.1,Plafun_PRP86382
aOG.eur_CupinJmjC9	AmorCRUM,Discoba	CupinJmjC	2	5	5	CupinJmjC.HG10.0:KDM6A/KDM6B/UTY	KDM6A/KDM6B/UTY	Amobb2_AMBB2_03509.mRNA.1,Ddis_EAL67643,Ngru_EFC50662,Spun_KNC98360,Tielac_KYR01724
aOG.eur_ADD_ATRX0	AmorCRUM,Diaphoratickes	ADD_ATRX	2	3	3	ADD_ATRX.HG1.0:ATRX	ATRX	Nvec_NVE15832,Smoe_EFJ28345,Sphfal_Sphfalx17G043800.1.p
aOG.eur_ADD_ATRX1	AmorCRUM	ADD_ATRX	1	1	1	ADD_ATRX.HG1.0:ATRX	ATRX	Apla_XP_022086718.1
aOG.eur_BAH0	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Metamonada	BAH	5	11	11	BAH.HG1.10:like:ORC1:likeclu:11,BAH.HG1.11:ORC1	like:ORC1,ORC1	Azfi_s0121.g046902,Ehux_EOD12119,Honfer_GBG30424,Jakbah_JAKBA_07823.mRNA.1,Marpol_PTQ40237,Notgen_g22937.t1,Plamic_ANCSI_02671.mRNA.1,Sacu_v1.1_s0183.g024952,Skow_XP_002738319.1,Sphfal_Sphfalx04G116900.1.p,Tvag_XP_001319102.1
aOG.eur_BAH1	Diaphoratickes	BAH	1	3	3	BAH.HG1.3:like:ASH1L:likeclu:2	like:ASH1L	Chabra_GBG76489,Marpol_PTQ40278,Vcar_XP_002952427.1
aOG.eur_BAH2	AmorCRUM,Diaphoratickes,Discoba	BAH	3	9	9	BAH.HG1.0:like:ASH1L:likeclu:2,BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11,BAH.HG2.0:DNMT1	DNMT1,like:ASH1L,like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18	Acas_ELR15535,Atri_ERN08792,Bdis_KQK20551,Ngru_EFC49519,Oxytri_EJY79539,Ptet_CAK61905,Rirr_GBC31821,Sros_EGD76844,Tthe_EAR90105
aOG.eur_BIR0	AmorCRUM,Ancyromonadida,Diaphoratickes	BIR	3	4	4	BIR.HG1.1:like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP:likeclu:8/10/16,BIR.HG1.10:BIRC6,BIR.HG1.12:like:BIRC2/BIRC3/XIAP:likeclu:16	BIRC6,like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP,like:BIRC2/BIRC3/XIAP	Gonavo_g19725.t1,Hduj_OQV22200.1,Linana_g4258.t1,Plamic_ANCSI_05699.mRNA.1
aOG.eur_Bromodomain0	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	Bromodomain	4	7	7	Bromodomain.HG1.1:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.15:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.23:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.50:like:BRD2/BRD3/BRD4/BRDT:likeclu:49,Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5,Bromodomain.HG2.4:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5	like:BRD1/BRD7/BRD9/BRPF1/BRPF3,like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300,like:BRD2/BRD3/BRD4/BRDT	Amobb2_AMBB2_05016.mRNA.1,Gefoke_MALSP_15981.mRNA.1,Gonavo_comp58575_c0_seq1_6_ORF59_1546,Maljak_MALJA_09656.mRNA.1,Pavlsp_633624,Plabra_CEP02044,Spun_KNC99009
aOG.eur_Bromodomain1	AmorCRUM,Ancyromonadida,Diaphoratickes	Bromodomain	3	3	3	Bromodomain.HG1.18:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG7.1:BRWD1/BRWD3/PHIP	BRWD1/BRWD3/PHIP,like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300	Lpol_XP_013777626.1,Plamic_ANCSI_01010.mRNA.1,Sappar_KDO20632
aOG.eur_Bromodomain10	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Bromodomain	5	11	11	Bromodomain.HG8.0:ATAD2/ATAD2B	ATAD2/ATAD2B	Acas_ELR23653,Amobb2_AMBB2_10663.mRNA.1,Gefoke_MALSP_15790.mRNA.1,Linana_g17187.t1,Maljak_MALJA_00952.mRNA.1,Marpol_PTQ42804,Meteor_CRO19MET_NODE_951.p1,Phoaus_g6699.t1,Pinf_PITG_20780T0,Sappar_KDO30532,Smoe_EFJ29799
aOG.eur_Bromodomain11	AmorCRUM,Diaphoratickes,Discoba	Bromodomain	3	3	3	Bromodomain.HG1.25:like:BRD2/BRD3/BRD4/BRDT:likeclu:49,Bromodomain.HG1.54:CREBBP/EP300,Bromodomain.HG2.3:BRD7/BRD9	BRD7/BRD9,CREBBP/EP300,like:BRD2/BRD3/BRD4/BRDT	Amobb2_AMBB2_07266.mRNA.1,Ddis_EAL60533,Sappar_KDO19024
aOG.eur_Bromodomain12	Ancyromonadida,Diaphoratickes	Bromodomain	2	2	2	Bromodomain.HG4.7:like:SMARCA2/SMARCA4:likeclu:8	like:SMARCA2/SMARCA4	Honfer_GBG24435,Plamic_ANCSI_00977.mRNA.1
aOG.eur_Bromodomain13	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Bromodomain	7	15	15	Bromodomain.HG4.8:SMARCA2/SMARCA4	SMARCA2/SMARCA4	Alblai_CCA19972,Amobb2_AMBB2_10892.mRNA.1,Cavfas_EGG21202,Cpar_Cpar_evm1s3805,Cscu_XP_023237265.1,Diprot_Gene.15889,Gefoke_MALSP_15413.mRNA.1,Hduj_OQV12666.1,Klenit_GAQ83458.1,Meteor_CRO19MET_NODE_656.p1,Phakir_PHAKIR_04397.mRNA.1,Pinf_PITG_19037T0,Plafun_PRP74645,Plamic_ANCSI_00685.mRNA.1,Tvag_XP_001304972.1
aOG.eur_Bromodomain14	AmorCRUM,Ancyromonadida,Diaphoratickes,Meteor	Bromodomain	4	6	6	Bromodomain.HG1.15:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.16:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.32:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300	Acas_ELR11372,Cpar_Cpar_evm2s8533,Fabtro_Gene.4502,Marpol_PTQ40025,Meteor_CRO19MET_NODE_1566.p2,Plabra_CEP01565
aOG.eur_Bromodomain15	AmorCRUM,Diaphoratickes	Bromodomain	2	4	4	Bromodomain.HG1.16:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.27:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.32:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.37:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300,like:BRD2/BRD3/BRD4/BRDT	Chrtob_KOO28624.1,Pavlsp_1052195,Rirr_GBC20201,Sbic_EES09391
aOG.eur_Bromodomain16	Malawimonadidae	Bromodomain	1	2	2	Bromodomain.HG1.15:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300	Gefoke_MALSP_10454.mRNA.1,Malcal_MALCA_00021.mRNA.1
aOG.eur_Bromodomain17	Diaphoratickes,Malawimonadidae	Bromodomain	2	3	3	Bromodomain.HG1.15:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.5:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300	Gefoke_MALSP_05857.mRNA.1,Pinf_PITG_02252T0,Sappar_KDO33782
aOG.eur_Bromodomain18	AmorCRUM,Discoba	Bromodomain	2	4	4	Bromodomain.HG1.15:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.49:BRD2/BRD3/BRD4/BRDT	BRD2/BRD3/BRD4/BRDT,like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300	Adig_XP_015758627.1,Amobb2_AMBB2_01022.mRNA.1,Andgod_ANDGO_02479.mRNA.1,Phakir_PHAKIR_06954.mRNA.1
aOG.eur_Bromodomain19	AmorCRUM,Hemimastigophora	Bromodomain	2	4	4	Bromodomain.HG1.10:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.15:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54,Bromodomain.HG1.37:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300,like:BRD2/BRD3/BRD4/BRDT	Diprot_Gene.22733,Rall_EPZ32539,Rigram_Gene.19976,Spimul_11741_TR6198_c0_g1
aOG.eur_Bromodomain2	Ancyromonadida,Diaphoratickes	Bromodomain	2	2	2	Bromodomain.HG2.1:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5,Bromodomain.HG2.5:BRD1/BRPF1/BRPF3	BRD1/BRPF1/BRPF3,like:BRD1/BRD7/BRD9/BRPF1/BRPF3	Plabra_CEO99192,Plamic_ANCSI_01307.mRNA.1
aOG.eur_Bromodomain20	AmorCRUM	Bromodomain	1	1	1	Bromodomain.HG4.9:like:ASH1L/PBRM1/SMARCA2/SMARCA4:likeclu:5/8	like:ASH1L/PBRM1/SMARCA2/SMARCA4	Mbre_EDQ87394
aOG.eur_Bromodomain21	Diaphoratickes	Bromodomain	1	1	1	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5	like:BRD1/BRD7/BRD9/BRPF1/BRPF3	Phatri_Phatr3_J15937.p1
aOG.eur_Bromodomain22	Diaphoratickes	Bromodomain	1	1	1	Bromodomain.HG1.30:like:CREBBP/EP300:likeclu:54	like:CREBBP/EP300	Oxytri_EJY71608
aOG.eur_Bromodomain3	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae,Meteor	Bromodomain	5	8	8	Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5,Bromodomain.HG2.5:BRD1/BRPF1/BRPF3	BRD1/BRPF1/BRPF3,like:BRD1/BRD7/BRD9/BRPF1/BRPF3	Diprot_Gene.28645,Fabtro_Gene.15833,Gefoke_MALSP_18481.mRNA.1,Klenit_GAQ86441.1,Lpol_XP_013788697.1,Meteor_CRO19MET_NODE_313.p1,Ngad_EWM24254,Plafun_PRP79228
aOG.eur_Bromodomain4	AmorCRUM,Diaphoratickes,Discoba	Bromodomain	3	4	4	Bromodomain.HG3.4:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10,Bromodomain.HG3.5:like:BPTF/CECR2/KAT2A/KAT2B:likeclu:6/7/10	like:BPTF/CECR2/KAT2A/KAT2B	Klenit_GAQ80908.1,Plafun_PRP80952,Secula_SECUL_03039.mRNA.1,Spun_KND01485
aOG.eur_Bromodomain5	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Bromodomain	7	20	20	Bromodomain.HG6.0:TAF1/TAF1L	TAF1/TAF1L	Acas_ELR16697,Alblai_CCA27230,Aque_Aqu2.1.18549_001,Atri_ERN03830,Ctel_CapteP225982,Diprot_Gene.20820,Dpul_EFX66475,Gefoke_MALSP_02696.mRNA.1,Hetalb_XP_020430576.1,Malcal_MALCA_04502.mRNA.1,Meteor_CRO19MET_NODE_493.p1,Phakir_PHAKIR_00427.mRNA.1,Plabra_CEO96546,Plamic_ANCSI_01650.mRNA.1,Rigram_Gene.14544,Sbic_EER90111,Smoe_EFJ24900,Sphfal_Sphfalx06G079000.1.p,Spis_XP_022795894_1,Tvag_XP_001583472.1
aOG.eur_Bromodomain6	Ancyromonadida,Diaphoratickes	Bromodomain	2	3	3	Bromodomain.HG7.1:BRWD1/BRWD3/PHIP	BRWD1/BRWD3/PHIP	Aplker_98312,Nutlon_comp8975_c0_seq1.p1,Sphfal_Sphfalx18G090400.1.p
aOG.eur_Bromodomain7	AmorCRUM,Ancyromonadida,Discoba	Bromodomain	3	5	5	Bromodomain.HG7.1:BRWD1/BRWD3/PHIP	BRWD1/BRWD3/PHIP	Amobb2_AMBB2_14214.mRNA.1,Diprot_Gene.12619,Plafun_PRP83048,Plamic_ANCSI_08620.mRNA.1,Tielac_KYQ89778
aOG.eur_Bromodomain8	AmorCRUM,Diaphoratickes	Bromodomain	2	4	4	Bromodomain.HG3.10:KAT2A/KAT2B	KAT2A/KAT2B	Mcir_OAC98768,Pisp_OUM68377.1,Ptet_CAK69913,Umbram_221140
aOG.eur_Bromodomain9	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	Bromodomain	6	23	23	Bromodomain.HG3.10:KAT2A/KAT2B	KAT2A/KAT2B	Acas_ELR15246,Amobb2_AMBB2_02344.mRNA.1,Aplker_47030,Bnat_JGI_V11_85858,Ddis_EAL65714,Diprot_Gene.10009,Fabtro_Gene.21125,Gefoke_MALSP_13459.mRNA.1,Honfer_GBG34383,Hsap_ENSP00000225916.5,Ihof_evm1s360,Malcal_MALCA_02126.mRNA.1,Meteor_CRO19MET_NODE_5749.p2,Ngru_EFC45787,Pinf_PITG_20197T0,Plabra_CEO99972,Plafun_PRP81284,Plamic_ANCSI_08754.mRNA.1,Ppat_Pp3c2_9560V3.3,Sappar_KDO35614,Sbic_OQU91781,Sphfal_Sphfalx05G111200.1.p,Vcar_XP_002946097.1
aOG.eur_Chromo0	AmorCRUM,Diaphoratickes	Chromo	2	7	8	Chromo.HG2.1:NA	NA	Chabra_GBG60117,Chabra_GBG82819,Cneo_AAW44070,Cvel_3488.t1-p1,Plabra_CEO95067,Plafun_PRP73443,Sros_EGD75179,Tielac_KYQ96678
aOG.eur_Chromo1	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	Chromo	4	6	6	Chromo.HG2.1:NA	NA	Andgod_ANDGO_02858.mRNA.1,Malcal_MALCA_09971.mRNA.1,Maljak_MALJA_04236.mRNA.1,Notgen_g10141.t1,Porpur_KAA8490611.1,Vitbra_CEM32443.1
aOG.eur_Chromo10	Diaphoratickes	Chromo	1	1	1	Chromo.HG7.0:NA	NA	Ulvmut_UM015_01251
aOG.eur_Chromo11	Discoba	Chromo	1	1	1	Chromo.HG5.5:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	like:CHD6/CHD7/CHD8/CHD9	Amobb2_AMBB2_07308.mRNA.1
aOG.eur_Chromo2	AmorCRUM,Ancyromonadida,Hemimastigophora	Chromo	3	4	6	Chromo.HG3.5:NA	NA	Plafun_PRP73885,Plamic_ANCSI_04073.mRNA.1,Plamic_ANCSI_09741.mRNA.1,Rhidel_EIE91982,Spimul_28632_TR14168_c0_g1,Spimul_29725_TR14599_c0_g1
aOG.eur_Chromo3	Diaphoratickes,Discoba,Hemimastigophora,Metamonada	Chromo	4	5	7	Chromo.HG3.3:NA	NA	Andgod_ANDGO_00045.mRNA.1,Andgod_ANDGO_04722.mRNA.1,Carmem_1582.p1,Carmem_b5800.p1,Gonavo_g28186.t1,Plabra_CEO95676,Spimul_25774_TR12821_c0_g2
aOG.eur_Chromo4	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Meteor	Chromo	5	10	10	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Diprot_Gene.15147,Hsap_ENSP00000493629.2,Jaklib_JAKLI_00124.mRNA.1,Klenit_GAQ80045.1,Meteor_CRO19MET_NODE_923.p1,Plafun_PRP81976,Plamic_ANCSI_06413.mRNA.1,Rigram_Gene.15078,Secula_SECUL_04850.mRNA.1,Smoe_EFJ18933
aOG.eur_Chromo5	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Metamonada	Chromo	6	13	13	Chromo.HG4.1:CHD1/CHD2	CHD1/CHD2	Amobb2_AMBB2_09157.mRNA.1,Atri_ERN05058,Bnat_JGI_V11_40547,Carmem_4739.p1,Falb_KCV68048,Hetalb_XP_020429483.1,Phakir_PHAKIR_03188.mRNA.1,Plabra_CEO98812,Plamic_ANCSI_02067.mRNA.1,Rall_EPZ31173,Sphfal_Sphfalx09G052500.1.p,Spimul_17258_TR9182_c0_g1,Tielac_KYQ89093
aOG.eur_Chromo6	Diaphoratickes	Chromo	1	3	3	Chromo.HG5.4:like:CHD6/CHD7/CHD8/CHD9:likeclu:6	like:CHD6/CHD7/CHD8/CHD9	Alblai_CCA16095,Pinf_PITG_15837T0,Sappar_KDO30724
aOG.eur_Chromo7	Ancyromonadida,Diaphoratickes,Hemimastigophora,Metamonada	Chromo	4	4	6	Chromo.HG1.38:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:44,Chromo.HG5.2:like:CHD6/CHD7/CHD8/CHD9:likeclu:6,Chromo.HG5.6:CHD6/CHD7/CHD8/CHD9	CHD6/CHD7/CHD8/CHD9,like:CBX2/CBX4/CBX6/CBX7/CBX8,like:CHD6/CHD7/CHD8/CHD9	Gonavo_comp64365_c0_seq1_6_ORF13_248,Hemkuk_23709_TR7956_c0_g1,Plamic_ANCSI_00977.mRNA.1,Tvag_XP_001306074.1,Tvag_XP_001315018.1,Tvag_XP_001583891.1
aOG.eur_Chromo8	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Chromo	6	18	21	Chromo.HG5.3:like:CHD6/CHD7/CHD8/CHD9:likeclu:6,Chromo.HG5.5:like:CHD6/CHD7/CHD8/CHD9:likeclu:6,Chromo.HG5.6:CHD6/CHD7/CHD8/CHD9	CHD6/CHD7/CHD8/CHD9,like:CHD6/CHD7/CHD8/CHD9	Acas_ELR13427,Cmer_CMQ215CT,Diprot_Gene.21664,Drer_ENSDARP00000011455.9,Gefoke_MALSP_01969.mRNA.1,Gefoke_MALSP_03676.mRNA.1,Hetalb_XP_020430106.1,Hsap_ENSP00000392028.1,Malcal_MALCA_04545.mRNA.1,Malcal_MALCA_09536.mRNA.1,Meteor_CRO19MET_NODE_216.p1,Morelo_OAQ26151,Ngru_EFC50563,Nvec_NVE3883,Phakir_PHAKIR_00747.mRNA.1,Plafun_PRP87395,Retfil_ETO15326,Rigram_Gene.16753,Spis_XP_022780999_1,Tvag_XP_001308354.1,Tvag_XP_001320435.1
aOG.eur_Chromo9	Diaphoratickes	Chromo	1	1	1	Chromo.HG3.2:NA	NA	Cvel_6738.t1-p1
aOG.eur_ING0	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	ING	7	26	26	ING.HG1.2:ING1/ING2/ING4/ING5	ING1/ING2/ING4/ING5	Acas_ELR21462,Alblai_CCA20127,Andgod_ANDGO_02816.mRNA.1,Cint_ENSCINP00000012930.3,Cscu_XP_023224523.1,Diprot_Gene.8884,Drer_ENSDARP00000045244.4,Fabtro_Gene.11853,Gefoke_MALSP_13210.mRNA.1,Gonavo_comp28907_c0_seq1_6_ORF15_243,Jakbah_JAKBA_10050.mRNA.2,Lcom_lcpid83177,Malcal_MALCA_06776.mRNA.1,Maljak_MALJA_16046.mRNA.1,Meteor_CRO19MET_NODE_8628.p2,Phakir_PHAKIR_10578.mRNA.1,Plafun_PRP85308,Plamic_ANCSI_06360.mRNA.1,Ppat_Pp3c17_6960V3.1,Rigram_Gene.24759,Sappar_KDO24077,Secula_SECUL_05128.mRNA.1,Skow_XP_002732281.1,Smoe_EFJ24278,Spimul_5522_TR2800_c0_g1,Styinc_Gene20696_m20696
aOG.eur_MRG0	Diaphoratickes,Discoba,Meteor	MRG	3	10	10	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2/MSL3	Acoe_PIA56651.1,Amobb2_AMBB2_03117.mRNA.1,Atha_AT4G37280.1,Atri_ERN18900,Klenit_GAQ85144.1,Marpol_PTQ35338,Meteor_CRO19MET_NODE_5709.p1,Ppat_PAC_32924732.CDS.1,Sacu_v1.1_s0003.g001475,Sbic_OQU84823
aOG.eur_MRG1	AmorCRUM,Diaphoratickes	MRG	2	3	3	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2/MSL3	Chrtob_KOO27670.1,Diprot_Gene.25511,Ehux_EOD16694
aOG.eur_MRG2	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae	MRG	5	13	13	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2/MSL3	Bralan_BL02950_cuf9,Ctel_CapteP221778,Ddis_EAL65981,Gefoke_MALSP_13384.mRNA.1,Maljak_MALJA_07982.mRNA.1,Nk52_evm10s967,Phakir_PHAKIR_07161.mRNA.1,Plabra_CEO99467,Recame_RECAM_21143.mRNA.1,Rigram_Gene.35940,Sarc_Sarc4_g31562T,Spimul_9463_TR5010_c0_g2,Tielac_KYQ93265
aOG.eur_MRG3	Diaphoratickes,Discoba	MRG	2	3	3	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2/MSL3	Esil_CBJ30813,Ngad_EWM24012,Styinc_Gene13418_m13418
aOG.eur_MRG4	Diaphoratickes	MRG	1	1	1	MRG.HG1.1:MORF4L1/MORF4L2/MSL3	MORF4L1/MORF4L2/MSL3	Pinf_PITG_11998T0
aOG.eur_PHD0	AmorCRUM,Diaphoratickes,Metamonada	PHD	3	5	5	PHD.HG2.0:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3/MLLT6/MLLT10/PHF14:likeclu:4/5/18/19,PHD.HG2.11:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.17:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.20:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.4:MLLT6/MLLT10	like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3,like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3/MLLT6/MLLT10/PHF14,MLLT6/MLLT10	Carmem_5291.p1,Hduj_OWA52214.1,Plabra_CEO98112,Rigram_Gene.7942,Sbic_EES00170
aOG.eur_PHD1	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Meteor	PHD	5	7	7	PHD.HG1.1:CXXC1/DIDO1/PHF3,PHD.HG3.19:like:PHF12/PHF21A/PHF21B:likeclu:12/15,PHD.HG5.1:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4	CXXC1/DIDO1/PHF3,like:KMT2A/KMT2B/KMT2C/KMT2D,like:PHF12/PHF21A/PHF21B	Azfi_s0090.g042624,Coka_g11301.t1,Drer_ENSDARP00000150128.1,Meteor_CRO19MET_NODE_1213.p1,Plamic_ANCSI_10688.mRNA.1,Secula_SECUL_02606.mRNA.1,Sros_EGD78296
aOG.eur_PHD10	Diaphoratickes,Discoba	PHD	2	4	4	PHD.HG2.15:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19,PHD.HG2.8:like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3:likeclu:18/19	like:BRD1/BRPF1/BRPF3/JADE1/JADE2/JADE3	Bnat_JGI_V11_31945,Jakbah_JAKBA_02214.mRNA.1,Jaklib_JAKLI_17030.mRNA.1,Secula_SECUL_05956.mRNA.1
aOG.eur_PHD11	Diaphoratickes,Malawimonadidae	PHD	2	2	2	PHD.HG4.2:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66:likeclu:5/8,PHD.HG5.1:like:KMT2A/KMT2B/KMT2C/KMT2D:likeclu:4	like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66,like:KMT2A/KMT2B/KMT2C/KMT2D	Gefoke_MALSP_13682.mRNA.1,Porpur_KAA8493801.1
aOG.eur_PHD12	AmorCRUM,Discoba,Malawimonadidae	PHD	3	3	3	PHD.HG10.3:like:TAF3:likeclu:2	like:TAF3	Malcal_MALCA_06776.mRNA.1,Masbal_CACRSC010000015.1.p1872,Styinc_Gene20696_m20696
aOG.eur_PHD13	AmorCRUM,Diaphoratickes,Malawimonadidae	PHD	3	5	5	PHD.HG1.5:like:FBXL19/KDM2A/KDM2B/KDM7A/PHF2/PHF8:likeclu:4,PHD.HG8.0:like:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D:likeclu:2,PHD.HG8.1:like:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D:likeclu:2	like:FBXL19/KDM2A/KDM2B/KDM7A/PHF2/PHF8,like:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D	Diprot_Gene.10911,Gefoke_MALSP_17268.mRNA.1,Morelo_OAQ30854,Rigram_Gene.17689,Vcar_XP_002952427.1
aOG.eur_PHD14	AmorCRUM,Ancyromonadida,Diaphoratickes	PHD	3	8	8	PHD.HG8.1:like:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D:likeclu:2,PHD.HG8.2:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D	KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D,like:KDM4A/KDM4B/KDM4C/KDM5A/KDM5B/KDM5C/KDM5D	Acas_ELR15253,Diprot_Gene.17300,Dpul_EFX69009,Klenit_GAQ86430.1,Marpol_PTQ42402,Pinf_PITG_11272T0,Plamic_ANCSI_08213.mRNA.1,Schagg_64718
